# Capacitor de 0.47 nF en serie con resistencia de 29 kOhm. Frecuencia fija en 1 kHz 
#  Z [Ohm], Fase [°]
2.807570000000000073e+04,-7.257059999999999622e-01
2.807550000000000000e+04,-7.253199999999999648e-01
2.807529999999999927e+04,-7.255589999999999540e-01
2.807559999999999854e+04,-7.258700000000000152e-01
2.807509999999999854e+04,-7.254260000000000153e-01
2.807559999999999854e+04,-7.256519999999999637e-01
2.807520000000000073e+04,-7.257360000000000477e-01
2.807540000000000146e+04,-7.257299999999999862e-01
2.807509999999999854e+04,-7.256930000000000325e-01
2.807559999999999854e+04,-7.258660000000000112e-01
2.807550000000000000e+04,-7.253840000000000288e-01
2.807540000000000146e+04,-7.263889999999999514e-01
2.807529999999999927e+04,-7.251140000000000363e-01
2.807529999999999927e+04,-7.259560000000000457e-01
2.807559999999999854e+04,-7.253950000000000120e-01
2.807570000000000073e+04,-7.255719999999999947e-01
2.807529999999999927e+04,-7.260060000000000402e-01
2.807550000000000000e+04,-7.257970000000000255e-01
2.807500000000000000e+04,-7.255340000000000122e-01
2.807550000000000000e+04,-7.252929999999999655e-01
2.807540000000000146e+04,-7.260760000000000547e-01
2.807529999999999927e+04,-7.257909999999999640e-01
2.807540000000000146e+04,-7.256479999999999597e-01
2.807540000000000146e+04,-7.259949999999999459e-01
2.807550000000000000e+04,-7.255859999999999532e-01
2.807559999999999854e+04,-7.250090000000000146e-01
2.807570000000000073e+04,-7.248630000000000351e-01
2.807550000000000000e+04,-7.256890000000000285e-01
2.807540000000000146e+04,-7.259900000000000242e-01
2.807550000000000000e+04,-7.254119999999999457e-01
2.807570000000000073e+04,-7.255350000000000410e-01
2.807529999999999927e+04,-7.256550000000000500e-01
2.807550000000000000e+04,-7.257810000000000095e-01
2.807500000000000000e+04,-7.259079999999999977e-01
2.807570000000000073e+04,-7.252859999999999863e-01
2.807540000000000146e+04,-7.260879999999999557e-01
2.807509999999999854e+04,-7.256070000000000020e-01
2.807529999999999927e+04,-7.256709999999999550e-01
2.807540000000000146e+04,-7.256799999999999917e-01
2.807550000000000000e+04,-7.253509999999999680e-01
2.807559999999999854e+04,-7.261199999999999877e-01
2.807520000000000073e+04,-7.257310000000000150e-01
2.807529999999999927e+04,-7.252999999999999448e-01
2.807550000000000000e+04,-7.250370000000000426e-01
2.807570000000000073e+04,-7.256620000000000292e-01
2.807559999999999854e+04,-7.259440000000000337e-01
2.807559999999999854e+04,-7.257350000000000190e-01
2.807540000000000146e+04,-7.262070000000000469e-01
2.807559999999999854e+04,-7.258250000000000535e-01
2.807540000000000146e+04,-7.265319999999999556e-01
2.807559999999999854e+04,-7.260870000000000379e-01
2.807579999999999927e+04,-7.256139999999999812e-01
2.807550000000000000e+04,-7.260360000000000147e-01
2.807520000000000073e+04,-7.259919999999999707e-01
2.807520000000000073e+04,-7.255740000000000522e-01
2.807500000000000000e+04,-7.258520000000000527e-01
2.807570000000000073e+04,-7.253990000000000160e-01
2.807540000000000146e+04,-7.255019999999999802e-01
2.807559999999999854e+04,-7.250959999999999628e-01
2.807559999999999854e+04,-7.249170000000000336e-01
2.807579999999999927e+04,-7.255679999999999907e-01
2.807550000000000000e+04,-7.258040000000000047e-01
2.807559999999999854e+04,-7.256799999999999917e-01
2.807570000000000073e+04,-7.257289999999999575e-01
2.807570000000000073e+04,-7.256500000000000172e-01
2.807529999999999927e+04,-7.260860000000000092e-01
2.807550000000000000e+04,-7.258499999999999952e-01
2.807520000000000073e+04,-7.260469999999999979e-01
2.807540000000000146e+04,-7.253709999999999880e-01
2.807559999999999854e+04,-7.255650000000000155e-01
2.807559999999999854e+04,-7.254350000000000520e-01
2.807529999999999927e+04,-7.256559999999999677e-01
2.807520000000000073e+04,-7.258599999999999497e-01
2.807540000000000146e+04,-7.260060000000000402e-01
2.807550000000000000e+04,-7.256540000000000212e-01
2.807550000000000000e+04,-7.247949999999999671e-01
2.807570000000000073e+04,-7.254610000000000225e-01
2.807540000000000146e+04,-7.257970000000000255e-01
2.807540000000000146e+04,-7.252939999999999943e-01
2.807570000000000073e+04,-7.256740000000000412e-01
2.807559999999999854e+04,-7.257169999999999455e-01
2.807529999999999927e+04,-7.258050000000000335e-01
2.807520000000000073e+04,-7.257369999999999655e-01
