# Capacitor de 0.47 nF en serie con resistencia de 29 kOhm. Frecuencia fija en 1 kHz 
#  Z [Ohm], Fase [°]
2.807640000000000146e+04,-7.265730000000000244e-01
2.807700000000000000e+04,-7.248729999999999896e-01
2.807579999999999927e+04,-7.249290000000000456e-01
2.807540000000000146e+04,-7.267270000000000119e-01
2.807590000000000146e+04,-7.257599999999999607e-01
2.807700000000000000e+04,-7.247519999999999518e-01
2.807690000000000146e+04,-7.245700000000000474e-01
2.807550000000000000e+04,-7.242690000000000516e-01
2.807640000000000146e+04,-7.237320000000000420e-01
2.807540000000000146e+04,-7.261159999999999837e-01
2.807379999999999927e+04,-7.270429999999999948e-01
2.807529999999999927e+04,-7.267689999999999984e-01
2.807600000000000000e+04,-7.270839999999999526e-01
2.807640000000000146e+04,-7.270170000000000243e-01
2.807650000000000000e+04,-7.259470000000000089e-01
2.807579999999999927e+04,-7.254819999999999602e-01
2.807559999999999854e+04,-7.262960000000000527e-01
2.807579999999999927e+04,-7.257209999999999495e-01
2.807529999999999927e+04,-7.262159999999999727e-01
2.807640000000000146e+04,-7.248430000000000151e-01
2.807679999999999927e+04,-7.249189999999999801e-01
2.807670000000000073e+04,-7.250839999999999508e-01
2.807529999999999927e+04,-7.270020000000000371e-01
2.807570000000000073e+04,-7.252340000000000453e-01
2.807520000000000073e+04,-7.262969999999999704e-01
2.807509999999999854e+04,-7.290529999999999511e-01
2.807620000000000073e+04,-7.263119999999999576e-01
2.807620000000000073e+04,-7.255040000000000378e-01
2.807640000000000146e+04,-7.261539999999999662e-01
2.807570000000000073e+04,-7.261140000000000372e-01
2.807420000000000073e+04,-7.276110000000000078e-01
2.807459999999999854e+04,-7.260910000000000419e-01
2.807659999999999854e+04,-7.246080000000000298e-01
2.807600000000000000e+04,-7.266850000000000254e-01
2.807670000000000073e+04,-7.244340000000000224e-01
2.807679999999999927e+04,-7.235230000000000272e-01
2.807670000000000073e+04,-7.237350000000000172e-01
2.807609999999999854e+04,-7.256460000000000132e-01
2.807490000000000146e+04,-7.243300000000000294e-01
2.807550000000000000e+04,-7.263180000000000192e-01
2.807550000000000000e+04,-7.263159999999999616e-01
2.807629999999999927e+04,-7.251290000000000235e-01
2.807620000000000073e+04,-7.261039999999999717e-01
2.807590000000000146e+04,-7.253600000000000048e-01
2.807520000000000073e+04,-7.265989999999999949e-01
2.807509999999999854e+04,-7.280529999999999502e-01
2.807500000000000000e+04,-7.275279999999999525e-01
2.807640000000000146e+04,-7.270510000000000028e-01
2.807600000000000000e+04,-7.275059999999999860e-01
2.807670000000000073e+04,-7.249839999999999618e-01
2.807670000000000073e+04,-7.248059999999999503e-01
2.807640000000000146e+04,-7.245740000000000514e-01
2.807529999999999927e+04,-7.248489999999999656e-01
2.807529999999999927e+04,-7.261959999999999527e-01
2.807570000000000073e+04,-7.248059999999999503e-01
2.807729999999999927e+04,-7.233030000000000292e-01
2.807690000000000146e+04,-7.250349999999999850e-01
2.807529999999999927e+04,-7.270510000000000028e-01
2.807529999999999927e+04,-7.238219999999999654e-01
2.807479999999999927e+04,-7.268240000000000256e-01
2.807600000000000000e+04,-7.271300000000000541e-01
2.807579999999999927e+04,-7.271670000000000078e-01
2.807659999999999854e+04,-7.256099999999999772e-01
2.807740000000000146e+04,-7.253249999999999975e-01
2.807609999999999854e+04,-7.247080000000000188e-01
2.807550000000000000e+04,-7.249200000000000088e-01
2.807490000000000146e+04,-7.259940000000000282e-01
2.807590000000000146e+04,-7.251109999999999500e-01
2.807750000000000000e+04,-7.242210000000000036e-01
2.807709999999999854e+04,-7.237409999999999677e-01
2.807509999999999854e+04,-7.243549999999999711e-01
2.807559999999999854e+04,-7.232260000000000355e-01
2.807529999999999927e+04,-7.270499999999999741e-01
2.807500000000000000e+04,-7.278750000000000497e-01
2.807550000000000000e+04,-7.271859999999999991e-01
2.807590000000000146e+04,-7.261239999999999917e-01
2.807709999999999854e+04,-7.269799999999999596e-01
2.807640000000000146e+04,-7.256500000000000172e-01
2.807520000000000073e+04,-7.238949999999999552e-01
2.807540000000000146e+04,-7.264410000000000034e-01
2.807559999999999854e+04,-7.259499999999999842e-01
2.807590000000000146e+04,-7.264279999999999626e-01
2.807709999999999854e+04,-7.243399999999999839e-01
2.807540000000000146e+04,-7.237240000000000339e-01
2.807659999999999854e+04,-7.241330000000000267e-01
2.807509999999999854e+04,-7.267200000000000326e-01
2.807379999999999927e+04,-7.269910000000000538e-01
2.807500000000000000e+04,-7.275169999999999693e-01
2.807609999999999854e+04,-7.282830000000000137e-01
2.807590000000000146e+04,-7.261079999999999757e-01
2.807659999999999854e+04,-7.259919999999999707e-01
2.807679999999999927e+04,-7.256780000000000452e-01
2.807590000000000146e+04,-7.255629999999999580e-01
2.807420000000000073e+04,-7.278559999999999475e-01
2.807490000000000146e+04,-7.278109999999999857e-01
2.807600000000000000e+04,-7.254939999999999722e-01
2.807659999999999854e+04,-7.271790000000000198e-01
2.807690000000000146e+04,-7.247500000000000053e-01
2.807690000000000146e+04,-7.240440000000000209e-01
2.807659999999999854e+04,-7.242459999999999454e-01
2.807540000000000146e+04,-7.262849999999999584e-01
2.807459999999999854e+04,-7.250269999999999770e-01
2.807509999999999854e+04,-7.249339999999999673e-01
2.807590000000000146e+04,-7.260889999999999844e-01
2.807650000000000000e+04,-7.254099999999999993e-01
2.807629999999999927e+04,-7.257130000000000525e-01
2.807500000000000000e+04,-7.265300000000000091e-01
2.807479999999999927e+04,-7.272680000000000256e-01
2.807600000000000000e+04,-7.276510000000000478e-01
2.807529999999999927e+04,-7.269079999999999986e-01
2.807670000000000073e+04,-7.260119999999999907e-01
2.807729999999999927e+04,-7.242629999999999901e-01
