# Fri Oct  6 15:12:48 2023
#  Tiempo [s], Voltaje [V], Corriente [A]
#   pw=0.1, T = 0.01, nplc=0.5
5.792236328125000000e-02,4.000360000000000027e-01,2.024610000000000105e-09
2.285499572753906250e-01,4.000219999999999887e-01,1.590940000000000092e-09
3.679246902465820312e-01,4.000250000000000195e-01,1.487489999999999999e-09
5.251801013946533203e-01,4.000279999999999947e-01,6.148099999999999686e-10
6.805045604705810547e-01,4.000310000000000255e-01,8.901479999999999540e-10
8.196382522583007812e-01,4.000330000000000275e-01,9.567379999999999277e-10
9.599297046661376953e-01,4.000310000000000255e-01,7.517219999999999814e-10
1.116513729095458984e+00,4.000330000000000275e-01,2.187340000000000017e-09
1.255748748779296875e+00,4.000279999999999947e-01,2.490350000000000194e-09
1.395925998687744141e+00,4.000319999999999987e-01,3.676629999999999948e-09
