Model,DPO3034
Firmware Version,2.16

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.002,
Sample Interval,2e-06,
Record Length,10000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,1,1
Label,,
TIME,CH1,CH2
3.2560e-03,6,2.44
3.2580e-03,6.04,2.36
3.2600e-03,6.04,2.36
3.2620e-03,6,2.4
3.2640e-03,6.04,2.4
3.2660e-03,5.96,2.36
3.2680e-03,6,2.32
3.2700e-03,6,2.4
3.2720e-03,5.96,2.32
3.2740e-03,6.04,2.36
3.2760e-03,6.08,2.4
3.2780e-03,6.04,2.32
3.2800e-03,5.96,2.44
3.2820e-03,5.96,2.4
3.2840e-03,6,2.36
3.2860e-03,5.96,2.4
3.2880e-03,6,2.32
3.2900e-03,6.04,2.4
3.2920e-03,6,2.36
3.2940e-03,6.04,2.28
3.2960e-03,6,2.44
3.2980e-03,6.04,2.36
3.3000e-03,6.08,2.4
3.3020e-03,6.04,2.36
3.3040e-03,6.04,2.36
3.3060e-03,6,2.4
3.3080e-03,6,2.4
3.3100e-03,6,2.4
3.3120e-03,5.96,2.36
3.3140e-03,6,2.4
3.3160e-03,6,2.32
3.3180e-03,6.04,2.32
3.3200e-03,6.04,2.32
3.3220e-03,6.04,2.32
3.3240e-03,6,2.36
3.3260e-03,6,2.4
3.3280e-03,6.04,2.44
3.3300e-03,6.08,2.32
3.3320e-03,6.08,2.32
3.3340e-03,6,2.4
3.3360e-03,6,2.32
3.3380e-03,6,2.44
3.3400e-03,6.08,2.36
3.3420e-03,5.96,2.32
3.3440e-03,6,2.36
3.3460e-03,6.04,2.4
3.3480e-03,6.04,2.32
3.3500e-03,6.08,2.32
3.3520e-03,6.04,2.32
3.3540e-03,6.04,2.4
3.3560e-03,6.04,2.36
3.3580e-03,6,2.4
3.3600e-03,6.08,2.36
3.3620e-03,6,2.4
3.3640e-03,6,2.36
3.3660e-03,5.96,2.36
3.3680e-03,6.04,2.4
3.3700e-03,6.04,2.32
3.3720e-03,6,2.4
3.3740e-03,5.96,2.32
3.3760e-03,6.08,2.32
3.3780e-03,6,2.4
3.3800e-03,6,2.4
3.3820e-03,6.04,2.32
3.3840e-03,6,2.28
3.3860e-03,6.04,2.36
3.3880e-03,6,2.4
3.3900e-03,6,2.32
3.3920e-03,5.92,2.32
3.3940e-03,6.04,2.36
3.3960e-03,5.96,2.32
3.3980e-03,6,2.4
3.4000e-03,6,2.32
3.4020e-03,6,2.36
3.4040e-03,5.96,2.4
3.4060e-03,6,2.28
3.4080e-03,5.92,2.4
3.4100e-03,6,2.4
3.4120e-03,5.92,2.4
3.4140e-03,6,2.4
3.4160e-03,6,2.32
3.4180e-03,5.96,2.32
3.4200e-03,6,2.36
3.4220e-03,6.04,2.32
3.4240e-03,6.04,2.4
3.4260e-03,5.96,2.4
3.4280e-03,6.04,2.4
3.4300e-03,6.12,2.4
3.4320e-03,6.04,2.36
3.4340e-03,6,2.36
3.4360e-03,5.96,2.44
3.4380e-03,6.04,2.4
3.4400e-03,6.04,2.4
3.4420e-03,5.96,2.4
3.4440e-03,5.96,2.4
3.4460e-03,6.04,2.4
3.4480e-03,5.92,2.4
3.4500e-03,6,2.36
3.4520e-03,6.04,2.36
3.4540e-03,6.04,2.48
3.4560e-03,5.96,2.4
3.4580e-03,5.96,2.44
3.4600e-03,5.96,2.28
3.4620e-03,5.96,2.44
3.4640e-03,6.04,2.4
3.4660e-03,6.08,2.4
3.4680e-03,5.96,2.32
3.4700e-03,6.04,2.4
3.4720e-03,6.04,2.36
3.4740e-03,6,2.32
3.4760e-03,6.04,2.32
3.4780e-03,6.04,2.36
3.4800e-03,6.04,2.36
3.4820e-03,5.96,2.4
3.4840e-03,6,2.4
3.4860e-03,5.96,2.32
3.4880e-03,6.04,2.36
3.4900e-03,6,2.4
3.4920e-03,6,2.44
3.4940e-03,5.96,2.4
3.4960e-03,6,2.36
3.4980e-03,5.96,2.32
3.5000e-03,6,2.4
3.5020e-03,6.08,2.4
3.5040e-03,6.04,2.4
3.5060e-03,6.08,2.36
3.5080e-03,6.04,2.44
3.5100e-03,6,2.4
3.5120e-03,6.04,2.44
3.5140e-03,6,2.4
3.5160e-03,6.04,2.32
3.5180e-03,6,2.4
3.5200e-03,6,2.44
3.5220e-03,5.96,2.4
3.5240e-03,6.04,2.4
3.5260e-03,6,2.4
3.5280e-03,5.96,2.4
3.5300e-03,6,2.4
3.5320e-03,6,2.36
3.5340e-03,6,2.4
3.5360e-03,6,2.36
3.5380e-03,6,2.4
3.5400e-03,6.08,2.4
3.5420e-03,6.04,2.36
3.5440e-03,6.08,2.36
3.5460e-03,6.08,2.4
3.5480e-03,6,2.4
3.5500e-03,6.04,2.4
3.5520e-03,6.04,2.4
3.5540e-03,6.04,2.44
3.5560e-03,6,2.4
3.5580e-03,6.04,2.36
3.5600e-03,6.04,2.4
3.5620e-03,6,2.4
3.5640e-03,6.12,2.36
3.5660e-03,6.04,2.4
3.5680e-03,6,2.4
3.5700e-03,6.04,2.32
3.5720e-03,6.04,2.36
3.5740e-03,6,2.36
3.5760e-03,6,2.32
3.5780e-03,6.04,2.32
3.5800e-03,6.08,2.36
3.5820e-03,6.08,2.44
3.5840e-03,6.08,2.4
3.5860e-03,6.08,2.4
3.5880e-03,5.96,2.44
3.5900e-03,6.08,2.4
3.5920e-03,6.04,2.44
3.5940e-03,6.08,2.44
3.5960e-03,6,2.36
3.5980e-03,6,2.36
3.6000e-03,6.08,2.4
3.6020e-03,6,2.4
3.6040e-03,6.04,2.4
3.6060e-03,6.08,2.48
3.6080e-03,5.88,2.4
3.6100e-03,6,2.4
3.6120e-03,6.08,2.4
3.6140e-03,5.92,2.32
3.6160e-03,6,2.4
3.6180e-03,6.08,2.4
3.6200e-03,6,2.48
3.6220e-03,6,2.44
3.6240e-03,6,2.44
3.6260e-03,5.92,2.36
3.6280e-03,6,2.48
3.6300e-03,6,2.48
3.6320e-03,6,2.4
3.6340e-03,6.08,2.4
3.6360e-03,6.08,2.4
3.6380e-03,6,2.4
3.6400e-03,6.04,2.4
3.6420e-03,6.08,2.44
3.6440e-03,6.04,2.32
3.6460e-03,6.04,2.36
3.6480e-03,6.08,2.4
3.6500e-03,6.04,2.4
3.6520e-03,6.04,2.36
3.6540e-03,6.04,2.4
3.6560e-03,6,2.36
3.6580e-03,6,2.4
3.6600e-03,6.08,2.52
3.6620e-03,6,2.44
3.6640e-03,6.04,2.48
3.6660e-03,6,2.44
3.6680e-03,6,2.4
3.6700e-03,6.04,2.4
3.6720e-03,5.96,2.4
3.6740e-03,6.04,2.4
3.6760e-03,6.08,2.44
3.6780e-03,6.08,2.32
3.6800e-03,5.92,2.44
3.6820e-03,6.04,2.4
3.6840e-03,6,2.44
3.6860e-03,6.08,2.36
3.6880e-03,6,2.52
3.6900e-03,6,2.4
3.6920e-03,5.96,2.4
3.6940e-03,6.04,2.44
3.6960e-03,5.96,2.4
3.6980e-03,5.96,2.4
3.7000e-03,5.96,2.4
3.7020e-03,5.96,2.4
3.7040e-03,6.04,2.4
3.7060e-03,6.04,2.44
3.7080e-03,6.04,2.44
3.7100e-03,6,2.44
3.7120e-03,6,2.4
3.7140e-03,5.96,2.4
3.7160e-03,5.96,2.4
3.7180e-03,6,2.32
3.7200e-03,6.04,2.36
3.7220e-03,6,2.4
3.7240e-03,6,2.4
3.7260e-03,5.96,2.44
3.7280e-03,6.08,2.4
3.7300e-03,5.92,2.4
3.7320e-03,6,2.4
3.7340e-03,6.04,2.4
3.7360e-03,6,2.32
3.7380e-03,5.96,2.48
3.7400e-03,6,2.44
3.7420e-03,6.04,2.4
3.7440e-03,5.96,2.4
3.7460e-03,6.04,2.32
3.7480e-03,6.08,2.44
3.7500e-03,6.08,2.28
3.7520e-03,6,2.32
3.7540e-03,6,2.44
3.7560e-03,6,2.4
3.7580e-03,6,2.4
3.7600e-03,6.04,2.44
3.7620e-03,6,2.4
3.7640e-03,5.96,2.44
3.7660e-03,6.08,2.4
3.7680e-03,5.96,2.44
3.7700e-03,6,2.44
3.7720e-03,6,2.4
3.7740e-03,6,2.44
3.7760e-03,6,2.32
3.7780e-03,5.96,2.44
3.7800e-03,6.08,2.4
3.7820e-03,6.08,2.4
3.7840e-03,5.96,2.44
3.7860e-03,6.04,2.4
3.7880e-03,6.08,2.32
3.7900e-03,5.88,2.44
3.7920e-03,6.04,2.44
3.7940e-03,6.08,2.4
3.7960e-03,6.08,2.44
3.7980e-03,5.96,2.36
3.8000e-03,5.96,2.4
3.8020e-03,6,2.48
3.8040e-03,6.04,2.44
3.8060e-03,6,2.4
3.8080e-03,5.96,2.32
3.8100e-03,6,2.44
3.8120e-03,6.04,2.36
3.8140e-03,6.08,2.44
3.8160e-03,6,2.44
3.8180e-03,5.96,2.48
3.8200e-03,6.04,2.4
3.8220e-03,6,2.32
3.8240e-03,6,2.4
3.8260e-03,6,2.44
3.8280e-03,6,2.4
3.8300e-03,6,2.4
3.8320e-03,5.96,2.32
3.8340e-03,5.96,2.4
3.8360e-03,6,2.4
3.8380e-03,6,2.32
3.8400e-03,6.08,2.44
3.8420e-03,5.96,2.4
3.8440e-03,5.96,2.36
3.8460e-03,6,2.44
3.8480e-03,5.96,2.4
3.8500e-03,6,2.4
3.8520e-03,5.96,2.4
3.8540e-03,5.96,2.44
3.8560e-03,6,2.44
3.8580e-03,6,2.44
3.8600e-03,6.04,2.4
3.8620e-03,6.08,2.48
3.8640e-03,6.04,2.44
3.8660e-03,6.04,2.44
3.8680e-03,6.08,2.44
3.8700e-03,5.96,2.48
3.8720e-03,6.04,2.44
3.8740e-03,6.04,2.4
3.8760e-03,6,2.4
3.8780e-03,5.96,2.44
3.8800e-03,6.08,2.4
3.8820e-03,6,2.4
3.8840e-03,5.96,2.44
3.8860e-03,6.08,2.4
3.8880e-03,6.04,2.36
3.8900e-03,6.08,2.44
3.8920e-03,6,2.4
3.8940e-03,6.04,2.44
3.8960e-03,5.96,2.44
3.8980e-03,6.04,2.48
3.9000e-03,5.96,2.36
3.9020e-03,6.04,2.4
3.9040e-03,6.04,2.36
3.9060e-03,6,2.4
3.9080e-03,6.04,2.4
3.9100e-03,5.96,2.4
3.9120e-03,6.04,2.44
3.9140e-03,6.04,2.4
3.9160e-03,6.04,2.4
3.9180e-03,6.04,2.36
3.9200e-03,5.96,2.44
3.9220e-03,6,2.44
3.9240e-03,6.08,2.4
3.9260e-03,6.04,2.44
3.9280e-03,6,2.4
3.9300e-03,6.08,2.4
3.9320e-03,6,2.44
3.9340e-03,6.04,2.44
3.9360e-03,6.08,2.48
3.9380e-03,6,2.44
3.9400e-03,6,2.36
3.9420e-03,6.04,2.4
3.9440e-03,6.08,2.44
3.9460e-03,6.08,2.44
3.9480e-03,5.96,2.4
3.9500e-03,6,2.44
3.9520e-03,6.08,2.4
3.9540e-03,6.04,2.44
3.9560e-03,6,2.36
3.9580e-03,6.08,2.4
3.9600e-03,6.04,2.52
3.9620e-03,5.96,2.4
3.9640e-03,6,2.44
3.9660e-03,6.04,2.44
3.9680e-03,6,2.44
3.9700e-03,6.04,2.48
3.9720e-03,5.88,2.36
3.9740e-03,6.04,2.4
3.9760e-03,6,2.44
3.9780e-03,6.08,2.4
3.9800e-03,6,2.4
3.9820e-03,6.04,2.44
3.9840e-03,6,2.4
3.9860e-03,6,2.44
3.9880e-03,6,2.44
3.9900e-03,6,2.44
3.9920e-03,5.96,2.4
3.9940e-03,5.96,2.4
3.9960e-03,6.08,2.4
3.9980e-03,5.96,2.48
4.0000e-03,6.08,2.4
4.0020e-03,6,2.4
4.0040e-03,6,2.44
4.0060e-03,6,2.4
4.0080e-03,5.96,2.48
4.0100e-03,5.96,2.4
4.0120e-03,6,2.44
4.0140e-03,6.04,2.44
4.0160e-03,6.04,2.4
4.0180e-03,6,2.44
4.0200e-03,5.96,2.44
4.0220e-03,6.04,2.44
4.0240e-03,5.96,2.44
4.0260e-03,6,2.4
4.0280e-03,6,2.4
4.0300e-03,6.04,2.44
4.0320e-03,6,2.52
4.0340e-03,5.96,2.4
4.0360e-03,6.08,2.4
4.0380e-03,6,2.36
4.0400e-03,5.96,2.44
4.0420e-03,6.04,2.44
4.0440e-03,5.96,2.4
4.0460e-03,6,2.44
4.0480e-03,5.96,2.44
4.0500e-03,6,2.56
4.0520e-03,6.08,2.44
4.0540e-03,6,2.52
4.0560e-03,6.04,2.4
4.0580e-03,5.96,2.52
4.0600e-03,6,2.4
4.0620e-03,6,2.44
4.0640e-03,6.08,2.48
4.0660e-03,5.96,2.44
4.0680e-03,6.04,2.44
4.0700e-03,6,2.36
4.0720e-03,6.04,2.48
4.0740e-03,5.96,2.48
4.0760e-03,6.08,2.4
4.0780e-03,6,2.44
4.0800e-03,6,2.36
4.0820e-03,6,2.44
4.0840e-03,6,2.44
4.0860e-03,6.04,2.36
4.0880e-03,6.04,2.44
4.0900e-03,6,2.4
4.0920e-03,6,2.4
4.0940e-03,6.08,2.36
4.0960e-03,6,2.48
4.0980e-03,6.08,2.4
4.1000e-03,6.04,2.4
4.1020e-03,6,2.44
4.1040e-03,6.04,2.52
4.1060e-03,6.04,2.4
4.1080e-03,6.04,2.4
4.1100e-03,6,2.4
4.1120e-03,6.08,2.44
4.1140e-03,6.08,2.36
4.1160e-03,6.04,2.4
4.1180e-03,6.04,2.4
4.1200e-03,6.08,2.4
4.1220e-03,6.12,2.4
4.1240e-03,6,2.48
4.1260e-03,6.04,2.44
4.1280e-03,6.08,2.44
4.1300e-03,6,2.44
4.1320e-03,5.96,2.4
4.1340e-03,6.04,2.48
4.1360e-03,6,2.44
4.1380e-03,6,2.4
4.1400e-03,6.08,2.44
4.1420e-03,6.12,2.48
4.1440e-03,6,2.44
4.1460e-03,6,2.44
4.1480e-03,6,2.44
4.1500e-03,6.04,2.48
4.1520e-03,6.12,2.4
4.1540e-03,6.04,2.52
4.1560e-03,6.08,2.48
4.1580e-03,6,2.4
4.1600e-03,6.08,2.44
4.1620e-03,6,2.48
4.1640e-03,6,2.4
4.1660e-03,6.08,2.4
4.1680e-03,6.04,2.44
4.1700e-03,6.04,2.48
4.1720e-03,6.04,2.52
4.1740e-03,5.96,2.48
4.1760e-03,6.04,2.4
4.1780e-03,6.04,2.52
4.1800e-03,6.04,2.4
4.1820e-03,5.96,2.44
4.1840e-03,6,2.44
4.1860e-03,5.96,2.48
4.1880e-03,6.04,2.44
4.1900e-03,6.04,2.44
4.1920e-03,5.96,2.4
4.1940e-03,6,2.4
4.1960e-03,6.04,2.52
4.1980e-03,5.96,2.4
4.2000e-03,6.04,2.48
4.2020e-03,6,2.4
4.2040e-03,6.04,2.44
4.2060e-03,6.04,2.48
4.2080e-03,6.04,2.48
4.2100e-03,6.04,2.4
4.2120e-03,6,2.48
4.2140e-03,6,2.48
4.2160e-03,6,2.44
4.2180e-03,6,2.4
4.2200e-03,6,2.44
4.2220e-03,6.04,2.4
4.2240e-03,5.96,2.44
4.2260e-03,5.96,2.44
4.2280e-03,6,2.4
4.2300e-03,6,2.48
4.2320e-03,6.04,2.4
4.2340e-03,5.92,2.44
4.2360e-03,6.08,2.4
4.2380e-03,6.08,2.48
4.2400e-03,6,2.56
4.2420e-03,6,2.44
4.2440e-03,5.96,2.44
4.2460e-03,6.12,2.44
4.2480e-03,6,2.44
4.2500e-03,6.04,2.48
4.2520e-03,6.04,2.48
4.2540e-03,6,2.36
4.2560e-03,6.04,2.44
4.2580e-03,6.04,2.44
4.2600e-03,6,2.44
4.2620e-03,6.04,2.44
4.2640e-03,6.04,2.48
4.2660e-03,6,2.44
4.2680e-03,5.96,2.44
4.2700e-03,6.04,2.44
4.2720e-03,6,2.44
4.2740e-03,6.08,2.4
4.2760e-03,6.04,2.44
4.2780e-03,6.08,2.44
4.2800e-03,6.12,2.48
4.2820e-03,6.08,2.4
4.2840e-03,6.08,2.44
4.2860e-03,6.08,2.44
4.2880e-03,5.96,2.44
4.2900e-03,6,2.4
4.2920e-03,6,2.44
4.2940e-03,6.08,2.44
4.2960e-03,6,2.44
4.2980e-03,5.96,2.44
4.3000e-03,6.04,2.48
4.3020e-03,6.04,2.4
4.3040e-03,6.04,2.44
4.3060e-03,6.04,2.4
4.3080e-03,6,2.44
4.3100e-03,6.04,2.44
4.3120e-03,6.04,2.44
4.3140e-03,5.96,2.4
4.3160e-03,6.04,2.44
4.3180e-03,6,2.48
4.3200e-03,6,2.48
4.3220e-03,6,2.48
4.3240e-03,6.04,2.4
4.3260e-03,6.04,2.4
4.3280e-03,5.96,2.44
4.3300e-03,6.04,2.44
4.3320e-03,6,2.48
4.3340e-03,6,2.48
4.3360e-03,6,2.48
4.3380e-03,6.08,2.44
4.3400e-03,6,2.48
4.3420e-03,6.04,2.52
4.3440e-03,5.96,2.44
4.3460e-03,6,2.44
4.3480e-03,6.04,2.52
4.3500e-03,6.04,2.48
4.3520e-03,6,2.48
4.3540e-03,6,2.48
4.3560e-03,6,2.48
4.3580e-03,6,2.44
4.3600e-03,6,2.44
4.3620e-03,6,2.52
4.3640e-03,6.08,2.44
4.3660e-03,6.08,2.44
4.3680e-03,6,2.48
4.3700e-03,6,2.4
4.3720e-03,6,2.48
4.3740e-03,6.04,2.52
4.3760e-03,6,2.44
4.3780e-03,6.04,2.36
4.3800e-03,6.08,2.44
4.3820e-03,6,2.44
4.3840e-03,6,2.48
4.3860e-03,6.08,2.4
4.3880e-03,6,2.52
4.3900e-03,6,2.44
4.3920e-03,5.96,2.44
4.3940e-03,6,2.52
4.3960e-03,6,2.4
4.3980e-03,6.04,2.48
4.4000e-03,6,2.52
4.4020e-03,6.08,2.44
4.4040e-03,6.04,2.36
4.4060e-03,6,2.4
4.4080e-03,5.96,2.44
4.4100e-03,6.08,2.48
4.4120e-03,6,2.48
4.4140e-03,6.08,2.44
4.4160e-03,6,2.48
4.4180e-03,5.96,2.44
4.4200e-03,5.96,2.44
4.4220e-03,6.04,2.4
4.4240e-03,6.04,2.44
4.4260e-03,6,2.4
4.4280e-03,6.04,2.44
4.4300e-03,5.96,2.44
4.4320e-03,6,2.48
4.4340e-03,6.04,2.48
4.4360e-03,6.04,2.4
4.4380e-03,6,2.48
4.4400e-03,6.04,2.52
4.4420e-03,6,2.52
4.4440e-03,6.04,2.4
4.4460e-03,5.96,2.36
4.4480e-03,6.04,2.48
4.4500e-03,6,2.52
4.4520e-03,6.04,2.4
4.4540e-03,6.08,2.44
4.4560e-03,6,2.48
4.4580e-03,5.96,2.44
4.4600e-03,6,2.44
4.4620e-03,6,2.36
4.4640e-03,6.08,2.52
4.4660e-03,6.04,2.48
4.4680e-03,6,2.48
4.4700e-03,5.96,2.44
4.4720e-03,5.96,2.48
4.4740e-03,6.08,2.44
4.4760e-03,6.04,2.48
4.4780e-03,5.92,2.44
4.4800e-03,6,2.44
4.4820e-03,6,2.44
4.4840e-03,6,2.48
4.4860e-03,6,2.44
4.4880e-03,6.04,2.44
4.4900e-03,6.04,2.44
4.4920e-03,6.04,2.52
4.4940e-03,6,2.44
4.4960e-03,6.08,2.48
4.4980e-03,6,2.52
4.5000e-03,6.04,2.44
4.5020e-03,6.04,2.4
4.5040e-03,5.96,2.48
4.5060e-03,6.04,2.4
4.5080e-03,6.08,2.44
4.5100e-03,5.96,2.44
4.5120e-03,6,2.4
4.5140e-03,6.04,2.44
4.5160e-03,6.04,2.4
4.5180e-03,5.96,2.48
4.5200e-03,6,2.48
4.5220e-03,6.04,2.48
4.5240e-03,6.04,2.4
4.5260e-03,6,2.48
4.5280e-03,6.04,2.48
4.5300e-03,6.04,2.4
4.5320e-03,6,2.32
4.5340e-03,6,2.44
4.5360e-03,6.04,2.44
4.5380e-03,6.08,2.44
4.5400e-03,6,2.48
4.5420e-03,6,2.52
4.5440e-03,6.04,2.48
4.5460e-03,6,2.44
4.5480e-03,6,2.44
4.5500e-03,6.04,2.48
4.5520e-03,6,2.52
4.5540e-03,5.96,2.44
4.5560e-03,6.04,2.52
4.5580e-03,6.08,2.48
4.5600e-03,6.04,2.48
4.5620e-03,6,2.4
4.5640e-03,6,2.4
4.5660e-03,6,2.4
4.5680e-03,6.08,2.4
4.5700e-03,6,2.48
4.5720e-03,6.12,2.44
4.5740e-03,6.04,2.44
4.5760e-03,6.04,2.52
4.5780e-03,6,2.48
4.5800e-03,6,2.52
4.5820e-03,5.96,2.48
4.5840e-03,6.04,2.48
4.5860e-03,6,2.44
4.5880e-03,6,2.48
4.5900e-03,5.96,2.4
4.5920e-03,6,2.44
4.5940e-03,6.04,2.44
4.5960e-03,6,2.4
4.5980e-03,5.96,2.44
4.6000e-03,6,2.48
4.6020e-03,6,2.48
4.6040e-03,5.96,2.4
4.6060e-03,6,2.36
4.6080e-03,6,2.44
4.6100e-03,6.04,2.4
4.6120e-03,5.96,2.44
4.6140e-03,6,2.52
4.6160e-03,6,2.4
4.6180e-03,5.96,2.44
4.6200e-03,6,2.52
4.6220e-03,6,2.48
4.6240e-03,5.96,2.48
4.6260e-03,5.96,2.44
4.6280e-03,6.04,2.52
4.6300e-03,6.04,2.4
4.6320e-03,6,2.44
4.6340e-03,6.08,2.48
4.6360e-03,6,2.44
4.6380e-03,6.04,2.4
4.6400e-03,6.04,2.44
4.6420e-03,6,2.4
4.6440e-03,6.08,2.56
4.6460e-03,6.08,2.44
4.6480e-03,6,2.44
4.6500e-03,6,2.48
4.6520e-03,6.04,2.36
4.6540e-03,6.04,2.44
4.6560e-03,5.96,2.48
4.6580e-03,6.04,2.48
4.6600e-03,5.96,2.48
4.6620e-03,6.04,2.44
4.6640e-03,5.96,2.48
4.6660e-03,6.04,2.4
4.6680e-03,5.96,2.44
4.6700e-03,6,2.52
4.6720e-03,5.96,2.48
4.6740e-03,6,2.44
4.6760e-03,6,2.48
4.6780e-03,6.04,2.52
4.6800e-03,6,2.44
4.6820e-03,6,2.4
4.6840e-03,6.04,2.44
4.6860e-03,6.04,2.44
4.6880e-03,5.96,2.44
4.6900e-03,5.96,2.44
4.6920e-03,6.04,2.4
4.6940e-03,5.96,2.44
4.6960e-03,6.04,2.44
4.6980e-03,6.04,2.44
4.7000e-03,5.96,2.48
4.7020e-03,6,2.48
4.7040e-03,6.04,2.44
4.7060e-03,6,2.44
4.7080e-03,6.04,2.44
4.7100e-03,6,2.44
4.7120e-03,6,2.48
4.7140e-03,6.04,2.48
4.7160e-03,6.08,2.44
4.7180e-03,6.16,2.48
4.7200e-03,6.04,2.4
4.7220e-03,6.04,2.44
4.7240e-03,5.96,2.4
4.7260e-03,6.04,2.48
4.7280e-03,6,2.52
4.7300e-03,6,2.4
4.7320e-03,6.04,2.48
4.7340e-03,6,2.44
4.7360e-03,6,2.52
4.7380e-03,6,2.56
4.7400e-03,5.96,2.44
4.7420e-03,5.96,2.44
4.7440e-03,6.04,2.4
4.7460e-03,6,2.44
4.7480e-03,6.08,2.48
4.7500e-03,6,2.4
4.7520e-03,5.96,2.44
4.7540e-03,5.96,2.44
4.7560e-03,6,2.4
4.7580e-03,6.04,2.52
4.7600e-03,6,2.4
4.7620e-03,6,2.44
4.7640e-03,6,2.48
4.7660e-03,6.08,2.44
4.7680e-03,6,2.44
4.7700e-03,6,2.44
4.7720e-03,6.04,2.4
4.7740e-03,6.04,2.4
4.7760e-03,6.04,2.44
4.7780e-03,6.08,2.44
4.7800e-03,6,2.48
4.7820e-03,6.04,2.44
4.7840e-03,5.96,2.44
4.7860e-03,5.96,2.48
4.7880e-03,6.08,2.48
4.7900e-03,6,2.48
4.7920e-03,6.08,2.44
4.7940e-03,6.04,2.52
4.7960e-03,6,2.48
4.7980e-03,6.08,2.48
4.8000e-03,6,2.44
4.8020e-03,6.04,2.52
4.8040e-03,5.96,2.4
4.8060e-03,6.08,2.44
4.8080e-03,6,2.52
4.8100e-03,6,2.4
4.8120e-03,6.08,2.52
4.8140e-03,6.04,2.48
4.8160e-03,6,2.4
4.8180e-03,6.04,2.4
4.8200e-03,6.04,2.44
4.8220e-03,6.04,2.44
4.8240e-03,6,2.48
4.8260e-03,6.04,2.4
4.8280e-03,6.04,2.48
4.8300e-03,5.88,2.48
4.8320e-03,6.04,2.44
4.8340e-03,6.04,2.48
4.8360e-03,6.04,2.44
4.8380e-03,6.04,2.4
4.8400e-03,6.04,2.44
4.8420e-03,5.96,2.44
4.8440e-03,6.08,2.44
4.8460e-03,6.04,2.48
4.8480e-03,6.04,2.44
4.8500e-03,5.96,2.48
4.8520e-03,6.08,2.48
4.8540e-03,6,2.4
4.8560e-03,6,2.44
4.8580e-03,5.92,2.48
4.8600e-03,5.96,2.52
4.8620e-03,5.96,2.36
4.8640e-03,6.04,2.48
4.8660e-03,6.08,2.52
4.8680e-03,6.04,2.48
4.8700e-03,6,2.44
4.8720e-03,6.12,2.4
4.8740e-03,6,2.44
4.8760e-03,5.96,2.4
4.8780e-03,6,2.52
4.8800e-03,6,2.48
4.8820e-03,5.92,2.4
4.8840e-03,6,2.56
4.8860e-03,5.96,2.44
4.8880e-03,6,2.52
4.8900e-03,6,2.52
4.8920e-03,6,2.44
4.8940e-03,5.96,2.44
4.8960e-03,6,2.48
4.8980e-03,6,2.36
4.9000e-03,6.08,2.48
4.9020e-03,6,2.44
4.9040e-03,5.96,2.44
4.9060e-03,6.08,2.36
4.9080e-03,6,2.4
4.9100e-03,6.04,2.48
4.9120e-03,6.04,2.44
4.9140e-03,6.04,2.48
4.9160e-03,6,2.44
4.9180e-03,6.04,2.4
4.9200e-03,5.92,2.52
4.9220e-03,6,2.44
4.9240e-03,6.08,2.44
4.9260e-03,5.96,2.4
4.9280e-03,6.04,2.44
4.9300e-03,6.08,2.44
4.9320e-03,6,2.4
4.9340e-03,6.04,2.48
4.9360e-03,6.04,2.4
4.9380e-03,6,2.48
4.9400e-03,6,2.44
4.9420e-03,6.04,2.44
4.9440e-03,6.04,2.48
4.9460e-03,5.92,2.44
4.9480e-03,6,2.44
4.9500e-03,6.04,2.44
4.9520e-03,5.96,2.44
4.9540e-03,6,2.4
4.9560e-03,5.96,2.48
4.9580e-03,6.08,2.44
4.9600e-03,6,2.4
4.9620e-03,6,2.48
4.9640e-03,6,2.48
4.9660e-03,6,2.48
4.9680e-03,6.08,2.52
4.9700e-03,6.12,2.52
4.9720e-03,6,2.44
4.9740e-03,6.12,2.4
4.9760e-03,6,2.44
4.9780e-03,5.96,2.36
4.9800e-03,6.04,2.48
4.9820e-03,6.08,2.4
4.9840e-03,6,2.44
4.9860e-03,6,2.44
4.9880e-03,6.04,2.4
4.9900e-03,5.96,2.48
4.9920e-03,5.96,2.44
4.9940e-03,6,2.44
4.9960e-03,6.04,2.4
4.9980e-03,6.04,2.4
5.0000e-03,0.12,2.4
5.0020e-03,0.12,2.4
5.0040e-03,0.04,2.32
5.0060e-03,0.04,2.32
5.0080e-03,0,2.4
5.0100e-03,0.04,2.36
5.0120e-03,0.08,2.32
5.0140e-03,0,2.32
5.0160e-03,0,2.24
5.0180e-03,0.04,2.2
5.0200e-03,0.12,2.28
5.0220e-03,0.08,2.2
5.0240e-03,0.08,2.24
5.0260e-03,0.08,2.24
5.0280e-03,0.04,2.16
5.0300e-03,0,2.2
5.0320e-03,0.12,2.2
5.0340e-03,0.08,2.2
5.0360e-03,0.12,2.16
5.0380e-03,0.08,2.16
5.0400e-03,0.08,2.08
5.0420e-03,0,2.16
5.0440e-03,0.08,2.2
5.0460e-03,0.12,2.12
5.0480e-03,0.08,2.16
5.0500e-03,0.12,2.04
5.0520e-03,0.12,2.08
5.0540e-03,0.08,2
5.0560e-03,0.16,2.04
5.0580e-03,-0.04,2.08
5.0600e-03,0.16,2
5.0620e-03,0.04,2.04
5.0640e-03,0.04,1.96
