# Tue Sep  5 15:32:26 2023
#  Frecuencia [Hz], Z [Ohm], Fase [deg]
2.000000000000000000e+01,9.138720000000000000e+06,5.655689999999999884e+01
2.193299999999999983e+01,1.575900000000000000e+06,1.238610000000000042e+02
2.405000000000000071e+01,5.197540000000000000e+05,-8.119299999999999784e+01
2.637590000000000146e+01,8.272200000000000000e+05,-1.107759999999999962e+02
2.892119999999999891e+01,6.194590000000000000e+06,-1.457119999999999891e+02
3.171249999999999858e+01,8.323720000000000000e+05,-1.639199999999999875e+02
3.478260000000000218e+01,4.057020000000000000e+05,-1.465000000000000000e+02
3.814370000000000260e+01,8.897590000000000000e+05,1.520010000000000048e+02
4.182350000000000279e+01,3.665480000000000000e+05,3.170169999999999888e+01
4.586449999999999960e+01,3.085030000000000000e+05,-1.319970000000000141e+02
5.029339999999999833e+01,3.541560000000000000e+05,-1.471910000000000025e+02
5.514710000000000178e+01,3.335710000000000000e+05,-1.736220000000000141e+02
6.048389999999999844e+01,3.075200000000000000e+05,-9.688360000000000127e+01
6.632769999999999300e+01,3.589920000000000000e+05,4.903229999999999933e+01
7.272729999999999961e+01,3.692650000000000000e+05,1.350800000000000125e+02
7.976600000000000534e+01,1.307930000000000000e+05,1.938739999999999952e+01
8.743810000000000571e+01,1.917660000000000000e+05,1.436699999999999875e+02
9.587730000000000530e+01,2.362840000000000000e+05,1.340060000000000002e+02
1.051520000000000010e+02,3.444900000000000000e+05,-8.453799999999999670e+01
1.153400000000000034e+02,3.478850000000000000e+05,-3.869689999999999941e+01
1.265289999999999964e+02,1.592750000000000000e+05,-1.416779999999999973e+02
1.386959999999999980e+02,2.560000000000000000e+05,-6.942149999999999466e+01
1.521299999999999955e+02,3.744980000000000000e+05,-1.463069999999999879e+02
1.667589999999999861e+02,2.099130000000000000e+05,-5.062800000000000011e+01
1.828149999999999977e+02,1.655430000000000000e+05,6.183550000000000324e+00
2.006690000000000111e+02,3.639480000000000000e+05,-1.015349999999999966e+02
2.199410000000000025e+02,3.152040000000000000e+05,-7.232729999999999393e+01
2.413520000000000039e+02,3.640960000000000000e+05,-1.116959999999999980e+02
2.645500000000000114e+02,2.751960000000000000e+05,1.275589999999999975e+02
2.901349999999999909e+02,2.458680000000000000e+05,-3.600769999999999982e+01
3.184710000000000036e+02,3.197950000000000000e+05,-1.595149999999999864e+02
3.329630000000000223e+02,6.102600000000000000e+05,1.627030000000000030e+02
3.488369999999999891e+02,4.901930000000000000e+05,1.413810000000000002e+02
3.654080000000000155e+02,5.446840000000000000e+05,-4.189880000000000138e+01
3.826530000000000200e+02,7.716180000000000000e+05,-5.926590000000000025e+00
4.005339999999999918e+02,4.642880000000000000e+05,3.379610000000000269e+01
4.195799999999999841e+02,2.983420000000000000e+05,-6.125370000000000203e+01
4.398829999999999814e+02,2.933560000000000000e+05,1.429939999999999998e+02
4.608290000000000077e+02,3.142700000000000000e+05,1.759159999999999968e+02
4.823149999999999977e+02,2.228010000000000000e+05,-1.037540000000000049e+02
5.050509999999999877e+02,2.246770000000000000e+06,-1.323280000000000030e+02
5.281689999999999827e+02,6.748550000000000000e+05,2.726410000000000000e+00
5.545289999999999964e+02,3.944650000000000000e+05,-1.216389999999999958e+02
5.802709999999999582e+02,6.140640000000000000e+05,3.124660000000000082e+01
6.072870000000000346e+02,5.504450000000000000e+05,1.139419999999999931e+02
6.355929999999999609e+02,1.264990000000000000e+06,9.658169999999999789e+01
6.651879999999999882e+02,5.101790000000000000e+05,-1.350159999999999911e+02
6.976739999999999782e+02,8.305510000000000000e+05,4.767999999999999794e+00
7.299270000000000209e+02,7.142630000000000000e+05,-4.244219999999999970e+01
7.653060000000000400e+02,6.169840000000000000e+05,7.574370000000000402e+01
8.000000000000000000e+02,7.418240000000000000e+05,-5.772489999999999810e+01
8.403360000000000127e+02,8.963980000000000000e+05,-5.222860000000000014e+01
8.771929999999999836e+02,1.140020000000000000e+06,-1.538280000000000030e+02
9.202450000000000045e+02,2.127370000000000000e+06,-7.851460000000000150e+01
9.615380000000000109e+02,7.613780000000000000e+05,7.117730000000000246e+01
1.006710000000000036e+03,1.067800000000000000e+06,8.242800000000000793e+00
1.060069999999999936e+03,2.782680000000000000e+06,3.330729999999999791e+01
1.107009999999999991e+03,1.285740000000000000e+06,-3.065129999999999910e+01
1.158299999999999955e+03,2.800350000000000000e+06,-5.443449999999999989e+01
1.214569999999999936e+03,1.586910000000000000e+06,1.202660000000000053e+02
1.276599999999999909e+03,1.486230000000000000e+06,-1.268459999999999965e+01
1.327430000000000064e+03,2.115460000000000000e+06,-1.254480000000000040e+01
1.401869999999999891e+03,2.056720000000000000e+06,1.711380000000000052e+02
1.456309999999999945e+03,3.080910000000000000e+06,-1.486399999999999864e+02
1.530609999999999900e+03,1.612900000000000000e+06,-7.474689999999999657e+01
1.595740000000000009e+03,1.214630000000000000e+06,-1.012930000000000064e+02
1.685390000000000100e+03,3.372020000000000000e+06,-1.745620000000000118e+02
1.764710000000000036e+03,9.473050000000000000e+05,-3.922350000000000136e+01
