# Tue Sep  5 17:48:17 2023
#  Frecuencia [Hz], Z [Ohm], Fase [deg]
2.000000000000000000e+01,1.381610000000000000e+07,-7.334799999999999898e+01
2.018710000000000093e+01,1.417430000000000000e+07,-7.497690000000000055e+01
2.037209999999999965e+01,1.384950000000000000e+07,-7.672660000000000480e+01
2.056200000000000117e+01,1.383280000000000000e+07,-7.719209999999999638e+01
2.075120000000000076e+01,1.386840000000000000e+07,-7.652979999999999450e+01
2.094529999999999959e+01,1.402240000000000000e+07,-7.744480000000000075e+01
2.114020000000000010e+01,1.339460000000000000e+07,-7.276529999999999632e+01
2.133409999999999940e+01,1.379950000000000000e+07,-7.757999999999999829e+01
2.153320000000000078e+01,1.336310000000000000e+07,-7.875159999999999627e+01
2.173130000000000095e+01,1.323150000000000000e+07,-8.022350000000000136e+01
2.193299999999999983e+01,1.253230000000000000e+07,-8.072060000000000457e+01
2.213530000000000086e+01,1.323010000000000000e+07,-7.802580000000000382e+01
2.234140000000000015e+01,1.307930000000000000e+07,-8.024710000000000321e+01
2.254960000000000164e+01,1.301810000000000000e+07,-8.366670000000000584e+01
2.275829999999999842e+01,1.293990000000000000e+07,-8.395040000000000191e+01
2.296740000000000137e+01,1.300000000000000000e+07,-7.900350000000000250e+01
2.318029999999999902e+01,1.199520000000000000e+07,-7.701519999999999300e+01
2.339730000000000132e+01,1.258810000000000000e+07,-7.960370000000000346e+01
2.361280000000000001e+01,1.237950000000000000e+07,-7.721009999999999707e+01
2.383030000000000115e+01,1.215020000000000000e+07,-7.853870000000000573e+01
2.405000000000000071e+01,1.279820000000000000e+07,-8.197100000000000364e+01
2.427580000000000027e+01,1.204050000000000000e+07,-8.416280000000000427e+01
2.449980000000000047e+01,1.233440000000000000e+07,-7.963639999999999475e+01
2.472800000000000153e+01,1.197870000000000000e+07,-7.981719999999999970e+01
2.495429999999999993e+01,1.193740000000000000e+07,-8.083379999999999654e+01
2.518680000000000163e+01,1.144640000000000000e+07,-8.007940000000000680e+01
2.541939999999999955e+01,1.174140000000000000e+07,-7.979900000000000659e+01
2.565419999999999945e+01,1.145620000000000000e+07,-7.902309999999999945e+01
2.589110000000000156e+01,1.145730000000000000e+07,-8.074030000000000484e+01
2.613009999999999877e+01,1.146650000000000000e+07,-8.123449999999999704e+01
2.637590000000000146e+01,1.123940000000000000e+07,-8.104710000000000036e+01
2.661929999999999907e+01,1.192870000000000000e+07,-8.019209999999999638e+01
2.686730000000000018e+01,1.102440000000000000e+07,-8.125740000000000407e+01
2.711250000000000071e+01,1.064160000000000000e+07,-8.202509999999999479e+01
2.736730000000000018e+01,1.097740000000000000e+07,-8.136150000000000659e+01
2.761919999999999931e+01,1.102610000000000000e+07,-8.268980000000000530e+01
2.787330000000000041e+01,1.084460000000000000e+07,-8.339069999999999538e+01
2.813200000000000145e+01,1.047010000000000000e+07,-8.152330000000000609e+01
2.839560000000000173e+01,1.068530000000000000e+07,-8.142090000000000316e+01
2.865599999999999881e+01,1.025930000000000000e+07,-8.287749999999999773e+01
2.892119999999999891e+01,1.044400000000000000e+07,-8.332670000000000243e+01
2.919140000000000157e+01,1.009440000000000000e+07,-8.190300000000000580e+01
2.946379999999999910e+01,1.013980000000000000e+07,-8.360720000000000596e+01
2.973239999999999839e+01,9.883290000000000000e+06,-8.219209999999999638e+01
3.000600000000000023e+01,9.853960000000000000e+06,-8.638200000000000500e+01
3.028770000000000095e+01,9.879010000000000000e+06,-8.283599999999999852e+01
3.056859999999999999e+01,9.713010000000000000e+06,-8.330949999999999989e+01
3.084829999999999828e+01,9.635250000000000000e+06,-8.306759999999999877e+01
3.113329999999999842e+01,9.647510000000000000e+06,-8.330349999999999966e+01
3.142680000000000007e+01,9.622670000000000000e+06,-8.340619999999999834e+01
3.171249999999999858e+01,9.551920000000000000e+06,-8.289050000000000296e+01
3.201019999999999754e+01,9.676230000000000000e+06,-8.332160000000000366e+01
3.230319999999999681e+01,9.032500000000000000e+06,-8.355129999999999768e+01
3.260520000000000351e+01,9.512330000000000000e+06,-8.344809999999999661e+01
3.290919999999999845e+01,9.026220000000000000e+06,-8.190730000000000643e+01
3.321520000000000294e+01,9.379790000000000000e+06,-8.330060000000000286e+01
3.352329999999999899e+01,8.683700000000000000e+06,-8.282739999999999725e+01
3.383330000000000126e+01,8.716660000000000000e+06,-8.228209999999999980e+01
3.414130000000000109e+01,8.946160000000000000e+06,-8.162199999999999989e+01
3.446300000000000097e+01,8.687540000000000000e+06,-8.518349999999999511e+01
3.478260000000000218e+01,8.548080000000000000e+06,-8.047799999999999443e+01
3.510000000000000142e+01,8.364320000000000000e+06,-8.462949999999999307e+01
