# Tue Sep  5 17:19:02 2023
#  Frecuencia [Hz], Z [Ohm], Fase [deg]
2.000000000000000000e+01,1.800310000000000000e+06,-7.079920000000000435e+00
2.018710000000000093e+01,1.853960000000000000e+06,-6.992709999999999759e+00
2.037209999999999965e+01,1.792180000000000000e+06,-6.987549999999999706e+00
2.056200000000000117e+01,2.050900000000000000e+06,-8.275159999999999627e+00
2.075120000000000076e+01,2.338570000000000000e+06,-9.207280000000000797e+00
2.094529999999999959e+01,2.388750000000000000e+06,-9.649779999999999802e+00
2.114020000000000010e+01,2.414130000000000000e+06,-9.758580000000000254e+00
2.133409999999999940e+01,2.469430000000000000e+06,-1.015590000000000082e+01
2.153320000000000078e+01,2.537440000000000000e+06,-1.047059999999999924e+01
2.173130000000000095e+01,2.562890000000000000e+06,-1.073419999999999952e+01
2.193299999999999983e+01,2.575760000000000000e+06,-1.079260000000000019e+01
2.213530000000000086e+01,2.524970000000000000e+06,-1.068679999999999986e+01
2.234140000000000015e+01,2.471440000000000000e+06,-1.059249999999999936e+01
2.254960000000000164e+01,2.541540000000000000e+06,-1.099810000000000088e+01
2.275829999999999842e+01,2.656510000000000000e+06,-1.138599999999999923e+01
2.296740000000000137e+01,2.549560000000000000e+06,-1.133339999999999925e+01
2.318029999999999902e+01,2.508640000000000000e+06,-1.106780000000000008e+01
2.339730000000000132e+01,2.552220000000000000e+06,-1.152159999999999940e+01
2.361280000000000001e+01,2.535170000000000000e+06,-1.143410000000000082e+01
2.383030000000000115e+01,2.487350000000000000e+06,-1.155180000000000007e+01
2.405000000000000071e+01,2.609660000000000000e+06,-1.193069999999999986e+01
2.427580000000000027e+01,2.685530000000000000e+06,-1.232010000000000005e+01
2.449980000000000047e+01,2.538470000000000000e+06,-1.193650000000000055e+01
2.472800000000000153e+01,2.575570000000000000e+06,-1.256859999999999999e+01
2.495429999999999993e+01,2.720270000000000000e+06,-1.276409999999999911e+01
2.518680000000000163e+01,2.671560000000000000e+06,-1.306670000000000087e+01
2.541939999999999955e+01,2.652570000000000000e+06,-1.307429999999999914e+01
2.565419999999999945e+01,2.782460000000000000e+06,-1.367559999999999931e+01
2.589110000000000156e+01,2.681450000000000000e+06,-1.326140000000000008e+01
2.613009999999999877e+01,2.690900000000000000e+06,-1.336250000000000071e+01
2.637590000000000146e+01,2.620750000000000000e+06,-1.325990000000000002e+01
2.661929999999999907e+01,2.736750000000000000e+06,-1.399789999999999957e+01
2.686730000000000018e+01,2.707790000000000000e+06,-1.388550000000000040e+01
2.711250000000000071e+01,2.721900000000000000e+06,-1.421879999999999988e+01
2.736730000000000018e+01,2.624550000000000000e+06,-1.394469999999999921e+01
2.761919999999999931e+01,2.700420000000000000e+06,-1.394309999999999938e+01
2.787330000000000041e+01,2.692520000000000000e+06,-1.449150000000000027e+01
2.813200000000000145e+01,2.668020000000000000e+06,-1.421429999999999971e+01
2.839560000000000173e+01,2.770100000000000000e+06,-1.524259999999999948e+01
2.865599999999999881e+01,2.757990000000000000e+06,-1.498569999999999958e+01
2.892119999999999891e+01,2.767410000000000000e+06,-1.595710000000000051e+01
2.919140000000000157e+01,2.871780000000000000e+06,-1.583999999999999986e+01
2.946379999999999910e+01,2.790270000000000000e+06,-1.593619999999999948e+01
2.973239999999999839e+01,2.857230000000000000e+06,-1.595289999999999964e+01
3.000600000000000023e+01,2.808240000000000000e+06,-1.625420000000000087e+01
3.028770000000000095e+01,2.909970000000000000e+06,-1.680140000000000100e+01
3.056859999999999999e+01,2.899690000000000000e+06,-1.713070000000000093e+01
3.084829999999999828e+01,2.923980000000000000e+06,-1.729400000000000048e+01
3.113329999999999842e+01,2.932400000000000000e+06,-1.780120000000000147e+01
3.142680000000000007e+01,2.854130000000000000e+06,-1.717439999999999856e+01
3.171249999999999858e+01,2.897660000000000000e+06,-1.776529999999999987e+01
3.201019999999999754e+01,2.893180000000000000e+06,-1.768629999999999924e+01
3.230319999999999681e+01,2.905030000000000000e+06,-1.829680000000000106e+01
3.260520000000000351e+01,2.988790000000000000e+06,-1.853940000000000055e+01
3.290919999999999845e+01,2.891450000000000000e+06,-1.785170000000000101e+01
3.321520000000000294e+01,2.870170000000000000e+06,-1.794200000000000017e+01
3.352329999999999899e+01,2.728730000000000000e+06,-1.741469999999999985e+01
