# Frecuencia [Hz], Z [Ohm], Fase []
2.548849999999999909e+02,5.241660000000000000e+05,-1.329720000000000013e+01
2.597400000000000091e+02,5.288170000000000000e+05,-1.472259999999999991e+01
2.645500000000000114e+02,5.215060000000000000e+05,-1.410619999999999941e+01
2.695419999999999732e+02,5.189840000000000000e+05,-1.448509999999999920e+01
2.747250000000000227e+02,5.284680000000000000e+05,-1.449029999999999951e+01
2.798509999999999991e+02,5.235860000000000000e+05,-1.463579999999999970e+01
2.848999999999999773e+02,5.340520000000000000e+05,-1.568260000000000076e+01
2.901349999999999909e+02,5.321770000000000000e+05,-1.495480000000000054e+01
2.955659999999999741e+02,5.452950000000000000e+05,-1.598879999999999946e+01
3.012049999999999841e+02,5.233750000000000000e+05,-1.545149999999999935e+01
3.064350000000000023e+02,5.233850000000000000e+05,-1.539039999999999964e+01
3.125000000000000000e+02,5.324570000000000000e+05,-1.659140000000000015e+01
3.184710000000000036e+02,5.370350000000000000e+05,-1.677570000000000050e+01
3.239739999999999895e+02,5.382810000000000000e+05,-1.696669999999999945e+01
3.300330000000000155e+02,5.278770000000000000e+05,-1.722790000000000177e+01
3.359460000000000264e+02,5.307870000000000000e+05,-1.821140000000000114e+01
3.428570000000000277e+02,5.227160000000000000e+05,-1.808549999999999969e+01
3.488369999999999891e+02,5.220920000000000000e+05,-1.815099999999999980e+01
3.554499999999999886e+02,5.160630000000000000e+05,-1.905199999999999960e+01
3.623190000000000168e+02,5.166630000000000000e+05,-1.883970000000000056e+01
3.685500000000000114e+02,5.291350000000000000e+05,-1.970619999999999905e+01
3.754689999999999941e+02,5.259860000000000000e+05,-1.971109999999999829e+01
3.826530000000000200e+02,5.308990000000000000e+05,-2.109870000000000090e+01
3.896100000000000136e+02,5.243540000000000000e+05,-2.106220000000000070e+01
3.968249999999999886e+02,5.209140000000000000e+05,-2.039470000000000027e+01
4.048580000000000041e+02,5.193370000000000000e+05,-2.152439999999999998e+01
4.120880000000000223e+02,5.097660000000000000e+05,-2.190520000000000067e+01
4.195799999999999841e+02,5.214550000000000000e+05,-2.200789999999999935e+01
4.273500000000000227e+02,5.118720000000000000e+05,-2.253430000000000177e+01
4.360470000000000255e+02,5.082590000000000000e+05,-2.263360000000000127e+01
4.431309999999999718e+02,5.065160000000000000e+05,-2.292419999999999902e+01
4.518070000000000164e+02,5.031510000000000000e+05,-2.338260000000000005e+01
4.608290000000000077e+02,5.078540000000000000e+05,-2.395250000000000057e+01
4.687500000000000000e+02,4.986080000000000000e+05,-2.387790000000000035e+01
4.777069999999999936e+02,5.018160000000000000e+05,-2.378430000000000177e+01
4.870129999999999768e+02,4.985290000000000000e+05,-2.479309999999999903e+01
4.950489999999999782e+02,4.985500000000000000e+05,-2.501150000000000162e+01
5.050509999999999877e+02,5.007820000000000000e+05,-2.591300000000000026e+01
5.145800000000000409e+02,4.976380000000000000e+05,-2.624399999999999977e+01
5.235599999999999454e+02,4.955820000000000000e+05,-2.671920000000000073e+01
5.338079999999999927e+02,4.933340000000000000e+05,-2.697629999999999839e+01
5.434779999999999518e+02,4.880260000000000000e+05,-2.715650000000000119e+01
5.545289999999999964e+02,4.863360000000000000e+05,-2.768319999999999936e+01
5.649719999999999800e+02,4.850940000000000000e+05,-2.858990000000000009e+01
5.747129999999999654e+02,4.807470000000000000e+05,-2.894480000000000075e+01
5.847949999999999591e+02,4.775330000000000000e+05,-2.909240000000000137e+01
5.952380000000000564e+02,4.784570000000000000e+05,-2.961120000000000019e+01
6.072870000000000346e+02,4.789800000000000000e+05,-3.014290000000000092e+01
6.198350000000000364e+02,4.662040000000000000e+05,-3.055920000000000059e+01
6.302519999999999527e+02,4.684380000000000000e+05,-3.073359999999999914e+01
6.423980000000000246e+02,4.651770000000000000e+05,-3.153470000000000084e+01
6.550220000000000482e+02,4.621350000000000000e+05,-3.203829999999999956e+01
6.651879999999999882e+02,4.597130000000000000e+05,-3.217349999999999710e+01
6.787329999999999472e+02,4.573820000000000000e+05,-3.228020000000000067e+01
6.896549999999999727e+02,4.572010000000000000e+05,-3.325489999999999924e+01
7.025760000000000218e+02,4.582270000000000000e+05,-3.391610000000000014e+01
7.159900000000000091e+02,4.529950000000000000e+05,-3.406739999999999924e+01
7.299270000000000209e+02,4.496830000000000000e+05,-3.461769999999999925e+01
7.425739999999999554e+02,4.506550000000000000e+05,-3.517640000000000100e+01
7.594940000000000282e+02,4.449080000000000000e+05,-3.557169999999999987e+01
7.712079999999999700e+02,4.389900000000000000e+05,-3.540120000000000289e+01
7.853400000000000318e+02,4.356160000000000000e+05,-3.547270000000000323e+01
8.000000000000000000e+02,4.344210000000000000e+05,-3.692179999999999751e+01
8.152169999999999845e+02,4.344150000000000000e+05,-3.723910000000000053e+01
8.333329999999999700e+02,4.254170000000000000e+05,-3.759190000000000254e+01
8.450700000000000500e+02,4.253960000000000000e+05,-3.835049999999999670e+01
8.620689999999999600e+02,4.270640000000000000e+05,-3.860810000000000031e+01
8.771929999999999836e+02,4.175920000000000000e+05,-3.890440000000000254e+01
8.928569999999999709e+02,4.147570000000000000e+05,-3.980499999999999972e+01
9.118540000000000418e+02,4.146180000000000000e+05,-4.008080000000000354e+01
9.316770000000000209e+02,4.090570000000000000e+05,-4.025469999999999970e+01
9.463719999999999573e+02,4.091820000000000000e+05,-4.180789999999999651e+01
9.615380000000000109e+02,4.008570000000000000e+05,-4.145080000000000098e+01
9.803920000000000528e+02,3.999960000000000000e+05,-4.184830000000000183e+01
1.000000000000000000e+03,3.939790000000000000e+05,-4.297339999999999804e+01
1.020409999999999968e+03,3.968730000000000000e+05,-4.319959999999999667e+01
1.038059999999999945e+03,3.923610000000000000e+05,-4.366720000000000113e+01
1.060069999999999936e+03,3.861470000000000000e+05,-4.383339999999999748e+01
1.079140000000000100e+03,3.823080000000000000e+05,-4.406419999999999959e+01
