# Frecuencia [Hz], Z [Ohm], Fase []
2.000000000000000000e+01,1.697670000000000073e+03,6.010420000000000346e-02
2.037209999999999965e+01,1.706869999999999891e+03,6.295380000000000420e-02
2.075120000000000076e+01,1.712950000000000045e+03,5.311489999999999961e-02
2.114020000000000010e+01,1.712299999999999955e+03,5.420919999999999905e-02
2.153320000000000078e+01,1.715339999999999918e+03,6.263910000000000311e-02
2.193299999999999983e+01,1.715210000000000036e+03,5.727550000000000002e-02
2.234140000000000015e+01,1.724049999999999955e+03,5.096950000000000092e-02
2.275829999999999842e+01,1.725589999999999918e+03,5.468150000000000094e-02
2.318029999999999902e+01,1.724710000000000036e+03,5.387179999999999747e-02
2.361280000000000001e+01,1.726069999999999936e+03,5.527590000000000281e-02
2.405000000000000071e+01,1.724869999999999891e+03,5.289359999999999895e-02
2.449980000000000047e+01,1.725339999999999918e+03,5.141989999999999755e-02
2.495429999999999993e+01,1.725750000000000000e+03,5.108959999999999890e-02
2.541939999999999955e+01,1.726220000000000027e+03,4.789510000000000295e-02
2.589110000000000156e+01,1.725869999999999891e+03,5.120159999999999989e-02
2.637590000000000146e+01,1.727130000000000109e+03,4.807020000000000043e-02
2.686730000000000018e+01,1.726900000000000091e+03,4.818809999999999760e-02
2.736730000000000018e+01,1.725190000000000055e+03,4.901629999999999876e-02
2.787330000000000041e+01,1.725069999999999936e+03,4.578829999999999706e-02
2.839560000000000173e+01,1.724640000000000100e+03,4.639599999999999974e-02
2.892119999999999891e+01,1.725740000000000009e+03,4.774830000000000046e-02
2.946379999999999910e+01,1.725019999999999982e+03,4.638559999999999905e-02
3.000600000000000023e+01,1.725230000000000018e+03,4.579210000000000225e-02
3.056859999999999999e+01,1.724220000000000027e+03,4.559590000000000171e-02
3.113329999999999842e+01,1.722180000000000064e+03,4.391369999999999996e-02
3.171249999999999858e+01,1.723519999999999982e+03,4.656409999999999716e-02
3.230319999999999681e+01,1.722750000000000000e+03,4.269330000000000347e-02
3.290919999999999845e+01,1.723029999999999973e+03,4.684309999999999863e-02
3.352329999999999899e+01,1.722710000000000036e+03,4.199209999999999748e-02
3.414130000000000109e+01,1.723089999999999918e+03,4.386210000000000109e-02
3.478260000000000218e+01,1.722660000000000082e+03,4.012759999999999938e-02
3.542329999999999757e+01,1.724230000000000018e+03,4.270940000000000153e-02
3.608809999999999718e+01,1.723740000000000009e+03,4.179660000000000319e-02
3.676019999999999754e+01,1.724309999999999945e+03,4.279890000000000083e-02
3.743919999999999959e+01,1.723559999999999945e+03,3.870880000000000154e-02
3.814370000000000260e+01,1.724190000000000055e+03,4.459880000000000094e-02
3.884499999999999886e+01,1.722819999999999936e+03,4.359899999999999887e-02
3.956739999999999924e+01,1.722579999999999927e+03,3.457099999999999757e-02
4.030630000000000024e+01,1.722960000000000036e+03,3.855379999999999918e-02
4.105649999999999977e+01,1.722150000000000091e+03,4.018019999999999925e-02
4.182350000000000279e+01,1.721769999999999982e+03,3.925880000000000342e-02
4.260150000000000148e+01,1.721680000000000064e+03,3.510309999999999819e-02
4.339020000000000010e+01,1.721390000000000100e+03,3.631569999999999937e-02
4.420219999999999771e+01,1.721190000000000055e+03,4.046879999999999922e-02
4.501800000000000068e+01,1.720609999999999900e+03,3.872420000000000029e-02
4.586449999999999960e+01,1.722220000000000027e+03,3.396099999999999813e-02
4.671439999999999770e+01,1.721730000000000018e+03,3.485830000000000178e-02
4.758129999999999882e+01,1.720420000000000073e+03,3.741959999999999731e-02
4.846529999999999916e+01,1.720740000000000009e+03,3.953029999999999738e-02
4.936650000000000205e+01,1.720339999999999918e+03,3.636029999999999818e-02
5.029339999999999833e+01,1.721319999999999936e+03,3.128890000000000143e-02
5.122950000000000159e+01,1.719869999999999891e+03,3.690500000000000030e-02
5.218299999999999983e+01,1.720680000000000064e+03,3.309100000000000236e-02
5.314439999999999742e+01,1.720819999999999936e+03,3.007869999999999988e-02
5.415160000000000196e+01,1.720190000000000055e+03,3.345610000000000250e-02
5.514710000000000178e+01,1.721259999999999991e+03,2.907540000000000124e-02
5.616929999999999978e+01,1.721279999999999973e+03,3.095430000000000056e-02
5.721920000000000073e+01,1.720059999999999945e+03,3.265570000000000278e-02
5.828640000000000043e+01,1.720549999999999955e+03,3.497970000000000246e-02
5.938239999999999696e+01,1.720180000000000064e+03,3.058579999999999979e-02
6.048389999999999844e+01,1.719619999999999891e+03,3.042500000000000066e-02
6.161430000000000007e+01,1.719690000000000055e+03,2.253569999999999879e-02
6.274839999999999662e+01,1.719440000000000055e+03,2.837610000000000132e-02
6.391140000000000043e+01,1.719839999999999918e+03,3.203980000000000022e-02
6.510420000000000584e+01,1.718920000000000073e+03,2.804490000000000108e-02
6.632769999999999300e+01,1.718470000000000027e+03,2.393959999999999838e-02
6.755240000000000578e+01,1.718480000000000018e+03,2.098869999999999902e-02
6.880729999999999791e+01,1.718670000000000073e+03,2.475470000000000101e-02
7.007710000000000150e+01,1.718779999999999973e+03,2.268389999999999990e-02
7.141160000000000707e+01,1.718349999999999909e+03,2.097190000000000165e-02
7.272729999999999961e+01,1.718960000000000036e+03,2.478110000000000035e-02
7.407410000000000139e+01,1.719279999999999973e+03,2.397099999999999925e-02
7.547169999999999845e+01,1.718250000000000000e+03,1.806889999999999885e-02
7.688370000000000459e+01,1.717980000000000018e+03,1.802689999999999848e-02
7.828810000000000002e+01,1.717029999999999973e+03,2.018769999999999940e-02
7.976600000000000534e+01,1.717329999999999927e+03,1.661030000000000145e-02
8.125679999999999836e+01,1.716980000000000018e+03,1.570739999999999983e-02
8.275860000000000127e+01,1.716880000000000109e+03,1.730320000000000122e-02
8.429330000000000211e+01,1.715769999999999982e+03,1.119780000000000081e-02
8.586150000000000659e+01,1.716599999999999909e+03,7.820809999999999221e-03
8.743810000000000571e+01,1.716420000000000073e+03,1.595090000000000049e-02
