# Frecuencia [Hz], Z [Ohm], Fase []
1.466279999999999859e+02,5.904240000000000000e+05,-1.035510000000000019e+01
1.493280000000000030e+02,5.953820000000000000e+05,-1.018549999999999933e+01
1.521299999999999955e+02,5.963540000000000000e+05,-1.028880000000000017e+01
1.549590000000000032e+02,5.935620000000000000e+05,-1.043560000000000088e+01
1.578950000000000102e+02,6.059240000000000000e+05,-9.172499999999999432e+00
1.607719999999999914e+02,5.953500000000000000e+05,-9.215790000000000148e+00
1.636659999999999968e+02,5.967720000000000000e+05,-1.073690000000000033e+01
1.667589999999999861e+02,5.859480000000000000e+05,-9.818080000000000140e+00
1.698750000000000000e+02,5.680730000000000000e+05,-9.719559999999999533e+00
1.730099999999999909e+02,5.644820000000000000e+05,-1.078930000000000078e+01
1.762630000000000052e+02,5.889670000000000000e+05,-1.138569999999999993e+01
1.795329999999999870e+02,5.798180000000000000e+05,-1.058660000000000068e+01
1.828149999999999977e+02,5.913820000000000000e+05,-1.094890000000000008e+01
1.863350000000000080e+02,6.045130000000000000e+05,-1.194439999999999991e+01
1.897529999999999859e+02,5.859020000000000000e+05,-1.050699999999999967e+01
1.934240000000000066e+02,5.973820000000000000e+05,-1.129379999999999917e+01
1.968499999999999943e+02,5.898410000000000000e+05,-1.178040000000000020e+01
2.006690000000000111e+02,5.824820000000000000e+05,-1.248199999999999932e+01
2.043600000000000136e+02,5.629420000000000000e+05,-1.203209999999999980e+01
2.080440000000000111e+02,5.700560000000000000e+05,-1.249469999999999992e+01
2.118640000000000043e+02,5.912000000000000000e+05,-1.258419999999999916e+01
2.158269999999999982e+02,5.918250000000000000e+05,-1.281109999999999971e+01
2.199410000000000025e+02,5.891400000000000000e+05,-1.319640000000000057e+01
2.242150000000000034e+02,5.957150000000000000e+05,-1.338669999999999938e+01
