# Capacitor de 0.47 nF en serie con resistencia de 29 kOhm. Frecuencia fija en 1 kHz 
#  Z [Ohm], Fase [°]
2.807450000000000000e+04,-7.247219999999999773e-01
2.807490000000000146e+04,-7.245380000000000154e-01
2.807470000000000073e+04,-7.246359999999999468e-01
2.807490000000000146e+04,-7.242319999999999869e-01
2.807479999999999927e+04,-7.246510000000000451e-01
2.807479999999999927e+04,-7.243020000000000014e-01
2.807509999999999854e+04,-7.247660000000000213e-01
2.807470000000000073e+04,-7.244089999999999696e-01
2.807490000000000146e+04,-7.249069999999999681e-01
2.807459999999999854e+04,-7.244049999999999656e-01
2.807490000000000146e+04,-7.251729999999999565e-01
2.807440000000000146e+04,-7.246209999999999596e-01
2.807490000000000146e+04,-7.246280000000000499e-01
2.807450000000000000e+04,-7.246860000000000523e-01
2.807470000000000073e+04,-7.249700000000000033e-01
2.807490000000000146e+04,-7.244530000000000136e-01
2.807490000000000146e+04,-7.246580000000000243e-01
2.807509999999999854e+04,-7.241140000000000354e-01
2.807490000000000146e+04,-7.248900000000000343e-01
2.807500000000000000e+04,-7.241239999999999899e-01
2.807500000000000000e+04,-7.247860000000000413e-01
2.807470000000000073e+04,-7.246629999999999461e-01
2.807490000000000146e+04,-7.245599999999999818e-01
2.807479999999999927e+04,-7.249120000000000008e-01
2.807479999999999927e+04,-7.242570000000000396e-01
2.807490000000000146e+04,-7.249830000000000441e-01
2.807450000000000000e+04,-7.246489999999999876e-01
2.807500000000000000e+04,-7.238250000000000517e-01
2.807509999999999854e+04,-7.247289999999999566e-01
2.807470000000000073e+04,-7.245639999999999858e-01
2.807490000000000146e+04,-7.243270000000000541e-01
2.807470000000000073e+04,-7.249170000000000336e-01
2.807459999999999854e+04,-7.244589999999999641e-01
2.807470000000000073e+04,-7.248280000000000278e-01
2.807459999999999854e+04,-7.247339999999999893e-01
2.807459999999999854e+04,-7.247249999999999526e-01
2.807500000000000000e+04,-7.244239999999999569e-01
2.807490000000000146e+04,-7.250710000000000210e-01
2.807459999999999854e+04,-7.245610000000000106e-01
2.807490000000000146e+04,-7.241720000000000379e-01
2.807509999999999854e+04,-7.242640000000000189e-01
2.807490000000000146e+04,-7.254770000000000385e-01
2.807470000000000073e+04,-7.247179999999999733e-01
2.807479999999999927e+04,-7.245340000000000114e-01
2.807470000000000073e+04,-7.250240000000000018e-01
2.807500000000000000e+04,-7.241699999999999804e-01
2.807520000000000073e+04,-7.244270000000000431e-01
2.807509999999999854e+04,-7.249459999999999793e-01
2.807490000000000146e+04,-7.246219999999999883e-01
2.807490000000000146e+04,-7.244629999999999681e-01
2.807500000000000000e+04,-7.242929999999999646e-01
2.807490000000000146e+04,-7.248729999999999896e-01
2.807459999999999854e+04,-7.250999999999999668e-01
2.807490000000000146e+04,-7.241020000000000234e-01
2.807529999999999927e+04,-7.246939999999999493e-01
2.807509999999999854e+04,-7.248329999999999496e-01
2.807479999999999927e+04,-7.243690000000000406e-01
2.807509999999999854e+04,-7.240649999999999586e-01
2.807479999999999927e+04,-7.248890000000000056e-01
2.807459999999999854e+04,-7.245960000000000178e-01
2.807490000000000146e+04,-7.244800000000000129e-01
2.807479999999999927e+04,-7.248200000000000198e-01
2.807470000000000073e+04,-7.248900000000000343e-01
2.807479999999999927e+04,-7.243119999999999559e-01
2.807509999999999854e+04,-7.248090000000000366e-01
2.807500000000000000e+04,-7.246550000000000491e-01
2.807470000000000073e+04,-7.246770000000000156e-01
2.807500000000000000e+04,-7.241990000000000371e-01
2.807500000000000000e+04,-7.251999999999999558e-01
2.807490000000000146e+04,-7.248790000000000511e-01
2.807479999999999927e+04,-7.245439999999999658e-01
2.807479999999999927e+04,-7.247980000000000533e-01
2.807500000000000000e+04,-7.244610000000000216e-01
2.807520000000000073e+04,-7.241469999999999851e-01
2.807520000000000073e+04,-7.245179999999999954e-01
2.807500000000000000e+04,-7.246740000000000403e-01
2.807500000000000000e+04,-7.244509999999999561e-01
2.807509999999999854e+04,-7.242330000000000156e-01
2.807509999999999854e+04,-7.246920000000000028e-01
2.807479999999999927e+04,-7.253509999999999680e-01
2.807479999999999927e+04,-7.247400000000000508e-01
2.807500000000000000e+04,-7.237829999999999542e-01
2.807509999999999854e+04,-7.244810000000000416e-01
2.807509999999999854e+04,-7.243659999999999544e-01
2.807500000000000000e+04,-7.249050000000000216e-01
2.807470000000000073e+04,-7.246280000000000499e-01
2.807500000000000000e+04,-7.246110000000000051e-01
2.807500000000000000e+04,-7.249550000000000161e-01
2.807500000000000000e+04,-7.247010000000000396e-01
2.807479999999999927e+04,-7.248250000000000526e-01
2.807479999999999927e+04,-7.244620000000000504e-01
2.807490000000000146e+04,-7.244030000000000191e-01
2.807500000000000000e+04,-7.241389999999999771e-01
2.807479999999999927e+04,-7.245489999999999986e-01
2.807520000000000073e+04,-7.245759999999999978e-01
2.807490000000000146e+04,-7.246219999999999883e-01
2.807520000000000073e+04,-7.248759999999999648e-01
2.807520000000000073e+04,-7.248930000000000096e-01
2.807520000000000073e+04,-7.244899999999999674e-01
2.807509999999999854e+04,-7.248459999999999903e-01
2.807509999999999854e+04,-7.245780000000000554e-01
2.807520000000000073e+04,-7.240450000000000497e-01
2.807529999999999927e+04,-7.238930000000000087e-01
2.807509999999999854e+04,-7.242859999999999854e-01
2.807529999999999927e+04,-7.242750000000000021e-01
2.807490000000000146e+04,-7.245260000000000034e-01
