Model,DPO3034
Firmware Version,2.16

Point Format,Y,
5.6880e-03,5.04,1.96
5.6920e-03,5,1.98
5.6960e-03,5,1.98
5.7000e-03,5.08,2.02
5.7040e-03,5,2
5.7080e-03,5,2
5.7120e-03,5.08,2
5.7160e-03,5.08,2
5.7200e-03,5.08,1.98
5.7240e-03,5.04,1.98
5.7280e-03,5,2.06
5.7320e-03,5,2.04
5.7360e-03,5,2.02
5.7400e-03,4.96,2.02
5.7440e-03,5.08,2.04
5.7480e-03,5,2.04
5.7520e-03,5.08,2.02
5.7560e-03,4.92,2.04
5.7600e-03,5.08,2.06
5.7640e-03,5,2.04
5.7680e-03,5.04,2.06
5.7720e-03,4.96,2.04
5.7760e-03,4.96,2.02
5.7800e-03,5.04,2.06
5.7840e-03,5,2.1
5.7880e-03,5,2.04
5.7920e-03,5.04,2.04
5.7960e-03,5.08,2.08
5.8000e-03,5,2.08
5.8040e-03,5,2.08
5.8080e-03,5.04,2.06
5.8120e-03,5.04,2.08
5.8160e-03,5.08,2.08
5.8200e-03,5.04,2.06
5.8240e-03,5,2.12
5.8280e-03,5.04,2.08
5.8320e-03,5,2.1
5.8360e-03,5.04,2.08
5.8400e-03,5,2.1
5.8440e-03,5,2.12
5.8480e-03,4.96,2.12
5.8520e-03,5,2.1
5.8560e-03,5.08,2.1
5.8600e-03,4.96,2.1
5.8640e-03,5,2.08
5.8680e-03,5.04,2.12
5.8720e-03,4.96,2.1
5.8760e-03,4.92,2.12
5.8800e-03,5.08,2.14
5.8840e-03,5,2.1
5.8880e-03,5.08,2.1
5.8920e-03,5,2.12
5.8960e-03,5,2.12
5.9000e-03,5.08,2.1
5.9040e-03,5,2.14
5.9080e-03,5,2.12
5.9120e-03,5.04,2.14
5.9160e-03,5.04,2.14
5.9200e-03,5,2.12
5.9240e-03,5.08,2.12
5.9280e-03,4.96,2.14
5.9320e-03,5.12,2.12
5.9360e-03,4.92,2.1
5.9400e-03,5.04,2.16
5.9440e-03,5.08,2.14
5.9480e-03,5.08,2.14
5.9520e-03,5,2.16
5.9560e-03,5,2.18
5.9600e-03,5,2.16
5.9640e-03,5.04,2.16
5.9680e-03,5.04,2.18
5.9720e-03,5,2.16
5.9760e-03,5.08,2.16
5.9800e-03,5,2.14
5.9840e-03,4.96,2.12
5.9880e-03,5.04,2.16
5.9920e-03,5.04,2.16
5.9960e-03,5.04,2.16
6.0000e-03,5.08,2.16
6.0040e-03,5,2.14
6.0080e-03,5.04,2.16
6.0120e-03,5.08,2.18
6.0160e-03,5.04,2.18
6.0200e-03,5.12,2.16
6.0240e-03,5,2.18
6.0280e-03,5,2.14
6.0320e-03,5.08,2.18
6.0360e-03,5,2.22
6.0400e-03,4.96,2.16
6.0440e-03,5.08,2.2
6.0480e-03,5.08,2.2
6.0520e-03,5.04,2.16
6.0560e-03,5,2.2
6.0600e-03,5.04,2.18
6.0640e-03,5,2.18
6.0680e-03,5,2.2
6.0720e-03,5,2.18
6.0760e-03,5,2.16
6.0800e-03,5.12,2.18
6.0840e-03,5.12,2.16
6.0880e-03,5.08,2.2
6.0920e-03,5.04,2.2
6.0960e-03,5.04,2.2
6.1000e-03,5.08,2.2
6.1040e-03,4.96,2.22
6.1080e-03,5.04,2.22
6.1120e-03,5.08,2.18
6.1160e-03,5,2.18
6.1200e-03,5,2.2
6.1240e-03,5.04,2.18
6.1280e-03,5.04,2.24
6.1320e-03,5.04,2.24
6.1360e-03,5,2.22
6.1400e-03,5.12,2.2
6.1440e-03,4.96,2.2
6.1480e-03,5.04,2.2
6.1520e-03,5,2.24
6.1560e-03,5.12,2.24
6.1600e-03,5.08,2.2
6.1640e-03,5.04,2.24
6.1680e-03,5,2.24
6.1720e-03,5,2.24
6.1760e-03,5.08,2.24
6.1800e-03,5.08,2.24
6.1840e-03,5,2.24
6.1880e-03,5.04,2.24
6.1920e-03,4.88,2.26
6.1960e-03,5.08,2.22
6.2000e-03,5,2.26
6.2040e-03,5,2.22
6.2080e-03,5.04,2.26
6.2120e-03,5.08,2.22
6.2160e-03,5.04,2.22
6.2200e-03,5,2.26
6.2240e-03,5.04,2.24
6.2280e-03,4.96,2.24
6.2320e-03,5.04,2.24
6.2360e-03,5.12,2.24
6.2400e-03,5.04,2.24
6.2440e-03,5.08,2.28
6.2480e-03,5.08,2.24
6.2520e-03,5,2.24
6.2560e-03,5.08,2.28
6.2600e-03,5.04,2.26
6.2640e-03,5.08,2.26
6.2680e-03,5.08,2.26
6.2720e-03,5.04,2.24
6.2760e-03,5,2.24
6.2800e-03,5.12,2.24
6.2840e-03,5,2.24
6.2880e-03,5.04,2.26
6.2920e-03,5.08,2.24
6.2960e-03,5,2.22
6.3000e-03,4.96,2.24
6.3040e-03,5.12,2.22
6.3080e-03,5,2.26
6.3120e-03,5.04,2.28
6.3160e-03,5,2.24
6.3200e-03,5.08,2.26
6.3240e-03,5,2.24
6.3280e-03,5.04,2.22
6.3320e-03,5,2.28
6.3360e-03,5,2.26
6.3400e-03,5.04,2.24
6.3440e-03,5.04,2.26
6.3480e-03,5.04,2.24
6.3520e-03,5.04,2.24
6.3560e-03,5,2.24
6.3600e-03,5.08,2.24
6.3640e-03,5.04,2.22
6.3680e-03,5.04,2.26
6.3720e-03,5,2.26
6.3760e-03,5.04,2.28
6.3800e-03,5.04,2.26
6.3840e-03,5,2.3
6.3880e-03,4.96,2.22
6.3920e-03,5.08,2.24
6.3960e-03,5,2.26
6.4000e-03,5.04,2.26
6.4040e-03,5.12,2.26
6.4080e-03,5.04,2.26
6.4120e-03,5.04,2.26
6.4160e-03,5,2.26
6.4200e-03,5,2.32
6.4240e-03,5,2.28
6.4280e-03,5.04,2.28
6.4320e-03,5.04,2.28
6.4360e-03,5.04,2.3
6.4400e-03,5.04,2.26
6.4440e-03,5.08,2.26
6.4480e-03,5.04,2.26
6.4520e-03,5,2.3
6.4560e-03,5.08,2.24
6.4600e-03,5.04,2.24
6.4640e-03,5.04,2.24
6.4680e-03,4.92,2.26
6.4720e-03,5,2.26
6.4760e-03,5,2.24
6.4800e-03,5.12,2.26
6.4840e-03,5.04,2.28
6.4880e-03,5.08,2.28
6.4920e-03,5,2.26
6.4960e-03,5,2.28
6.5000e-03,5,2.3
6.5040e-03,5.04,2.26
6.5080e-03,5,2.26
6.5120e-03,5.08,2.26
6.5160e-03,5.04,2.28
6.5200e-03,5.08,2.26
6.5240e-03,5.04,2.26
6.5280e-03,5,2.24
6.5320e-03,4.96,2.3
6.5360e-03,5.08,2.3
6.5400e-03,5.12,2.3
6.5440e-03,5.04,2.3
6.5480e-03,5.04,2.32
6.5520e-03,5.04,2.3
6.5560e-03,5,2.3
6.5600e-03,5.08,2.3
6.5640e-03,5,2.3
6.5680e-03,5.08,2.28
6.5720e-03,5,2.32
6.5760e-03,4.96,2.28
6.5800e-03,5,2.3
6.5840e-03,5.12,2.28
6.5880e-03,5.08,2.28
6.5920e-03,5.04,2.28
6.5960e-03,5,2.28
6.6000e-03,5.04,2.3
6.6040e-03,5.04,2.28
6.6080e-03,5,2.3
6.6120e-03,4.96,2.3
6.6160e-03,5.04,2.24
6.6200e-03,5.04,2.28
6.6240e-03,4.96,2.26
6.6280e-03,5.04,2.28
6.6320e-03,4.92,2.28
6.6360e-03,5.08,2.3
6.6400e-03,5.04,2.3
6.6440e-03,5.04,2.3
6.6480e-03,5,2.32
6.6520e-03,5.08,2.3
6.6560e-03,5.04,2.28
6.6600e-03,5.08,2.3
6.6640e-03,5,2.28
6.6680e-03,5.04,2.32
6.6720e-03,5,2.26
6.6760e-03,5.04,2.3
6.6800e-03,5.04,2.26
6.6840e-03,5.04,2.3
6.6880e-03,5.04,2.26
6.6920e-03,5,2.3
6.6960e-03,4.96,2.32
6.7000e-03,5.04,2.28
6.7040e-03,5.08,2.3
6.7080e-03,5.04,2.3
6.7120e-03,5,2.28
6.7160e-03,5,2.28
6.7200e-03,5.04,2.28
6.7240e-03,5,2.28
6.7280e-03,5,2.3
6.7320e-03,5.04,2.28
6.7360e-03,5.04,2.28
6.7400e-03,5.04,2.32
6.7440e-03,4.96,2.3
6.7480e-03,5,2.32
6.7520e-03,5,2.3
6.7560e-03,5,2.28
6.7600e-03,5.08,2.3
6.7640e-03,5,2.3
6.7680e-03,5,2.28
6.7720e-03,5,2.34
6.7760e-03,5.08,2.28
6.7800e-03,5,2.28
6.7840e-03,5.12,2.28
6.7880e-03,5.08,2.3
6.7920e-03,5,2.28
6.7960e-03,5.08,2.28
6.8000e-03,5,2.32
6.8040e-03,5.08,2.32
6.8080e-03,5.08,2.28
6.8120e-03,5.04,2.3
6.8160e-03,5.04,2.28
6.8200e-03,4.92,2.3
6.8240e-03,5.04,2.32
6.8280e-03,5.04,2.3
6.8320e-03,5.04,2.3
6.8360e-03,5,2.3
6.8400e-03,5.04,2.34
6.8440e-03,5.04,2.3
6.8480e-03,5,2.3
6.8520e-03,4.96,2.32
6.8560e-03,5.04,2.26
6.8600e-03,5,2.28
6.8640e-03,5.08,2.3
6.8680e-03,4.92,2.28
6.8720e-03,5.04,2.3
6.8760e-03,5,2.3
6.8800e-03,5.04,2.26
6.8840e-03,5.12,2.3
6.8880e-03,4.96,2.3
6.8920e-03,5.04,2.3
6.8960e-03,5.08,2.3
6.9000e-03,4.96,2.28
6.9040e-03,5,2.3
6.9080e-03,5.04,2.32
6.9120e-03,4.96,2.26
6.9160e-03,5,2.3
6.9200e-03,5,2.3
6.9240e-03,5,2.3
6.9280e-03,5,2.32
6.9320e-03,4.96,2.34
6.9360e-03,5.08,2.3
6.9400e-03,5,2.3
6.9440e-03,5,2.32
6.9480e-03,4.96,2.3
6.9520e-03,4.96,2.32
6.9560e-03,5,2.32
6.9600e-03,5.04,2.32
6.9640e-03,5.04,2.28
6.9680e-03,5,2.28
6.9720e-03,5.08,2.3
6.9760e-03,5.08,2.32
6.9800e-03,4.96,2.32
6.9840e-03,5.04,2.32
6.9880e-03,5,2.3
6.9920e-03,5,2.3
6.9960e-03,5.08,2.32
7.0000e-03,5,2.34
7.0040e-03,5.08,2.32
7.0080e-03,4.96,2.34
7.0120e-03,5.08,2.3
7.0160e-03,5.04,2.3
7.0200e-03,5.12,2.36
7.0240e-03,5.04,2.28
7.0280e-03,5.08,2.32
7.0320e-03,5,2.3
7.0360e-03,5.08,2.34
7.0400e-03,5.04,2.3
7.0440e-03,5,2.26
7.0480e-03,5.04,2.34
7.0520e-03,5.04,2.3
7.0560e-03,5.08,2.32
7.0600e-03,5,2.32
7.0640e-03,5.04,2.26
7.0680e-03,5,2.32
7.0720e-03,5.04,2.3
7.0760e-03,5.08,2.3
7.0800e-03,5.04,2.3
7.0840e-03,5,2.32
7.0880e-03,5.08,2.32
7.0920e-03,5.04,2.32
7.0960e-03,5,2.3
7.1000e-03,5,2.32
7.1040e-03,5.04,2.32
7.1080e-03,5,2.32
7.1120e-03,5.04,2.32
7.1160e-03,5,2.32
7.1200e-03,5,2.32
7.1240e-03,5.04,2.3
7.1280e-03,4.96,2.32
7.1320e-03,5,2.3
7.1360e-03,5,2.3
7.1400e-03,5.08,2.3
7.1440e-03,5.04,2.3
7.1480e-03,5,2.3
7.1520e-03,4.96,2.34
7.1560e-03,5.08,2.3
7.1600e-03,5,2.32
7.1640e-03,5.08,2.3
7.1680e-03,5.04,2.32
7.1720e-03,5,2.34
7.1760e-03,5,2.32
7.1800e-03,5,2.28
7.1840e-03,5.12,2.3
7.1880e-03,5.04,2.28
7.1920e-03,5.04,2.32
7.1960e-03,5,2.32
7.2000e-03,4.96,2.32
7.2040e-03,5.04,2.3
7.2080e-03,5.04,2.32
7.2120e-03,5,2.34
7.2160e-03,5.04,2.34
7.2200e-03,5,2.34
7.2240e-03,5,2.3
7.2280e-03,5.08,2.32
7.2320e-03,5.08,2.3
7.2360e-03,5,2.3
7.2400e-03,5,2.28
7.2440e-03,5,2.3
7.2480e-03,5,2.3
7.2520e-03,5,2.32
7.2560e-03,4.96,2.32
7.2600e-03,5,2.32
7.2640e-03,5.08,2.32
7.2680e-03,5,2.32
7.2720e-03,5.04,2.32
7.2760e-03,5.04,2.32
7.2800e-03,5,2.3
7.2840e-03,5,2.3
7.2880e-03,5,2.3
7.2920e-03,5.08,2.32
7.2960e-03,5.08,2.3
7.3000e-03,5,2.32
7.3040e-03,5.08,2.34
7.3080e-03,5,2.32
7.3120e-03,5.04,2.32
7.3160e-03,5,2.32
7.3200e-03,5.04,2.34
7.3240e-03,5,2.32
7.3280e-03,5.04,2.3
7.3320e-03,5.04,2.32
7.3360e-03,5.04,2.28
7.3400e-03,5.04,2.32
7.3440e-03,5.08,2.34
7.3480e-03,5.04,2.3
7.3520e-03,5.04,2.34
7.3560e-03,5.04,2.3
7.3600e-03,4.96,2.32
7.3640e-03,5,2.32
7.3680e-03,5.08,2.32
7.3720e-03,5,2.28
7.3760e-03,5.04,2.32
7.3800e-03,4.96,2.32
7.3840e-03,5,2.32
7.3880e-03,5.04,2.3
7.3920e-03,5,2.3
7.3960e-03,5,2.34
7.4000e-03,5,2.34
7.4040e-03,5.04,2.3
7.4080e-03,5.04,2.34
7.4120e-03,4.96,2.34
7.4160e-03,5,2.34
7.4200e-03,5.04,2.32
7.4240e-03,5.04,2.38
7.4280e-03,5.04,2.3
7.4320e-03,5,2.3
7.4360e-03,5.04,2.32
7.4400e-03,5.04,2.36
7.4440e-03,5,2.32
7.4480e-03,5,2.32
7.4520e-03,5,2.34
7.4560e-03,5.04,2.3
7.4600e-03,5.08,2.3
7.4640e-03,4.96,2.28
7.4680e-03,5.04,2.32
7.4720e-03,4.96,2.32
7.4760e-03,5.04,2.3
7.4800e-03,5.08,2.32
7.4840e-03,5.08,2.32
7.4880e-03,4.96,2.34
7.4920e-03,5,2.34
7.4960e-03,5,2.32
7.5000e-03,0.12,2.24
7.5040e-03,0.04,2.24
7.5080e-03,0.12,2.22
7.5120e-03,0,2.16
7.5160e-03,0.12,2.14
7.5200e-03,0.12,2.16
7.5240e-03,0.08,2.1
7.5280e-03,0.08,2.1
7.5320e-03,0.04,2.08
7.5360e-03,0.08,2.06
7.5400e-03,0.08,2.04
7.5440e-03,0.08,2
7.5480e-03,0.04,2
7.5520e-03,0.04,1.94
7.5560e-03,0.08,1.96
7.5600e-03,0.12,1.92
7.5640e-03,0.08,1.9
7.5680e-03,0.08,1.88
7.5720e-03,0.08,1.88
7.5760e-03,0,1.86
7.5800e-03,0.12,1.82
7.5840e-03,0.04,1.82
7.5880e-03,0,1.8
7.5920e-03,0.04,1.8
7.5960e-03,0.08,1.78
7.6000e-03,0.04,1.74
7.6040e-03,0.04,1.76
7.6080e-03,0.12,1.76
7.6120e-03,0.12,1.72
7.6160e-03,0.12,1.68
7.6200e-03,0.04,1.68
7.6240e-03,0.12,1.62
7.6280e-03,0.08,1.64
7.6320e-03,0.12,1.64
7.6360e-03,0.04,1.6
7.6400e-03,0.16,1.6
7.6440e-03,0.04,1.58
7.6480e-03,0.04,1.56
7.6520e-03,0.08,1.54
7.6560e-03,0.08,1.54
7.6600e-03,0.08,1.5
7.6640e-03,0.04,1.5
7.6680e-03,0.08,1.5
7.6720e-03,0.04,1.46
7.6760e-03,0,1.46
7.6800e-03,0.08,1.46
7.6840e-03,0.08,1.46
7.6880e-03,0.08,1.42
7.6920e-03,0.12,1.4
7.6960e-03,0.04,1.4
7.7000e-03,0.08,1.38
7.7040e-03,0.12,1.38
7.7080e-03,0.12,1.4
7.7120e-03,0.08,1.34
7.7160e-03,0.08,1.34
7.7200e-03,0.08,1.36
7.7240e-03,0.04,1.3
7.7280e-03,0.04,1.32
7.7320e-03,0.04,1.34
7.7360e-03,0,1.3
7.7400e-03,0,1.26
7.7440e-03,0.04,1.26
7.7480e-03,0.08,1.26
7.7520e-03,0.12,1.22
7.7560e-03,0.08,1.26
7.7600e-03,0.08,1.22
7.7640e-03,-0.04,1.22
7.7680e-03,0.04,1.2
7.7720e-03,0.08,1.2
7.7760e-03,0.12,1.16
7.7800e-03,0.12,1.2
7.7840e-03,0.08,1.16
7.7880e-03,0.04,1.14
7.7920e-03,0.12,1.14
7.7960e-03,0.12,1.16
7.8000e-03,0.08,1.12
7.8040e-03,0.12,1.12
7.8080e-03,0.08,1.1
7.8120e-03,0.12,1.1
7.8160e-03,0.08,1.1
7.8200e-03,0.04,1.06
7.8240e-03,0.04,1.06
7.8280e-03,0.04,1.06
7.8320e-03,0.04,1.04
7.8360e-03,0,1.06
7.8400e-03,0.12,1.02
7.8440e-03,0.04,1.04
7.8480e-03,0,1
7.8520e-03,0.04,1
7.8560e-03,0.08,0.98
7.8600e-03,0.08,0.98
7.8640e-03,0.08,0.98
7.8680e-03,0.08,0.96
7.8720e-03,0.08,0.94
7.8760e-03,0,0.92
7.8800e-03,0,0.94
7.8840e-03,0.08,0.92
7.8880e-03,0.16,0.92
7.8920e-03,0.08,0.88
7.8960e-03,0.04,0.9
7.9000e-03,0,0.9
7.9040e-03,0.08,0.88
7.9080e-03,0.08,0.88
7.9120e-03,0,0.86
7.9160e-03,0.08,0.86
7.9200e-03,0,0.84
7.9240e-03,0.04,0.84
7.9280e-03,0.08,0.84
7.9320e-03,0,0.84
7.9360e-03,0.08,0.82
7.9400e-03,0.16,0.78
7.9440e-03,0.08,0.84
7.9480e-03,0.12,0.8
7.9520e-03,0.04,0.82
7.9560e-03,0.08,0.82
7.9600e-03,0.08,0.76
7.9640e-03,0.08,0.78
7.9680e-03,0.04,0.76
7.9720e-03,0.12,0.78
7.9760e-03,0.04,0.74
7.9800e-03,0.12,0.78
7.9840e-03,0.08,0.76
7.9880e-03,0.04,0.74
7.9920e-03,0.12,0.74
7.9960e-03,0.04,0.74
8.0000e-03,0.08,0.72
8.0040e-03,0.12,0.68
8.0080e-03,0.08,0.7
8.0120e-03,0.12,0.74
8.0160e-03,0.04,0.7
8.0200e-03,0,0.68
8.0240e-03,0.12,0.68
8.0280e-03,0.04,0.68
8.0320e-03,0.08,0.7
8.0360e-03,0.12,0.66
8.0400e-03,0.04,0.66
8.0440e-03,0.04,0.64
8.0480e-03,0.08,0.66
8.0520e-03,0.08,0.64
8.0560e-03,0,0.62
8.0600e-03,0.04,0.64
8.0640e-03,0.08,0.64
8.0680e-03,0.08,0.62
8.0720e-03,0.04,0.64
8.0760e-03,0.04,0.62
8.0800e-03,0,0.62
8.0840e-03,0.04,0.62
8.0880e-03,0.08,0.6
8.0920e-03,0.08,0.58
8.0960e-03,0.08,0.56
8.1000e-03,0.04,0.58
8.1040e-03,0.12,0.58
8.1080e-03,0.04,0.56
8.1120e-03,0.08,0.56
8.1160e-03,0.12,0.58
8.1200e-03,0.16,0.58
8.1240e-03,0,0.54
8.1280e-03,0.12,0.56
8.1320e-03,0.08,0.58
8.1360e-03,0.12,0.56
8.1400e-03,0.12,0.56
8.1440e-03,0.16,0.56
8.1480e-03,0.08,0.54
8.1520e-03,0.04,0.52
8.1560e-03,0.04,0.5
8.1600e-03,-0.04,0.54
8.1640e-03,0.12,0.52
8.1680e-03,0.12,0.48
8.1720e-03,0.04,0.5
8.1760e-03,0.04,0.48
8.1800e-03,0.08,0.5
8.1840e-03,0.04,0.5
8.1880e-03,0,0.5
8.1920e-03,0.12,0.5
8.1960e-03,0.08,0.5
8.2000e-03,0.04,0.46
8.2040e-03,0.08,0.46
8.2080e-03,0.12,0.44
8.2120e-03,0.08,0.46
8.2160e-03,0.04,0.44
8.2200e-03,0.12,0.48
8.2240e-03,0.08,0.46
8.2280e-03,0.04,0.46
8.2320e-03,0.08,0.46
8.2360e-03,0.08,0.46
8.2400e-03,0,0.44
8.2440e-03,0.04,0.44
8.2480e-03,0.04,0.42
8.2520e-03,0,0.44
8.2560e-03,0.08,0.44
8.2600e-03,0.08,0.44
8.2640e-03,0.04,0.44
8.2680e-03,-0.04,0.4
8.2720e-03,0.04,0.4
8.2760e-03,0.04,0.38
8.2800e-03,0.08,0.4
8.2840e-03,0.08,0.38
8.2880e-03,0.04,0.4
8.2920e-03,0.04,0.4
8.2960e-03,0.08,0.4
8.3000e-03,0.04,0.4
8.3040e-03,0.08,0.38
8.3080e-03,0,0.4
8.3120e-03,0.08,0.4
8.3160e-03,0.04,0.36
8.3200e-03,0.12,0.36
8.3240e-03,0.08,0.36
8.3280e-03,0.12,0.38
8.3320e-03,0.04,0.36
8.3360e-03,0.12,0.32
8.3400e-03,0.08,0.4
8.3440e-03,0.08,0.36
8.3480e-03,0,0.34
8.3520e-03,0.04,0.34
8.3560e-03,0.08,0.36
8.3600e-03,0.08,0.36
8.3640e-03,0.04,0.36
8.3680e-03,0.04,0.34
8.3720e-03,0.08,0.3
8.3760e-03,0.08,0.36
8.3800e-03,0.08,0.32
8.3840e-03,0.12,0.34
8.3880e-03,0.12,0.32
8.3920e-03,0.08,0.34
8.3960e-03,0.08,0.34
8.4000e-03,0.12,0.34
8.4040e-03,0.04,0.34
8.4080e-03,0.08,0.3
8.4120e-03,0.04,0.32
8.4160e-03,0.08,0.34
8.4200e-03,0.08,0.32
8.4240e-03,0.04,0.3
8.4280e-03,0.12,0.32
8.4320e-03,0.04,0.28
8.4360e-03,0,0.3
8.4400e-03,0.08,0.3
8.4440e-03,0,0.3
8.4480e-03,0.12,0.28
8.4520e-03,0.04,0.32
8.4560e-03,0.12,0.3
8.4600e-03,0.12,0.28
8.4640e-03,0.04,0.3
8.4680e-03,0.04,0.28
8.4720e-03,0,0.26
8.4760e-03,0.12,0.32
8.4800e-03,0.12,0.3
8.4840e-03,0.08,0.3
8.4880e-03,0.04,0.3
8.4920e-03,0.04,0.26
8.4960e-03,0.04,0.26
8.5000e-03,0,0.3
8.5040e-03,0.2,0.28
8.5080e-03,0,0.22
8.5120e-03,0.04,0.24
8.5160e-03,0.04,0.26
8.5200e-03,0,0.24
8.5240e-03,0.04,0.26
8.5280e-03,0.04,0.26
8.5320e-03,0.04,0.28
8.5360e-03,0.04,0.24
8.5400e-03,0.04,0.26
8.5440e-03,0.08,0.24
8.5480e-03,0.12,0.24
8.5520e-03,0.04,0.24
8.5560e-03,0.04,0.24
8.5600e-03,0.04,0.24
8.5640e-03,0.12,0.24
8.5680e-03,0.08,0.24
8.5720e-03,0.08,0.24
8.5760e-03,0.08,0.24
8.5800e-03,0.04,0.24
8.5840e-03,0.12,0.24
8.5880e-03,-0.04,0.24
8.5920e-03,0,0.22
8.5960e-03,0.04,0.24
8.6000e-03,0.12,0.22
8.6040e-03,0.08,0.22
8.6080e-03,0.04,0.2
8.6120e-03,0.04,0.22
8.6160e-03,0.04,0.24
8.6200e-03,0.04,0.24
8.6240e-03,0,0.22
8.6280e-03,0.08,0.24
8.6320e-03,0.08,0.22
8.6360e-03,0.04,0.22
8.6400e-03,0.08,0.22
8.6440e-03,0.08,0.2
8.6480e-03,0.08,0.2
8.6520e-03,0.04,0.24
8.6560e-03,0.04,0.2
8.6600e-03,0.12,0.2
8.6640e-03,0.04,0.18
8.6680e-03,0,0.24
8.6720e-03,0.04,0.18
8.6760e-03,0.12,0.2
8.6800e-03,0.08,0.18
8.6840e-03,0.04,0.2
8.6880e-03,0.12,0.2
8.6920e-03,0.08,0.2
8.6960e-03,0.12,0.18
8.7000e-03,0.04,0.2
8.7040e-03,0,0.18
8.7080e-03,0.04,0.18
8.7120e-03,0.08,0.2
8.7160e-03,0.12,0.18
8.7200e-03,0,0.18
8.7240e-03,0.08,0.18
8.7280e-03,0.08,0.2
8.7320e-03,0.12,0.2
8.7360e-03,0.08,0.18
8.7400e-03,0.12,0.2
8.7440e-03,0.08,0.18
8.7480e-03,0,0.18
8.7520e-03,0.04,0.16
8.7560e-03,0.08,0.14
8.7600e-03,0.04,0.18
8.7640e-03,0.04,0.18
8.7680e-03,0.08,0.16
8.7720e-03,0.08,0.16
8.7760e-03,0,0.18
8.7800e-03,0.04,0.14
8.7840e-03,0.08,0.18
8.7880e-03,0.08,0.16
8.7920e-03,0.12,0.18
8.7960e-03,0,0.2
8.8000e-03,0.04,0.18
8.8040e-03,0,0.14
8.8080e-03,0.04,0.18
8.8120e-03,0,0.14
8.8160e-03,0.12,0.16
8.8200e-03,0.08,0.16
8.8240e-03,0.08,0.16
8.8280e-03,0.04,0.14
8.8320e-03,0.12,0.18
8.8360e-03,0.12,0.18
8.8400e-03,0.08,0.18
8.8440e-03,0.08,0.14
8.8480e-03,0.04,0.14
8.8520e-03,0.08,0.18
8.8560e-03,0.08,0.14
8.8600e-03,0.12,0.14
8.8640e-03,0.04,0.18
8.8680e-03,0,0.18
8.8720e-03,0.12,0.14
8.8760e-03,0.12,0.14
8.8800e-03,0,0.14
8.8840e-03,0.12,0.18
8.8880e-03,0.04,0.14
8.8920e-03,0.04,0.16
8.8960e-03,0.12,0.14
8.9000e-03,0.12,0.12
8.9040e-03,0.04,0.16
8.9080e-03,0,0.16
8.9120e-03,0,0.18
8.9160e-03,0.12,0.14
8.9200e-03,0.04,0.14
8.9240e-03,0.12,0.16
8.9280e-03,0,0.14
8.9320e-03,0.08,0.16
8.9360e-03,0.04,0.12
8.9400e-03,0.08,0.14
8.9440e-03,-0.04,0.18
8.9480e-03,0.08,0.1
8.9520e-03,0.04,0.12
8.9560e-03,0.12,0.12
8.9600e-03,0.04,0.14
8.9640e-03,0.08,0.12
8.9680e-03,0,0.12
8.9720e-03,0.04,0.18
8.9760e-03,0.08,0.18
8.9800e-03,0.04,0.14
8.9840e-03,0.04,0.18
8.9880e-03,0.04,0.14
8.9920e-03,0.04,0.14
8.9960e-03,0.16,0.14
9.0000e-03,0.08,0.14
9.0040e-03,0.08,0.12
9.0080e-03,0.12,0.16
9.0120e-03,0,0.12
9.0160e-03,0.08,0.14
9.0200e-03,0.12,0.12
9.0240e-03,0.08,0.14
9.0280e-03,0.08,0.12
9.0320e-03,0,0.12
9.0360e-03,0.12,0.14
9.0400e-03,0.12,0.12
9.0440e-03,0.08,0.1
9.0480e-03,0.04,0.12
9.0520e-03,0.04,0.08
9.0560e-03,0.08,0.14
9.0600e-03,0.04,0.12
9.0640e-03,0.04,0.14
9.0680e-03,0.08,0.16
9.0720e-03,0.04,0.14
9.0760e-03,0.04,0.12
9.0800e-03,0.04,0.12
9.0840e-03,0.08,0.1
9.0880e-03,0.08,0.14
9.0920e-03,0.04,0.12
9.0960e-03,0.12,0.12
9.1000e-03,0.08,0.12
9.1040e-03,0.04,0.08
9.1080e-03,0.08,0.1
9.1120e-03,0.08,0.12
9.1160e-03,0.08,0.12
9.1200e-03,0,0.1
9.1240e-03,0.04,0.14
9.1280e-03,0.08,0.1
9.1320e-03,0.04,0.1
9.1360e-03,0.08,0.08
9.1400e-03,0.08,0.12
9.1440e-03,0.04,0.1
9.1480e-03,0.04,0.12
9.1520e-03,0.04,0.1
9.1560e-03,0.04,0.12
9.1600e-03,0.08,0.06
9.1640e-03,0.04,0.12
9.1680e-03,0.16,0.1
9.1720e-03,0,0.1
9.1760e-03,0.08,0.1
9.1800e-03,0.12,0.1
9.1840e-03,0.04,0.12
9.1880e-03,0.08,0.1
9.1920e-03,0.04,0.12
9.1960e-03,0.04,0.08
9.2000e-03,0.08,0.1
9.2040e-03,0,0.08
9.2080e-03,0.04,0.1
9.2120e-03,0.08,0.1
9.2160e-03,0,0.1
9.2200e-03,0.04,0.08
9.2240e-03,0.04,0.1
9.2280e-03,0.08,0.1
9.2320e-03,0,0.1
9.2360e-03,0.12,0.1
9.2400e-03,0.12,0.1
9.2440e-03,0.04,0.1
9.2480e-03,0.08,0.08
9.2520e-03,0.12,0.06
9.2560e-03,0.08,0.1
9.2600e-03,0,0.12
9.2640e-03,0.04,0.08
9.2680e-03,0,0.06
9.2720e-03,0.08,0.12
9.2760e-03,0.12,0.12
9.2800e-03,0.04,0.08
9.2840e-03,0.08,0.1
