# Fri Sep  1 18:26:04 2023
#  Tiempo [s], Voltaje [V], Corriente [A]
#   pw=0.1, T = 0.01, nplc=0.5
6.036639213562011719e-02,4.000159999999999827e-01,4.985030000000000269e-08
2.320904731750488281e-01,-1.833439999999999847e-05,-4.082440000000000122e-10
3.736805915832519531e-01,4.000270000000000215e-01,4.690979999999999697e-08
5.143620967864990234e-01,-1.351870000000000016e-01,-6.497420000000000089e-09
6.578354835510253906e-01,4.000190000000000135e-01,4.513930000000000107e-08
7.994477748870849609e-01,-2.703320000000000167e-01,-1.655290000000000061e-08
9.396853446960449219e-01,4.000190000000000135e-01,4.705189999999999796e-08
1.095030546188354492e+00,-4.055199999999999916e-01,-4.208450000000000207e-08
1.235744476318359375e+00,4.000230000000000175e-01,4.391210000000000183e-08
1.375268459320068359e+00,-5.406689999999999552e-01,-8.831679999999999843e-08
1.515773534774780273e+00,4.000210000000000155e-01,4.986749999999999969e-08
1.657409429550170898e+00,-6.758119999999999683e-01,-1.581300000000000005e-07
1.813871145248413086e+00,4.000230000000000175e-01,5.661019999999999958e-08
2.017123460769653320e+00,-8.109739999999999727e-01,-2.854569999999999865e-07
2.175205230712890625e+00,4.000230000000000175e-01,5.464769999999999772e-08
2.376103639602661133e+00,-9.461000000000000520e-01,-4.206080000000000034e-07
2.531759500503540039e+00,4.000290000000000235e-01,5.676150000000000174e-08
2.736683368682861328e+00,-1.081220000000000070e+00,-6.012020000000000123e-07
2.894555568695068359e+00,4.000190000000000135e-01,5.575900000000000318e-08
3.097770452499389648e+00,-1.216380000000000017e+00,-7.914150000000000494e-07
3.252168416976928711e+00,4.000270000000000215e-01,5.498349999999999733e-08
3.454372644424438477e+00,-1.351499999999999924e+00,-1.072920000000000054e-06
3.626580238342285156e+00,4.000340000000000007e-01,5.615799999999999901e-08
3.827750682830810547e+00,-1.486639999999999961e+00,-1.460470000000000054e-06
4.000423431396484375e+00,4.000259999999999927e-01,5.327219999999999973e-08
4.204442024230957031e+00,-1.621760000000000090e+00,-1.839829999999999925e-06
4.374240159988403320e+00,4.000190000000000135e-01,4.880349999999999758e-08
4.577804088592529297e+00,-1.756890000000000063e+00,-2.257329999999999951e-06
4.747287034988403320e+00,4.000210000000000155e-01,4.691949999999999871e-08
4.951052427291870117e+00,-1.892020000000000035e+00,-2.932050000000000159e-06
5.123658418655395508e+00,4.000250000000000195e-01,4.964030000000000279e-08
5.326153755187988281e+00,-2.027410000000000156e+00,-6.223240000000000237e-06
5.495522260665893555e+00,4.000239999999999907e-01,5.364629999999999909e-08
5.700491905212402344e+00,-2.162380000000000191e+00,-2.706240000000000029e-05
5.872244834899902344e+00,4.000279999999999947e-01,6.433360000000000374e-08
6.073432207107543945e+00,-2.297639999999999905e+00,-4.664189999999999807e-05
6.245741367340087891e+00,4.000279999999999947e-01,7.401339999999999755e-08
6.447931051254272461e+00,-2.432580000000000187e+00,-8.855039999999999841e-05
6.623219251632690430e+00,4.000349999999999739e-01,7.365599999999999463e-08
6.826441526412963867e+00,-2.567930000000000046e+00,-9.859780000000000660e-05
7.010091543197631836e+00,4.000299999999999967e-01,5.340160000000000220e-08
7.214021921157836914e+00,-2.703019999999999978e+00,-1.334130000000000049e-04
7.400431632995605469e+00,4.000330000000000275e-01,7.250009999999999948e-08
7.604149341583251953e+00,-2.838270000000000071e+00,-1.822399999999999899e-04
7.792451381683349609e+00,4.000250000000000195e-01,6.374649999999999447e-08
7.993822336196899414e+00,-2.973599999999999799e+00,-2.494910000000000140e-04
8.182691812515258789e+00,4.000340000000000007e-01,5.417710000000000144e-08
8.385404586791992188e+00,-3.108690000000000175e+00,-2.827220000000000080e-04
8.579412698745727539e+00,4.000299999999999967e-01,6.071190000000000249e-08
8.777262449264526367e+00,-3.244000000000000217e+00,-2.433830000000000108e-04
8.963675975799560547e+00,4.000299999999999967e-01,7.054099999999999618e-08
9.166126489639282227e+00,-3.378950000000000120e+00,-1.432910000000000076e-04
9.353605508804321289e+00,4.000349999999999739e-01,7.017150000000000072e-08
9.555747985839843750e+00,-3.514279999999999848e+00,-1.676790000000000051e-04
9.744524717330932617e+00,4.000380000000000047e-01,4.646210000000000151e-08
9.948553800582885742e+00,-3.649169999999999803e+00,-2.130830000000000061e-04
1.013729381561279297e+01,4.000409999999999799e-01,3.613320000000000091e-08
1.033830380439758301e+01,-3.784520000000000106e+00,-2.667130000000000195e-04
1.052654123306274414e+01,4.000389999999999779e-01,3.570880000000000143e-08
1.073128652572631836e+01,-3.919560000000000155e+00,-2.997809999999999950e-04
1.092067074775695801e+01,4.000389999999999779e-01,2.869740000000000060e-08
1.112600636482238770e+01,-4.054870000000000196e+00,-2.099339999999999995e-04
1.131396651268005371e+01,4.000420000000000087e-01,2.995970000000000191e-08
1.151707077026367188e+01,-4.189799999999999969e+00,-3.905220000000000262e-04
1.170678973197937012e+01,4.000420000000000087e-01,2.870239999999999965e-08
1.190909194946289062e+01,-4.325129999999999697e+00,-4.778490000000000255e-04
1.209613943099975586e+01,4.000489999999999879e-01,2.677229999999999946e-08
1.229894804954528809e+01,-4.460460000000000313e+00,-4.733089999999999910e-04
1.248545742034912109e+01,4.000460000000000127e-01,1.746239999999999959e-08
1.268945121765136719e+01,-4.595439999999999969e+00,-5.785089999999999460e-04
1.287780547142028809e+01,4.000400000000000067e-01,1.492360000000000004e-08
1.307914066314697266e+01,-4.730730000000000324e+00,-7.354650000000000337e-04
1.326815462112426758e+01,4.000520000000000187e-01,1.623689999999999963e-08
1.346883535385131836e+01,-4.865680000000000227e+00,-8.933079999999999927e-04
1.365772771835327148e+01,4.000409999999999799e-01,1.397569999999999921e-08
1.386198043823242188e+01,4.000310000000000255e-01,1.423880000000000009e-08
1.401579570770263672e+01,4.000279999999999947e-01,1.368970000000000082e-08
1.415586614608764648e+01,4.000259999999999927e-01,1.230369999999999919e-08
1.429530906677246094e+01,4.000190000000000135e-01,1.088419999999999929e-08
1.443527221679687500e+01,4.000170000000000115e-01,1.168770000000000049e-08
1.459035158157348633e+01,4.000190000000000135e-01,8.866100000000000227e-09
1.474530410766601562e+01,4.000219999999999887e-01,8.665449999999999684e-09
1.490157890319824219e+01,4.000259999999999927e-01,1.091570000000000026e-08
1.504212808609008789e+01,4.000210000000000155e-01,1.017180000000000079e-08
1.518446755409240723e+01,4.000230000000000175e-01,8.354309999999999454e-09
1.535594630241394043e+01,4.000199999999999867e-01,1.148180000000000061e-08
1.551034617424011230e+01,4.000199999999999867e-01,7.043450000000000115e-09
1.565190553665161133e+01,4.000190000000000135e-01,8.203649999999999480e-09
1.580576562881469727e+01,4.000219999999999887e-01,5.950200000000000401e-09
1.595933198928833008e+01,4.000270000000000215e-01,8.543369999999999626e-09
1.610127234458923340e+01,4.000239999999999907e-01,7.443400000000000166e-09
1.624253201484680176e+01,4.000230000000000175e-01,6.372800000000000162e-09
1.638093900680541992e+01,4.000259999999999927e-01,7.359030000000000384e-09
1.652301645278930664e+01,4.000230000000000175e-01,6.141750000000000220e-09
1.667958545684814453e+01,4.000279999999999947e-01,7.524709999999999754e-09
1.681957674026489258e+01,4.000310000000000255e-01,7.483819999999999909e-09
1.695987701416015625e+01,4.000279999999999947e-01,7.020039999999999676e-09
1.710009384155273438e+01,4.000230000000000175e-01,6.549910000000000184e-09
1.724001049995422363e+01,4.000290000000000235e-01,6.698879999999999929e-09
1.737956404685974121e+01,4.000310000000000255e-01,6.501650000000000187e-09
1.752053594589233398e+01,4.000279999999999947e-01,5.839919999999999826e-09
1.766081213951110840e+01,4.000299999999999967e-01,5.776679999999999950e-09
1.780022406578063965e+01,4.000330000000000275e-01,6.182160000000000084e-09
1.793929886817932129e+01,4.000349999999999739e-01,6.630490000000000334e-09
1.807751011848449707e+01,4.000330000000000275e-01,7.063320000000000379e-09
1.821692442893981934e+01,4.000330000000000275e-01,7.773230000000000050e-09
1.837015795707702637e+01,4.000319999999999987e-01,9.435200000000000671e-09
1.852371191978454590e+01,4.000259999999999927e-01,5.763600000000000239e-09
1.866565585136413574e+01,4.000279999999999947e-01,7.592129999999999507e-09
1.880567717552185059e+01,4.000230000000000175e-01,7.789590000000000601e-09
1.894595289230346680e+01,4.000179999999999847e-01,8.396480000000000353e-09
1.910118341445922852e+01,4.000210000000000155e-01,5.844859999999999605e-09
1.924176573753356934e+01,4.000239999999999907e-01,5.846559999999999712e-09
1.938239359855651855e+01,4.000210000000000155e-01,6.724389999999999772e-09
1.953783369064331055e+01,4.000230000000000175e-01,5.822009999999999833e-09
1.967957353591918945e+01,4.000199999999999867e-01,5.572280000000000118e-09
1.981951308250427246e+01,4.000210000000000155e-01,6.226949999999999885e-09
1.997425460815429688e+01,4.000290000000000235e-01,6.900279999999999668e-09
2.011553335189819336e+01,4.000250000000000195e-01,6.311319999999999667e-09
2.025643515586853027e+01,4.000230000000000175e-01,5.113549999999999987e-09
2.039457130432128906e+01,4.000239999999999907e-01,6.242840000000000333e-09
2.053460478782653809e+01,4.000219999999999887e-01,6.280949999999999905e-09
2.067568254470825195e+01,4.000270000000000215e-01,5.055109999999999928e-09
2.081483101844787598e+01,4.000279999999999947e-01,5.113390000000000268e-09
2.095424246788024902e+01,4.000230000000000175e-01,6.094359999999999622e-09
2.109353828430175781e+01,4.000250000000000195e-01,5.744979999999999739e-09
2.123636293411254883e+01,4.000230000000000175e-01,5.370680000000000318e-09
2.139065217971801758e+01,4.000330000000000275e-01,6.555069999999999781e-09
2.153054928779602051e+01,4.000319999999999987e-01,7.148640000000000245e-09
2.167386651039123535e+01,4.000279999999999947e-01,5.015440000000000208e-09
2.181277728080749512e+01,4.000290000000000235e-01,5.163929999999999972e-09
2.196601724624633789e+01,4.000349999999999739e-01,9.067210000000000166e-09
2.212152004241943359e+01,4.000279999999999947e-01,8.682330000000000560e-09
2.226219582557678223e+01,4.000259999999999927e-01,9.238269999999999780e-09
2.240244626998901367e+01,4.000270000000000215e-01,9.336400000000000143e-09
2.255558085441589355e+01,4.000219999999999887e-01,6.526699999999999806e-09
2.269789028167724609e+01,4.000270000000000215e-01,8.288569999999999224e-09
2.283767056465148926e+01,4.000279999999999947e-01,7.974280000000000715e-09
2.297647643089294434e+01,4.000259999999999927e-01,8.314909999999999776e-09
2.311949658393859863e+01,4.000279999999999947e-01,8.670990000000000473e-09
2.327403616905212402e+01,4.000239999999999907e-01,5.962689999999999807e-09
2.341253185272216797e+01,4.000239999999999907e-01,5.792860000000000198e-09
2.355298352241516113e+01,4.000259999999999927e-01,6.114569999999999907e-09
2.369386434555053711e+01,4.000250000000000195e-01,6.221600000000000105e-09
2.384843182563781738e+01,4.000319999999999987e-01,5.572470000000000300e-09
2.398976969718933105e+01,4.000230000000000175e-01,5.441679999999999762e-09
2.414452481269836426e+01,4.000250000000000195e-01,6.473490000000000152e-09
2.428393292427062988e+01,4.000319999999999987e-01,6.481049999999999659e-09
2.443879413604736328e+01,4.000330000000000275e-01,9.174569999999999680e-09
2.457834911346435547e+01,4.000279999999999947e-01,9.215080000000000815e-09
2.472016859054565430e+01,4.000380000000000047e-01,8.462269999999999978e-09
2.485874247550964355e+01,4.000290000000000235e-01,8.644409999999999517e-09
2.499848031997680664e+01,4.000279999999999947e-01,8.881650000000000654e-09
2.513919138908386230e+01,4.000290000000000235e-01,8.849010000000000237e-09
2.527902317047119141e+01,4.000319999999999987e-01,8.046790000000000085e-09
2.541973018646240234e+01,4.000299999999999967e-01,7.119819999999999925e-09
2.555956244468688965e+01,4.000290000000000235e-01,7.681919999999999876e-09
2.570021438598632812e+01,4.000330000000000275e-01,6.694480000000000234e-09
2.585283994674682617e+01,4.000250000000000195e-01,8.732510000000000484e-09
2.599399065971374512e+01,4.000290000000000235e-01,8.695009999999999321e-09
2.613524675369262695e+01,4.000319999999999987e-01,8.364009999999999534e-09
2.627672100067138672e+01,4.000349999999999739e-01,7.378660000000000243e-09
2.641645073890686035e+01,4.000330000000000275e-01,7.464979999999999589e-09
2.655625152587890625e+01,4.000270000000000215e-01,7.690169999999999305e-09
2.669756984710693359e+01,4.000299999999999967e-01,6.403830000000000209e-09
2.683678507804870605e+01,4.000310000000000255e-01,6.970659999999999998e-09
2.697650957107543945e+01,4.000299999999999967e-01,6.953299999999999967e-09
2.711801767349243164e+01,4.000330000000000275e-01,5.928890000000000192e-09
2.725722074508666992e+01,4.000270000000000215e-01,6.098909999999999984e-09
2.739834213256835938e+01,4.000290000000000235e-01,5.636990000000000404e-09
2.755185842514038086e+01,4.000330000000000275e-01,9.129810000000000343e-09
2.769325160980224609e+01,4.000340000000000007e-01,8.249640000000000476e-09
2.783293533325195312e+01,4.000340000000000007e-01,8.513090000000000429e-09
2.797359490394592285e+01,4.000340000000000007e-01,7.540579999999999618e-09
2.811495733261108398e+01,4.000349999999999739e-01,6.567429999999999933e-09
2.825563383102416992e+01,4.000360000000000027e-01,5.889920000000000274e-09
2.839488005638122559e+01,4.000299999999999967e-01,5.925950000000000200e-09
2.853529047966003418e+01,4.000330000000000275e-01,5.817540000000000158e-09
2.867720627784729004e+01,4.000310000000000255e-01,5.735970000000000408e-09
2.881861138343811035e+01,4.000279999999999947e-01,5.807010000000000195e-09
2.895877814292907715e+01,4.000279999999999947e-01,6.517720000000000112e-09
2.910122871398925781e+01,4.000259999999999927e-01,7.732809999999999480e-09
2.924150037765502930e+01,4.000279999999999947e-01,8.108749999999999735e-09
2.938344550132751465e+01,4.000319999999999987e-01,8.457409999999999232e-09
2.952696919441223145e+01,4.000340000000000007e-01,8.908750000000000281e-09
2.968161892890930176e+01,4.000290000000000235e-01,8.638570000000000703e-09
2.982379221916198730e+01,4.000279999999999947e-01,8.989479999999999443e-09
2.996426010131835938e+01,4.000270000000000215e-01,9.102980000000000757e-09
3.010499572753906250e+01,4.000389999999999779e-01,8.767829999999999903e-09
3.024684715270996094e+01,4.000319999999999987e-01,7.002469999999999705e-09
3.042035675048828125e+01,4.000290000000000235e-01,8.615029999999999356e-09
3.056170916557312012e+01,4.000279999999999947e-01,9.160150000000000468e-09
3.070396041870117188e+01,4.000299999999999967e-01,8.648960000000000706e-09
3.084684133529663086e+01,4.000330000000000275e-01,6.625259999999999929e-09
3.098713302612304688e+01,4.000310000000000255e-01,6.111419999999999974e-09
3.113014888763427734e+01,4.000279999999999947e-01,4.409829999999999856e-09
3.127285528182983398e+01,4.000230000000000175e-01,5.617899999999999801e-09
3.141605329513549805e+01,4.000239999999999907e-01,8.031860000000000428e-09
3.155990147590637207e+01,4.000270000000000215e-01,8.957989999999999999e-09
3.170375323295593262e+01,4.000319999999999987e-01,6.469730000000000157e-09
3.184629869461059570e+01,4.000319999999999987e-01,4.664490000000000299e-09
3.199073886871337891e+01,4.000270000000000215e-01,4.991440000000000291e-09
3.213189101219177246e+01,4.000219999999999887e-01,5.848290000000000284e-09
3.227403163909912109e+01,4.000250000000000195e-01,6.640239999999999809e-09
3.241342592239379883e+01,4.000259999999999927e-01,6.903269999999999882e-09
3.255556368827819824e+01,4.000210000000000155e-01,8.011230000000000262e-09
3.269777679443359375e+01,4.000270000000000215e-01,7.988120000000000328e-09
3.284154963493347168e+01,4.000259999999999927e-01,5.997339999999999889e-09
3.298453855514526367e+01,4.000250000000000195e-01,4.565559999999999690e-09
