# Fri Sep  1 19:48:19 2023
#  Tiempo [s], Voltaje [V], Corriente [A]
#   pw=0.1, T = 0.01, nplc=0.5
5.915594100952148438e-02,4.000380000000000047e-01,9.712269999999999591e-09
2.286438941955566406e-01,-2.312659999999999979e-05,5.788089999999999810e-10
3.846087455749511719e-01,4.000349999999999739e-01,7.105450000000000108e-09
5.254411697387695312e-01,9.999379999999999380e-02,-2.979520000000000067e-10
6.787810325622558594e-01,4.000389999999999779e-01,9.068670000000000697e-09
8.205678462982177734e-01,1.999809999999999921e-01,2.152340000000000035e-09
9.622249603271484375e-01,4.000400000000000067e-01,8.193760000000000044e-09
1.101974487304687500e+00,2.999879999999999769e-01,3.956660000000000273e-09
1.243172645568847656e+00,4.000380000000000047e-01,8.029510000000000741e-09
1.385414123535156250e+00,4.000340000000000007e-01,7.072939999999999773e-09
1.531749963760375977e+00,4.000290000000000235e-01,9.580459999999999815e-09
1.684697389602661133e+00,5.000299999999999745e-01,1.467109999999999993e-08
1.823962450027465820e+00,4.000380000000000047e-01,8.028290000000000615e-09
1.965890407562255859e+00,6.000550000000000050e-01,2.446150000000000037e-08
2.106811761856079102e+00,4.000330000000000275e-01,7.469899999999999609e-09
2.249594211578369141e+00,7.000610000000000444e-01,3.992079999999999970e-08
2.401234149932861328e+00,4.000340000000000007e-01,8.811130000000000364e-09
2.609512329101562500e+00,8.000760000000000094e-01,5.787619999999999914e-08
2.751590013504028320e+00,4.000349999999999739e-01,9.082340000000000713e-09
2.891814708709716797e+00,9.000500000000000167e-01,7.609370000000000328e-08
3.032365560531616211e+00,4.000319999999999987e-01,1.025330000000000056e-08
3.172459602355957031e+00,1.000070000000000014e+00,9.606479999999999608e-08
3.328455686569213867e+00,4.000349999999999739e-01,9.122629999999999547e-09
3.532270669937133789e+00,1.100060000000000038e+00,1.291460000000000104e-07
3.688560247421264648e+00,4.000319999999999987e-01,8.699300000000000348e-09
3.893939018249511719e+00,1.200080000000000036e+00,1.638949999999999995e-07
4.050823211669921875e+00,4.000360000000000027e-01,8.170839999999999466e-09
4.252482891082763672e+00,1.300040000000000084e+00,1.886389999999999993e-07
4.409488677978515625e+00,4.000360000000000027e-01,7.463240000000000793e-09
4.615616321563720703e+00,1.400039999999999951e+00,2.305990000000000124e-07
4.767656326293945312e+00,4.000349999999999739e-01,9.282820000000000004e-09
4.971418380737304688e+00,1.500010000000000066e+00,2.689470000000000061e-07
5.126876115798950195e+00,4.000360000000000027e-01,8.421309999999999326e-09
5.328918933868408203e+00,1.600009999999999932e+00,3.381680000000000143e-07
5.485691547393798828e+00,4.000360000000000027e-01,8.258579999999999827e-09
5.689720630645751953e+00,1.699999999999999956e+00,3.911189999999999965e-07
5.863294839859008789e+00,4.000310000000000255e-01,1.006499999999999947e-08
6.065362930297851562e+00,1.800010000000000110e+00,4.954800000000000401e-07
6.222060680389404297e+00,4.000380000000000047e-01,1.059829999999999968e-08
6.423114061355590820e+00,1.899980000000000002e+00,6.211839999999999593e-07
6.580703258514404297e+00,4.000310000000000255e-01,1.136939999999999922e-08
6.782416105270385742e+00,1.999970000000000026e+00,7.306790000000000010e-07
6.939178466796875000e+00,4.000279999999999947e-01,1.053829999999999948e-08
7.141549110412597656e+00,2.100060000000000038e+00,8.491399999999999922e-07
7.297925233840942383e+00,4.000219999999999887e-01,1.100700000000000056e-08
7.501669883728027344e+00,2.199910000000000032e+00,9.570249999999999554e-07
7.655298471450805664e+00,4.000250000000000195e-01,8.002750000000000308e-09
7.856596708297729492e+00,2.300240000000000062e+00,1.163880000000000070e-06
8.028422832489013672e+00,4.000330000000000275e-01,7.138369999999999618e-09
8.231690645217895508e+00,2.400110000000000188e+00,1.320360000000000052e-06
8.405599355697631836e+00,4.000389999999999779e-01,6.330010000000000147e-09
8.605596303939819336e+00,2.500370000000000203e+00,1.455630000000000071e-06
8.779480218887329102e+00,4.000369999999999759e-01,1.067089999999999962e-08
8.983445644378662109e+00,2.600239999999999885e+00,1.766329999999999909e-06
9.156229496002197266e+00,4.000250000000000195e-01,9.290310000000000357e-09
9.359850168228149414e+00,2.700419999999999821e+00,1.933600000000000003e-06
9.533235788345336914e+00,4.000239999999999907e-01,8.894439999999999738e-09
9.737577199935913086e+00,2.800250000000000128e+00,2.390959999999999805e-06
9.910822391510009766e+00,4.000290000000000235e-01,6.280860000000000167e-09
1.011678004264831543e+01,2.900170000000000137e+00,2.729009999999999897e-06
1.028899383544921875e+01,4.000310000000000255e-01,8.197390000000000785e-09
1.049376988410949707e+01,3.000449999999999839e+00,3.271909999999999816e-06
1.067909908294677734e+01,4.000290000000000235e-01,9.035949999999999594e-09
1.088090825080871582e+01,3.100280000000000147e+00,3.769470000000000097e-06
1.105450391769409180e+01,4.000250000000000195e-01,7.581650000000000594e-09
1.125543642044067383e+01,3.200639999999999930e+00,4.479440000000000094e-06
1.142807555198669434e+01,4.000319999999999987e-01,5.418470000000000212e-09
1.163186287879943848e+01,3.300399999999999778e+00,5.603739999999999646e-06
1.180245161056518555e+01,4.000279999999999947e-01,1.280380000000000080e-08
1.200401520729064941e+01,3.400640000000000107e+00,7.778700000000000588e-06
1.217771363258361816e+01,4.000270000000000215e-01,1.801600000000000065e-08
1.238205742835998535e+01,3.500420000000000087e+00,1.027589999999999931e-05
1.256644463539123535e+01,4.000250000000000195e-01,3.485800000000000019e-08
1.276896834373474121e+01,3.600439999999999863e+00,1.600469999999999942e-05
1.295383620262145996e+01,4.000210000000000155e-01,5.056639999999999942e-08
1.315841269493103027e+01,3.700509999999999966e+00,2.126129999999999920e-05
1.334128689765930176e+01,4.000239999999999907e-01,4.884900000000000285e-08
1.354198122024536133e+01,3.800419999999999909e+00,2.680030000000000156e-05
1.372599720954895020e+01,4.000250000000000195e-01,1.092040000000000030e-07
1.393104243278503418e+01,3.900710000000000122e+00,3.249819999999999998e-05
1.410310745239257812e+01,4.000279999999999947e-01,1.058699999999999944e-07
1.431978607177734375e+01,4.000619999999999621e+00,5.029920000000000116e-05
1.449320459365844727e+01,4.000110000000000054e-01,1.906550000000000088e-07
1.464986944198608398e+01,4.100719999999999921e+00,6.134589999999999824e-05
1.481931471824645996e+01,4.000250000000000195e-01,1.254219999999999964e-07
1.503730082511901855e+01,4.200689999999999813e+00,7.497099999999999760e-05
1.520862913131713867e+01,4.000210000000000155e-01,2.184189999999999920e-07
1.538276267051696777e+01,4.300849999999999618e+00,1.070729999999999962e-04
1.555471014976501465e+01,4.000119999999999787e-01,2.701369999999999790e-07
1.571210837364196777e+01,4.400820000000000398e+00,1.245329999999999950e-04
1.588333225250244141e+01,4.000079999999999747e-01,2.264180000000000095e-07
1.603883171081542969e+01,4.501070000000000348e+00,1.494250000000000135e-04
1.621153497695922852e+01,4.000079999999999747e-01,2.351510000000000124e-07
1.637097311019897461e+01,4.600939999999999586e+00,1.714479999999999889e-04
1.654585218429565430e+01,4.000070000000000014e-01,2.621500000000000015e-07
1.670576238632202148e+01,4.700820000000000221e+00,1.965590000000000132e-04
1.687760066986083984e+01,4.000029999999999974e-01,2.944979999999999945e-07
1.703531098365783691e+01,4.801059999999999661e+00,2.304569999999999926e-04
1.721072554588317871e+01,4.000079999999999747e-01,3.055659999999999980e-07
1.736609292030334473e+01,4.900970000000000049e+00,2.651469999999999739e-04
1.754283070564270020e+01,4.000099999999999767e-01,3.142560000000000050e-07
1.769974040985107422e+01,4.000400000000000067e-01,2.978189999999999750e-07
1.784292531013488770e+01,4.000380000000000047e-01,3.157220000000000262e-07
1.798433637619018555e+01,4.000400000000000067e-01,3.130330000000000211e-07
1.812673521041870117e+01,4.000380000000000047e-01,3.129009999999999773e-07
1.826653289794921875e+01,4.000360000000000027e-01,2.982940000000000107e-07
1.840506887435913086e+01,4.000290000000000235e-01,2.839459999999999937e-07
1.854779028892517090e+01,4.000330000000000275e-01,2.869739999999999861e-07
1.869072937965393066e+01,4.000349999999999739e-01,2.822490000000000017e-07
1.883462619781494141e+01,4.000360000000000027e-01,2.851380000000000218e-07
1.897654414176940918e+01,4.000369999999999759e-01,2.792589999999999994e-07
1.912246417999267578e+01,4.000369999999999759e-01,2.728839999999999969e-07
1.927799844741821289e+01,4.000340000000000007e-01,2.799969999999999892e-07
1.942029380798339844e+01,4.000330000000000275e-01,2.663229999999999953e-07
1.956420946121215820e+01,4.000330000000000275e-01,2.570579999999999980e-07
1.970513200759887695e+01,4.000380000000000047e-01,2.464990000000000158e-07
1.984851217269897461e+01,4.000340000000000007e-01,2.455809999999999807e-07
1.999068427085876465e+01,4.000349999999999739e-01,2.629319999999999883e-07
2.013260507583618164e+01,4.000360000000000027e-01,2.664169999999999960e-07
2.027652001380920410e+01,4.000400000000000067e-01,2.552759999999999891e-07
2.041846418380737305e+01,4.000319999999999987e-01,2.592790000000000018e-07
