# Wed Jun 28 19:47:28 2023
#  Frecuencia [Hz], Z [Ohm], Fase [deg]
2.000000000000000000e+01,1.326050000000000000e+06,-5.339940000000000353e+00
2.193299999999999983e+01,1.310100000000000000e+06,-5.656970000000000276e+00
2.405000000000000071e+01,1.267660000000000000e+06,-6.169220000000000148e+00
2.637590000000000146e+01,1.267920000000000000e+06,-6.595519999999999605e+00
2.892119999999999891e+01,1.288430000000000000e+06,-7.318520000000000358e+00
3.171249999999999858e+01,1.297440000000000000e+06,-8.170400000000000773e+00
3.478260000000000218e+01,1.279790000000000000e+06,-8.825530000000000541e+00
3.814370000000000260e+01,1.285060000000000000e+06,-9.539199999999999235e+00
4.182350000000000279e+01,1.284330000000000000e+06,-1.059880000000000067e+01
4.586449999999999960e+01,1.272940000000000000e+06,-1.148879999999999946e+01
5.029339999999999833e+01,1.278730000000000000e+06,-1.241469999999999985e+01
5.514710000000000178e+01,1.281060000000000000e+06,-1.400210000000000043e+01
6.048389999999999844e+01,1.284590000000000000e+06,-1.524770000000000003e+01
6.632769999999999300e+01,1.261290000000000000e+06,-1.625349999999999895e+01
7.272729999999999961e+01,1.222060000000000000e+06,-1.759029999999999916e+01
7.976600000000000534e+01,1.214640000000000000e+06,-1.911319999999999908e+01
8.743810000000000571e+01,1.194830000000000000e+06,-2.060419999999999874e+01
9.587730000000000530e+01,1.174790000000000000e+06,-2.238749999999999929e+01
1.051520000000000010e+02,1.173280000000000000e+06,-2.446509999999999962e+01
1.153400000000000034e+02,1.147220000000000000e+06,-2.638639999999999830e+01
1.265289999999999964e+02,1.117040000000000000e+06,-2.817170000000000130e+01
1.386959999999999980e+02,1.104540000000000000e+06,-3.068720000000000070e+01
1.521299999999999955e+02,1.067900000000000000e+06,-3.292719999999999914e+01
1.667589999999999861e+02,1.049670000000000000e+06,-3.540619999999999834e+01
1.828149999999999977e+02,1.016540000000000000e+06,-3.819039999999999679e+01
2.006690000000000111e+02,9.647120000000000000e+05,-3.990829999999999700e+01
2.199410000000000025e+02,9.363200000000000000e+05,-4.299710000000000321e+01
2.413520000000000039e+02,8.930970000000000000e+05,-4.548660000000000281e+01
2.645500000000000114e+02,8.505490000000000000e+05,-4.792020000000000124e+01
2.901349999999999909e+02,8.028860000000000000e+05,-5.021620000000000061e+01
3.184710000000000036e+02,7.586030000000000000e+05,-5.272169999999999845e+01
3.329630000000000223e+02,7.366270000000000000e+05,-5.379010000000000247e+01
3.488369999999999891e+02,7.103460000000000000e+05,-5.439130000000000109e+01
3.654080000000000155e+02,6.883940000000000000e+05,-5.569330000000000069e+01
3.826530000000000200e+02,6.668600000000000000e+05,-5.683319999999999794e+01
4.005339999999999918e+02,6.502680000000000000e+05,-5.864209999999999923e+01
4.195799999999999841e+02,6.301320000000000000e+05,-6.005919999999999703e+01
4.398829999999999814e+02,6.082550000000000000e+05,-6.115390000000000015e+01
4.608290000000000077e+02,5.867280000000000000e+05,-6.220080000000000098e+01
4.823149999999999977e+02,5.673920000000000000e+05,-6.338550000000000040e+01
5.050509999999999877e+02,5.463400000000000000e+05,-6.428060000000000684e+01
5.281689999999999827e+02,5.276450000000000000e+05,-6.542470000000000141e+01
5.545289999999999964e+02,5.063700000000000000e+05,-6.633450000000000557e+01
5.802709999999999582e+02,4.871060000000000000e+05,-6.701819999999999311e+01
6.072870000000000346e+02,4.685890000000000000e+05,-6.784109999999999729e+01
6.355929999999999609e+02,4.509850000000000000e+05,-6.883209999999999695e+01
6.651879999999999882e+02,4.343330000000000000e+05,-6.983889999999999532e+01
6.976739999999999782e+02,4.163590000000000000e+05,-7.032630000000000337e+01
7.299270000000000209e+02,3.998840000000000000e+05,-7.116299999999999670e+01
7.653060000000000400e+02,3.809610000000000000e+05,-7.108069999999999311e+01
8.000000000000000000e+02,3.666390000000000000e+05,-7.198659999999999570e+01
8.403360000000000127e+02,3.508510000000000000e+05,-7.259499999999999886e+01
8.771929999999999836e+02,3.376300000000000000e+05,-7.335200000000000387e+01
9.202450000000000045e+02,3.231870000000000000e+05,-7.401770000000000493e+01
9.615380000000000109e+02,3.100950000000000000e+05,-7.450480000000000302e+01
1.006710000000000036e+03,2.975500000000000000e+05,-7.536719999999999686e+01
1.060069999999999936e+03,2.832640000000000000e+05,-7.546339999999999293e+01
