# Wed Jun 28 16:12:29 2023
#  Frecuencia [Hz], Z [Ohm], Fase [deg]
2.000000000000000000e+01,8.681250000000000000e+06,-1.657760000000000034e+01
2.193299999999999983e+01,8.757580000000000000e+06,-2.004889999999999972e+01
2.405000000000000071e+01,8.212020000000000000e+06,-2.000809999999999889e+01
2.637590000000000146e+01,7.996270000000000000e+06,-2.100860000000000127e+01
2.892119999999999891e+01,8.249890000000000000e+06,-2.466400000000000148e+01
3.171249999999999858e+01,7.897120000000000000e+06,-2.561890000000000001e+01
3.478260000000000218e+01,8.010120000000000000e+06,-2.627169999999999916e+01
3.814370000000000260e+01,7.994090000000000000e+06,-2.871460000000000079e+01
4.182350000000000279e+01,7.686650000000000000e+06,-2.995980000000000132e+01
4.586449999999999960e+01,7.120290000000000000e+06,-3.199559999999999960e+01
5.029339999999999833e+01,6.645060000000000000e+06,-3.592940000000000111e+01
5.514710000000000178e+01,6.636300000000000000e+06,-3.641530000000000200e+01
6.048389999999999844e+01,6.479900000000000000e+06,-3.940849999999999653e+01
6.632769999999999300e+01,6.384190000000000000e+06,-4.084250000000000114e+01
7.272729999999999961e+01,5.763480000000000000e+06,-4.546520000000000294e+01
7.976600000000000534e+01,5.566230000000000000e+06,-4.685320000000000107e+01
8.743810000000000571e+01,5.138350000000000000e+06,-4.785640000000000072e+01
9.587730000000000530e+01,5.089420000000000000e+06,-5.274600000000000222e+01
1.051520000000000010e+02,4.597540000000000000e+06,-5.164900000000000091e+01
1.153400000000000034e+02,4.486720000000000000e+06,-5.737230000000000274e+01
1.265289999999999964e+02,4.168960000000000000e+06,-5.982309999999999661e+01
1.386959999999999980e+02,3.880420000000000000e+06,-6.093540000000000134e+01
1.521299999999999955e+02,3.670850000000000000e+06,-6.192300000000000182e+01
1.667589999999999861e+02,3.417550000000000000e+06,-6.489979999999999905e+01
1.828149999999999977e+02,3.153000000000000000e+06,-6.560099999999999909e+01
2.006690000000000111e+02,2.942860000000000000e+06,-6.828140000000000498e+01
2.199410000000000025e+02,2.654480000000000000e+06,-6.939300000000000068e+01
2.413520000000000039e+02,2.508080000000000000e+06,-7.170709999999999695e+01
2.645500000000000114e+02,2.302170000000000000e+06,-7.317350000000000421e+01
2.901349999999999909e+02,2.111680000000000000e+06,-7.270619999999999550e+01
3.184710000000000036e+02,1.953470000000000000e+06,-7.489050000000000296e+01
3.329630000000000223e+02,1.859210000000000000e+06,-7.553679999999999950e+01
3.488369999999999891e+02,1.780780000000000000e+06,-7.578820000000000334e+01
3.654080000000000155e+02,1.714740000000000000e+06,-7.637539999999999907e+01
3.826530000000000200e+02,1.636590000000000000e+06,-7.672629999999999484e+01
4.005339999999999918e+02,1.564290000000000000e+06,-7.774519999999999698e+01
4.195799999999999841e+02,1.513460000000000000e+06,-7.840000000000000568e+01
4.398829999999999814e+02,1.434090000000000000e+06,-7.815430000000000632e+01
4.608290000000000077e+02,1.364710000000000000e+06,-7.871909999999999741e+01
4.823149999999999977e+02,1.310350000000000000e+06,-7.928239999999999554e+01
5.050509999999999877e+02,1.256760000000000000e+06,-7.922129999999999939e+01
5.281689999999999827e+02,1.211300000000000000e+06,-7.996829999999999927e+01
5.545289999999999964e+02,1.151710000000000000e+06,-8.030679999999999552e+01
5.802709999999999582e+02,1.100480000000000000e+06,-8.058629999999999427e+01
6.072870000000000346e+02,1.056270000000000000e+06,-8.117069999999999652e+01
6.355929999999999609e+02,1.009080000000000000e+06,-8.096070000000000277e+01
6.651879999999999882e+02,9.637680000000000000e+05,-8.153969999999999629e+01
6.976739999999999782e+02,9.193120000000000000e+05,-8.151220000000000709e+01
7.299270000000000209e+02,8.852800000000000000e+05,-8.212210000000000321e+01
7.653060000000000400e+02,8.440530000000000000e+05,-8.212130000000000507e+01
8.000000000000000000e+02,8.079000000000000000e+05,-8.240359999999999729e+01
8.403360000000000127e+02,7.720070000000000000e+05,-8.312829999999999586e+01
