# Wed Jun 28 19:28:17 2023
#  Frecuencia [Hz], Z [Ohm], Fase [deg]
2.000000000000000000e+01,1.701630000000000109e+03,5.228030000000000177e-02
2.193299999999999983e+01,1.701210000000000036e+03,5.434060000000000279e-02
2.405000000000000071e+01,1.700740000000000009e+03,4.971899999999999931e-02
2.637590000000000146e+01,1.700359999999999900e+03,4.547690000000000066e-02
2.892119999999999891e+01,1.700049999999999955e+03,4.283970000000000139e-02
3.171249999999999858e+01,1.699349999999999909e+03,3.751720000000000055e-02
3.478260000000000218e+01,1.700079999999999927e+03,4.360010000000000274e-02
3.814370000000000260e+01,1.699099999999999909e+03,4.027870000000000061e-02
4.182350000000000279e+01,1.698869999999999891e+03,3.302599999999999980e-02
4.586449999999999960e+01,1.699000000000000000e+03,3.345569999999999794e-02
5.029339999999999833e+01,1.698980000000000018e+03,3.032939999999999942e-02
5.514710000000000178e+01,1.698579999999999927e+03,3.264859999999999984e-02
6.048389999999999844e+01,1.698069999999999936e+03,3.212290000000000284e-02
6.632769999999999300e+01,1.698279999999999973e+03,2.633680000000000049e-02
7.272729999999999961e+01,1.697059999999999945e+03,1.989559999999999940e-02
7.976600000000000534e+01,1.697450000000000045e+03,1.672250000000000125e-02
8.743810000000000571e+01,1.696869999999999891e+03,1.769269999999999871e-02
9.587730000000000530e+01,1.696670000000000073e+03,1.214420000000000083e-02
1.051520000000000010e+02,1.697230000000000018e+03,1.368139999999999894e-03
1.153400000000000034e+02,1.696970000000000027e+03,-1.599149999999999877e-02
1.265289999999999964e+02,1.696289999999999964e+03,-7.079489999999999915e-03
1.386959999999999980e+02,1.697269999999999982e+03,-1.837669999999999929e-02
1.521299999999999955e+02,1.697630000000000109e+03,-4.437379999999999797e-02
1.667589999999999861e+02,1.699309999999999945e+03,-5.297709999999999919e-02
1.828149999999999977e+02,1.700509999999999991e+03,-6.276589999999999947e-02
2.006690000000000111e+02,1.687910000000000082e+03,-6.933590000000000586e-02
2.199410000000000025e+02,1.691240000000000009e+03,-6.066789999999999683e-02
2.413520000000000039e+02,1.697119999999999891e+03,-2.843599999999999947e-02
2.645500000000000114e+02,1.697309999999999945e+03,-2.752229999999999954e-02
2.901349999999999909e+02,1.697140000000000100e+03,-2.835740000000000136e-02
3.184710000000000036e+02,1.697710000000000036e+03,-4.164020000000000221e-02
3.329630000000000223e+02,1.697049999999999955e+03,-4.098260000000000097e-02
3.488369999999999891e+02,1.697849999999999909e+03,-4.706210000000000254e-02
3.654080000000000155e+02,1.697329999999999927e+03,-5.341619999999999702e-02
3.826530000000000200e+02,1.697630000000000109e+03,-5.543759999999999660e-02
4.005339999999999918e+02,1.697099999999999909e+03,-6.133799999999999669e-02
4.195799999999999841e+02,1.697259999999999991e+03,-6.952260000000000384e-02
4.398829999999999814e+02,1.697349999999999909e+03,-7.179339999999999333e-02
4.608290000000000077e+02,1.697480000000000018e+03,-7.919629999999999725e-02
4.823149999999999977e+02,1.696230000000000018e+03,-8.171000000000000485e-02
5.050509999999999877e+02,1.696910000000000082e+03,-9.483170000000000488e-02
5.281689999999999827e+02,1.696799999999999955e+03,-1.007009999999999988e-01
5.545289999999999964e+02,1.696900000000000091e+03,-1.115669999999999995e-01
5.802709999999999582e+02,1.696380000000000109e+03,-1.199270000000000058e-01
6.072870000000000346e+02,1.697529999999999973e+03,-1.344750000000000112e-01
6.355929999999999609e+02,1.697259999999999991e+03,-1.406850000000000045e-01
6.651879999999999882e+02,1.698640000000000100e+03,-1.509020000000000084e-01
6.976739999999999782e+02,1.698240000000000009e+03,-1.599899999999999933e-01
7.299270000000000209e+02,1.699059999999999945e+03,-1.762430000000000108e-01
7.653060000000000400e+02,1.684029999999999973e+03,-1.803710000000000035e-01
8.000000000000000000e+02,1.685309999999999945e+03,-1.982609999999999928e-01
8.403360000000000127e+02,1.685940000000000055e+03,-2.042249999999999899e-01
8.771929999999999836e+02,1.688039999999999964e+03,-2.120160000000000100e-01
9.202450000000000045e+02,1.689589999999999918e+03,-2.183620000000000005e-01
9.615380000000000109e+02,1.690769999999999982e+03,-2.321100000000000108e-01
1.006710000000000036e+03,1.692980000000000018e+03,-2.347269999999999912e-01
1.060069999999999936e+03,1.680720000000000027e+03,-2.421879999999999866e-01
1.107009999999999991e+03,1.697390000000000100e+03,-2.071630000000000138e-01
1.158299999999999955e+03,1.697250000000000000e+03,-2.195040000000000047e-01
1.214569999999999936e+03,1.697210000000000036e+03,-2.280230000000000035e-01
1.276599999999999909e+03,1.697470000000000027e+03,-2.438780000000000114e-01
1.327430000000000064e+03,1.696950000000000045e+03,-2.548380000000000090e-01
1.401869999999999891e+03,1.696119999999999891e+03,-2.744309999999999805e-01
1.456309999999999945e+03,1.695849999999999909e+03,-2.843410000000000104e-01
1.530609999999999900e+03,1.694650000000000091e+03,-2.996380000000000154e-01
1.595740000000000009e+03,1.695289999999999964e+03,-3.129430000000000267e-01
1.685390000000000100e+03,1.694950000000000045e+03,-3.340460000000000096e-01
1.764710000000000036e+03,1.694880000000000109e+03,-3.542150000000000021e-01
1.840490000000000009e+03,1.694329999999999927e+03,-3.721960000000000268e-01
1.935480000000000018e+03,1.695029999999999973e+03,-3.956640000000000157e-01
2.013420000000000073e+03,1.694599999999999909e+03,-4.166869999999999741e-01
2.127659999999999854e+03,1.695670000000000073e+03,-4.403989999999999849e-01
2.205880000000000109e+03,1.694779999999999973e+03,-4.636310000000000153e-01
2.307690000000000055e+03,1.695670000000000073e+03,-4.842299999999999938e-01
2.419349999999999909e+03,1.695750000000000000e+03,-5.124499999999999611e-01
2.542369999999999891e+03,1.695269999999999982e+03,-5.423959999999999892e-01
2.678570000000000164e+03,1.695049999999999955e+03,-5.769339999999999469e-01
2.803739999999999782e+03,1.696490000000000009e+03,-6.076479999999999659e-01
2.912619999999999891e+03,1.695660000000000082e+03,-6.350120000000000209e-01
3.061219999999999800e+03,1.697250000000000000e+03,-6.700359999999999649e-01
3.260869999999999891e+03,1.697690000000000055e+03,-7.162020000000000053e-01
3.409090000000000146e+03,1.699150000000000091e+03,-7.494300000000000406e-01
3.658539999999999964e+03,1.700180000000000064e+03,-8.047680000000000389e-01
3.846150000000000091e+03,1.701240000000000009e+03,-8.437839999999999785e-01
4.166670000000000073e+03,1.688980000000000018e+03,-8.981109999999999927e-01
4.411760000000000218e+03,1.691119999999999891e+03,-9.449769999999999559e-01
4.761899999999999636e+03,1.695569999999999936e+03,-1.014550000000000063e+00
5.172409999999999854e+03,1.700009999999999991e+03,-1.084750000000000103e+00
5.769229999999999563e+03,1.693289999999999964e+03,-1.186900000000000066e+00
6.250000000000000000e+03,1.693400000000000091e+03,-1.289500000000000091e+00
6.976739999999999782e+03,1.693220000000000027e+03,-1.444690000000000030e+00
7.317069999999999709e+03,1.693210000000000036e+03,-1.521039999999999948e+00
7.317069999999999709e+03,1.693240000000000009e+03,-1.526019999999999932e+00
7.500000000000000000e+03,1.693470000000000027e+03,-1.568629999999999969e+00
7.894739999999999782e+03,1.693150000000000091e+03,-1.640540000000000109e+00
8.108109999999999673e+03,1.692809999999999945e+03,-1.687959999999999905e+00
8.333329999999999927e+03,1.693400000000000091e+03,-1.737489999999999979e+00
8.333329999999999927e+03,1.692890000000000100e+03,-1.732539999999999969e+00
8.823530000000000655e+03,1.692549999999999955e+03,-1.842230000000000034e+00
9.090909999999999854e+03,1.692329999999999927e+03,-1.897170000000000023e+00
9.375000000000000000e+03,1.692700000000000045e+03,-1.960280000000000022e+00
9.375000000000000000e+03,1.692950000000000045e+03,-1.961170000000000080e+00
1.000000000000000000e+04,1.693019999999999982e+03,-2.096239999999999881e+00
1.000000000000000000e+04,1.692630000000000109e+03,-2.091639999999999944e+00
1.034479999999999927e+04,1.692049999999999955e+03,-2.168260000000000076e+00
1.111110000000000036e+04,1.692759999999999991e+03,-2.332359999999999989e+00
1.111110000000000036e+04,1.692869999999999891e+03,-2.332609999999999850e+00
1.200000000000000000e+04,1.694339999999999918e+03,-2.518930000000000113e+00
1.200000000000000000e+04,1.694160000000000082e+03,-2.520519999999999872e+00
1.250000000000000000e+04,1.693859999999999900e+03,-2.621249999999999858e+00
1.363639999999999964e+04,1.694970000000000027e+03,-2.857200000000000184e+00
1.428570000000000073e+04,1.696519999999999982e+03,-2.995470000000000077e+00
1.428570000000000073e+04,1.696109999999999900e+03,-2.995969999999999800e+00
1.500000000000000000e+04,1.680859999999999900e+03,-3.104280000000000150e+00
1.666670000000000073e+04,1.682309999999999945e+03,-3.427020000000000177e+00
1.764709999999999854e+04,1.683359999999999900e+03,-3.623079999999999856e+00
1.875000000000000000e+04,1.684410000000000082e+03,-3.847550000000000026e+00
1.875000000000000000e+04,1.684130000000000109e+03,-3.843129999999999935e+00
2.000000000000000000e+04,1.685380000000000109e+03,-4.097369999999999735e+00
2.307690000000000146e+04,1.674589999999999918e+03,-4.683200000000000252e+00
2.307690000000000146e+04,1.675039999999999964e+03,-4.685089999999999755e+00
2.500000000000000000e+04,1.678069999999999936e+03,-5.105970000000000120e+00
2.727270000000000073e+04,1.680019999999999982e+03,-5.581719999999999793e+00
2.727270000000000073e+04,1.679329999999999927e+03,-5.581699999999999662e+00
2.857140000000000146e+04,1.679099999999999909e+03,-5.840349999999999930e+00
3.000000000000000000e+04,1.677940000000000055e+03,-6.132430000000000270e+00
3.157890000000000146e+04,1.676680000000000064e+03,-6.438819999999999766e+00
3.333330000000000291e+04,1.675089999999999918e+03,-6.786769999999999747e+00
3.529409999999999854e+04,1.673559999999999945e+03,-7.175760000000000360e+00
3.750000000000000000e+04,1.670829999999999927e+03,-7.600880000000000081e+00
4.000000000000000000e+04,1.667490000000000009e+03,-8.084149999999999281e+00
4.285709999999999854e+04,1.664390000000000100e+03,-8.638859999999999317e+00
4.615380000000000291e+04,1.660720000000000027e+03,-9.274259999999999948e+00
5.000000000000000000e+04,1.641160000000000082e+03,-9.870540000000000092e+00
5.217390000000000146e+04,1.638250000000000000e+03,-1.027899999999999991e+01
5.714290000000000146e+04,1.630029999999999973e+03,-1.118829999999999991e+01
6.000000000000000000e+04,1.625450000000000045e+03,-1.171279999999999966e+01
6.000000000000000000e+04,1.625099999999999909e+03,-1.170960000000000001e+01
6.666669999999999709e+04,1.614109999999999900e+03,-1.292389999999999972e+01
7.058819999999999709e+04,1.607849999999999909e+03,-1.363630000000000031e+01
7.058819999999999709e+04,1.607769999999999982e+03,-1.363920000000000066e+01
7.500000000000000000e+04,1.599549999999999955e+03,-1.441619999999999990e+01
8.000000000000000000e+04,1.589740000000000009e+03,-1.527609999999999957e+01
9.230769999999999709e+04,1.553880000000000109e+03,-1.714890000000000114e+01
1.000000000000000000e+05,1.538789999999999964e+03,-1.837659999999999982e+01
1.000000000000000000e+05,1.538700000000000045e+03,-1.837940000000000040e+01
1.090910000000000000e+05,1.508259999999999991e+03,-1.956419999999999959e+01
