# Wed Jun 28 16:25:48 2023
#  Frecuencia [Hz], Z [Ohm], Fase [deg]
2.000000000000000000e+01,1.227100000000000000e+07,-2.714770000000000039e+01
2.193299999999999983e+01,1.178690000000000000e+07,-3.051000000000000156e+01
2.405000000000000071e+01,1.181920000000000000e+07,-2.831340000000000146e+01
2.637590000000000146e+01,1.144960000000000000e+07,-3.056439999999999912e+01
2.892119999999999891e+01,1.076580000000000000e+07,-3.718489999999999895e+01
3.171249999999999858e+01,1.011410000000000000e+07,-3.857840000000000202e+01
3.478260000000000218e+01,1.053870000000000000e+07,-2.947419999999999973e+01
3.814370000000000260e+01,9.835540000000000000e+06,-3.675619999999999976e+01
4.182350000000000279e+01,8.108020000000000000e+06,-4.593750000000000000e+01
4.586449999999999960e+01,8.582150000000000000e+06,-4.681020000000000181e+01
5.029339999999999833e+01,7.773020000000000000e+06,-4.826599999999999824e+01
5.514710000000000178e+01,8.329160000000000000e+06,-4.539540000000000219e+01
6.048389999999999844e+01,7.967330000000000000e+06,-5.130769999999999698e+01
6.632769999999999300e+01,7.374720000000000000e+06,-6.089509999999999934e+01
7.272729999999999961e+01,6.498960000000000000e+06,-5.681119999999999948e+01
7.976600000000000534e+01,6.497070000000000000e+06,-6.123980000000000246e+01
8.743810000000000571e+01,6.650340000000000000e+06,-6.252239999999999753e+01
9.587730000000000530e+01,5.464520000000000000e+06,-6.626409999999999911e+01
1.051520000000000010e+02,5.583610000000000000e+06,-6.810980000000000700e+01
1.153400000000000034e+02,4.913450000000000000e+06,-7.029470000000000596e+01
1.265289999999999964e+02,4.372240000000000000e+06,-6.687730000000000530e+01
1.386959999999999980e+02,4.159630000000000000e+06,-6.969570000000000221e+01
1.521299999999999955e+02,3.789990000000000000e+06,-7.030469999999999686e+01
1.667589999999999861e+02,3.574240000000000000e+06,-7.045250000000000057e+01
1.828149999999999977e+02,3.359930000000000000e+06,-7.392650000000000432e+01
2.006690000000000111e+02,3.039490000000000000e+06,-7.543500000000000227e+01
2.199410000000000025e+02,2.823510000000000000e+06,-7.503979999999999961e+01
2.413520000000000039e+02,2.521280000000000000e+06,-7.757519999999999527e+01
2.645500000000000114e+02,2.396550000000000000e+06,-7.823149999999999693e+01
2.901349999999999909e+02,2.122100000000000000e+06,-7.836459999999999582e+01
3.184710000000000036e+02,1.949850000000000000e+06,-7.931929999999999836e+01
3.329630000000000223e+02,1.883210000000000000e+06,-7.957760000000000389e+01
3.488369999999999891e+02,1.809960000000000000e+06,-7.967730000000000246e+01
3.654080000000000155e+02,1.738050000000000000e+06,-8.009340000000000259e+01
3.826530000000000200e+02,1.658680000000000000e+06,-8.012470000000000425e+01
4.005339999999999918e+02,1.600440000000000000e+06,-8.075079999999999814e+01
4.195799999999999841e+02,1.507760000000000000e+06,-8.099800000000000466e+01
4.398829999999999814e+02,1.429170000000000000e+06,-8.081589999999999918e+01
4.608290000000000077e+02,1.390260000000000000e+06,-8.162690000000000623e+01
4.823149999999999977e+02,1.326690000000000000e+06,-8.240800000000000125e+01
5.050509999999999877e+02,1.261120000000000000e+06,-8.209099999999999397e+01
5.281689999999999827e+02,1.214560000000000000e+06,-8.255270000000000152e+01
5.545289999999999964e+02,1.152100000000000000e+06,-8.308169999999999789e+01
5.802709999999999582e+02,1.109900000000000000e+06,-8.259550000000000125e+01
6.072870000000000346e+02,1.060200000000000000e+06,-8.323650000000000659e+01
6.355929999999999609e+02,1.020130000000000000e+06,-8.361979999999999791e+01
6.651879999999999882e+02,9.687350000000000000e+05,-8.338960000000000150e+01
6.976739999999999782e+02,9.317410000000000000e+05,-8.378940000000000055e+01
7.299270000000000209e+02,8.876970000000000000e+05,-8.407200000000000273e+01
7.653060000000000400e+02,8.481110000000000000e+05,-8.405610000000000070e+01
8.000000000000000000e+02,8.123770000000000000e+05,-8.440890000000000271e+01
8.403360000000000127e+02,7.742150000000000000e+05,-8.469939999999999714e+01
8.771929999999999836e+02,7.439710000000000000e+05,-8.463129999999999598e+01
9.202450000000000045e+02,7.089540000000000000e+05,-8.464329999999999643e+01
9.615380000000000109e+02,6.777360000000000000e+05,-8.509720000000000084e+01
1.006710000000000036e+03,6.514830000000000000e+05,-8.509499999999999886e+01
1.060069999999999936e+03,6.180810000000000000e+05,-8.541889999999999361e+01
1.107009999999999991e+03,5.890000000000000000e+05,-8.537779999999999347e+01
1.158299999999999955e+03,5.645480000000000000e+05,-8.554380000000000450e+01
1.214569999999999936e+03,5.417250000000000000e+05,-8.599250000000000682e+01
1.276599999999999909e+03,5.145730000000000000e+05,-8.591700000000000159e+01
1.327430000000000064e+03,4.950970000000000000e+05,-8.605159999999999343e+01
1.401869999999999891e+03,4.717290000000000000e+05,-8.616219999999999857e+01
1.456309999999999945e+03,4.503240000000000000e+05,-8.619580000000000553e+01
1.530609999999999900e+03,4.312620000000000000e+05,-8.630020000000000380e+01
1.595740000000000009e+03,4.131860000000000000e+05,-8.615819999999999368e+01
1.685390000000000100e+03,3.936460000000000000e+05,-8.668410000000000082e+01
1.764710000000000036e+03,3.746530000000000000e+05,-8.619350000000000023e+01
1.840490000000000009e+03,3.595980000000000000e+05,-8.655780000000000030e+01
1.935480000000000018e+03,3.431560000000000000e+05,-8.585960000000000036e+01
2.013420000000000073e+03,3.294680000000000000e+05,-8.666079999999999472e+01
2.127659999999999854e+03,3.119500000000000000e+05,-8.668550000000000466e+01
2.205880000000000109e+03,3.017700000000000000e+05,-8.681419999999999959e+01
2.307690000000000055e+03,2.880400000000000000e+05,-8.701009999999999422e+01
2.419349999999999909e+03,2.764180000000000000e+05,-8.681380000000000052e+01
2.542369999999999891e+03,2.616410000000000000e+05,-8.693930000000000291e+01
2.678570000000000164e+03,2.488940000000000000e+05,-8.696750000000000114e+01
2.803739999999999782e+03,2.377180000000000000e+05,-8.727089999999999748e+01
2.912619999999999891e+03,2.305820000000000000e+05,-8.708089999999999975e+01
3.061219999999999800e+03,2.193590000000000000e+05,-8.704819999999999425e+01
3.260869999999999891e+03,2.058280000000000000e+05,-8.720740000000000691e+01
