# Wed Jun 28 17:36:43 2023
#  Frecuencia [Hz], Z [Ohm], Fase [deg]
2.000000000000000000e+01,1.022310000000000000e+08,-9.071129999999999427e+01
2.193299999999999983e+01,1.117990000000000000e+08,-8.580500000000000682e+01
2.405000000000000071e+01,2.108980000000000000e+08,-8.523770000000000380e+01
2.637590000000000146e+01,2.109470000000000000e+08,-8.624209999999999354e+01
2.892119999999999891e+01,3.309020000000000000e+08,-2.495050000000000168e+01
3.171249999999999858e+01,1.170530000000000000e+08,-9.661660000000000537e+01
3.478260000000000218e+01,1.104160000000000000e+08,-2.259600000000000009e+01
3.814370000000000260e+01,8.722610000000000000e+07,-1.030240000000000045e+00
4.182350000000000279e+01,5.276240000000000000e+07,-5.732999999999999829e+01
4.586449999999999960e+01,5.364870000000000000e+07,-6.867839999999999634e+01
5.029339999999999833e+01,3.902110000000000000e+07,-4.460119999999999862e+01
5.514710000000000178e+01,1.019000000000000000e+08,-6.864700000000000557e+01
6.048389999999999844e+01,7.256320000000000000e+07,-8.729359999999999786e+01
6.632769999999999300e+01,4.755920000000000000e+07,-1.515140000000000100e+02
7.272729999999999961e+01,3.386090000000000000e+07,-6.470250000000000057e+01
7.976600000000000534e+01,6.472270000000000000e+07,-8.152719999999999345e+01
8.743810000000000571e+01,7.268840000000000000e+07,-1.045019999999999953e+02
9.587730000000000530e+01,5.034680000000000000e+07,-1.268329999999999984e+02
1.051520000000000010e+02,3.607100000000000000e+07,-6.451109999999999900e+01
1.153400000000000034e+02,5.137710000000000000e+07,-8.065139999999999532e+01
1.265289999999999964e+02,5.957090000000000000e+07,-1.081359999999999957e+02
1.386959999999999980e+02,3.003270000000000000e+07,-9.198550000000000182e+01
1.521299999999999955e+02,4.201790000000000000e+07,-8.450920000000000698e+01
1.667589999999999861e+02,2.951980000000000000e+07,-6.904130000000000678e+01
1.828149999999999977e+02,3.221400000000000000e+07,-1.060160000000000053e+02
2.006690000000000111e+02,2.526490000000000000e+07,-8.866400000000000148e+01
2.199410000000000025e+02,2.486760000000000000e+07,-8.016299999999999670e+01
2.413520000000000039e+02,2.178000000000000000e+07,-9.107869999999999777e+01
2.645500000000000114e+02,2.067000000000000000e+07,-8.301349999999999341e+01
2.901349999999999909e+02,1.866120000000000000e+07,-8.054240000000000066e+01
3.184710000000000036e+02,1.697350000000000000e+07,-8.244849999999999568e+01
3.329630000000000223e+02,1.635290000000000000e+07,-8.481579999999999586e+01
3.488369999999999891e+02,1.480680000000000000e+07,-8.234109999999999729e+01
3.654080000000000155e+02,1.444980000000000000e+07,-9.209489999999999554e+01
3.826530000000000200e+02,1.414610000000000000e+07,-8.765959999999999752e+01
4.005339999999999918e+02,1.500970000000000000e+07,-8.804009999999999536e+01
4.195799999999999841e+02,1.224500000000000000e+07,-8.277100000000000080e+01
4.398829999999999814e+02,1.192430000000000000e+07,-8.728759999999999764e+01
4.608290000000000077e+02,1.182150000000000000e+07,-8.919769999999999754e+01
4.823149999999999977e+02,1.088680000000000000e+07,-8.484170000000000300e+01
5.050509999999999877e+02,1.062460000000000000e+07,-8.826340000000000430e+01
5.281689999999999827e+02,1.037300000000000000e+07,-8.624360000000000070e+01
5.545289999999999964e+02,9.537560000000000000e+06,-8.796880000000000166e+01
5.802709999999999582e+02,9.277370000000000000e+06,-8.753239999999999554e+01
6.072870000000000346e+02,8.635750000000000000e+06,-8.733939999999999770e+01
6.355929999999999609e+02,8.525420000000000000e+06,-8.653459999999999752e+01
6.651879999999999882e+02,8.012100000000000000e+06,-8.427200000000000557e+01
6.976739999999999782e+02,7.303340000000000000e+06,-8.539799999999999613e+01
7.299270000000000209e+02,7.389300000000000000e+06,-8.680589999999999407e+01
7.653060000000000400e+02,6.966120000000000000e+06,-8.679819999999999425e+01
8.000000000000000000e+02,6.902470000000000000e+06,-8.489400000000000546e+01
8.403360000000000127e+02,6.452350000000000000e+06,-8.713169999999999504e+01
8.771929999999999836e+02,6.152060000000000000e+06,-8.562600000000000477e+01
9.202450000000000045e+02,5.910200000000000000e+06,-8.699110000000000298e+01
9.615380000000000109e+02,5.765290000000000000e+06,-8.571020000000000039e+01
1.006710000000000036e+03,5.474030000000000000e+06,-8.637090000000000600e+01
1.060069999999999936e+03,5.229120000000000000e+06,-8.690240000000000009e+01
1.107009999999999991e+03,5.003720000000000000e+06,-8.632659999999999911e+01
