# Wed Jun 28 16:19:01 2023
#  Frecuencia [Hz], Z [Ohm], Fase [deg]
2.000000000000000000e+01,9.850470000000000000e+06,-2.121790000000000020e+01
2.193299999999999983e+01,9.899550000000000000e+06,-2.210810000000000031e+01
2.405000000000000071e+01,9.846150000000000000e+06,-2.312549999999999883e+01
2.637590000000000146e+01,8.917440000000000000e+06,-2.354309999999999903e+01
2.892119999999999891e+01,9.114400000000000000e+06,-2.465709999999999980e+01
3.171249999999999858e+01,8.534120000000000000e+06,-2.989870000000000161e+01
3.478260000000000218e+01,9.138370000000000000e+06,-2.879019999999999868e+01
3.814370000000000260e+01,8.425750000000000000e+06,-3.469500000000000028e+01
4.182350000000000279e+01,8.264150000000000000e+06,-3.823969999999999914e+01
4.586449999999999960e+01,8.213540000000000000e+06,-3.852069999999999794e+01
5.029339999999999833e+01,8.018680000000000000e+06,-3.718189999999999884e+01
5.514710000000000178e+01,7.675440000000000000e+06,-4.460669999999999646e+01
6.048389999999999844e+01,7.367830000000000000e+06,-4.824179999999999779e+01
6.632769999999999300e+01,7.149720000000000000e+06,-4.670859999999999701e+01
7.272729999999999961e+01,6.258730000000000000e+06,-5.098870000000000147e+01
7.976600000000000534e+01,6.254740000000000000e+06,-5.288640000000000185e+01
8.743810000000000571e+01,5.565100000000000000e+06,-5.534830000000000183e+01
9.587730000000000530e+01,5.223230000000000000e+06,-5.884429999999999694e+01
1.051520000000000010e+02,5.277500000000000000e+06,-6.320040000000000191e+01
1.153400000000000034e+02,4.709930000000000000e+06,-6.415500000000000114e+01
1.265289999999999964e+02,4.419290000000000000e+06,-6.412630000000000052e+01
1.386959999999999980e+02,4.106330000000000000e+06,-6.381040000000000134e+01
1.521299999999999955e+02,3.748200000000000000e+06,-6.668840000000000146e+01
1.667589999999999861e+02,3.607260000000000000e+06,-6.873189999999999600e+01
1.828149999999999977e+02,3.243840000000000000e+06,-7.003660000000000707e+01
2.006690000000000111e+02,2.955170000000000000e+06,-7.106829999999999359e+01
2.199410000000000025e+02,2.750200000000000000e+06,-7.253640000000000043e+01
2.413520000000000039e+02,2.554250000000000000e+06,-7.385989999999999611e+01
2.645500000000000114e+02,2.343170000000000000e+06,-7.448199999999999932e+01
2.901349999999999909e+02,2.129600000000000000e+06,-7.629590000000000316e+01
3.184710000000000036e+02,1.936200000000000000e+06,-7.693550000000000466e+01
3.329630000000000223e+02,1.890910000000000000e+06,-7.744060000000000343e+01
3.488369999999999891e+02,1.775890000000000000e+06,-7.835559999999999548e+01
3.654080000000000155e+02,1.728000000000000000e+06,-7.876340000000000430e+01
3.826530000000000200e+02,1.657090000000000000e+06,-7.927219999999999800e+01
