# Wed Jun 28 18:12:00 2023
#  Frecuencia [Hz], Z [Ohm], Fase [deg]
2.000000000000000000e+01,2.315310000000000000e+08,-8.122329999999999472e+01
2.193299999999999983e+01,3.261630000000000000e+08,-8.026980000000000359e+01
2.405000000000000071e+01,2.347170000000000000e+08,-8.664339999999999975e+01
2.637590000000000146e+01,1.946220000000000000e+08,-8.803329999999999700e+01
2.892119999999999891e+01,1.555230000000000000e+08,-7.957240000000000180e+01
3.171249999999999858e+01,1.410660000000000000e+08,-9.113120000000000687e+01
3.478260000000000218e+01,1.164250000000000000e+08,-8.395199999999999818e+01
3.814370000000000260e+01,1.574960000000000000e+08,-1.035789999999999935e+02
4.182350000000000279e+01,1.131250000000000000e+08,-1.026979999999999933e+02
4.586449999999999960e+01,1.303200000000000000e+08,-8.329099999999999682e+01
5.029339999999999833e+01,8.009720000000000000e+07,-6.180290000000000106e+01
5.514710000000000178e+01,1.109750000000000000e+08,-6.817149999999999466e+01
6.048389999999999844e+01,1.087580000000000000e+08,-7.550079999999999814e+01
6.632769999999999300e+01,1.198190000000000000e+08,-9.224890000000000612e+01
7.272729999999999961e+01,5.850360000000000000e+07,-7.511260000000000048e+01
7.976600000000000534e+01,6.829950000000000000e+07,-8.662709999999999866e+01
8.743810000000000571e+01,6.883870000000000000e+07,-7.882529999999999859e+01
9.587730000000000530e+01,6.694000000000000000e+07,-9.181300000000000239e+01
1.051520000000000010e+02,4.671250000000000000e+07,-8.069079999999999586e+01
1.153400000000000034e+02,4.669660000000000000e+07,-7.749250000000000682e+01
1.265289999999999964e+02,4.293690000000000000e+07,-8.345950000000000557e+01
1.386959999999999980e+02,4.261480000000000000e+07,-8.797709999999999297e+01
1.521299999999999955e+02,3.680170000000000000e+07,-9.529460000000000264e+01
1.667589999999999861e+02,3.634840000000000000e+07,-9.061010000000000275e+01
1.828149999999999977e+02,3.222310000000000000e+07,-9.260509999999999309e+01
2.006690000000000111e+02,2.825580000000000000e+07,-8.718009999999999593e+01
2.199410000000000025e+02,2.455250000000000000e+07,-8.098029999999999973e+01
2.413520000000000039e+02,2.418010000000000000e+07,-8.942159999999999798e+01
2.645500000000000114e+02,2.153430000000000000e+07,-8.673029999999999973e+01
2.901349999999999909e+02,1.939350000000000000e+07,-8.959900000000000375e+01
3.184710000000000036e+02,1.884640000000000000e+07,-8.638519999999999754e+01
3.329630000000000223e+02,1.729540000000000000e+07,-8.498709999999999809e+01
3.488369999999999891e+02,1.685110000000000000e+07,-8.645099999999999341e+01
3.654080000000000155e+02,1.582070000000000000e+07,-8.634590000000000032e+01
3.826530000000000200e+02,1.593070000000000000e+07,-8.991330000000000666e+01
4.005339999999999918e+02,1.498500000000000000e+07,-8.987300000000000466e+01
4.195799999999999841e+02,1.359560000000000000e+07,-8.585429999999999495e+01
4.398829999999999814e+02,1.324780000000000000e+07,-8.579370000000000118e+01
4.608290000000000077e+02,1.283120000000000000e+07,-8.676590000000000202e+01
4.823149999999999977e+02,1.228980000000000000e+07,-8.822180000000000177e+01
5.050509999999999877e+02,1.184240000000000000e+07,-8.634579999999999700e+01
5.281689999999999827e+02,1.101610000000000000e+07,-8.740500000000000114e+01
5.545289999999999964e+02,1.081670000000000000e+07,-8.715930000000000177e+01
5.802709999999999582e+02,1.024750000000000000e+07,-8.587330000000000041e+01
6.072870000000000346e+02,9.853150000000000000e+06,-8.680910000000000082e+01
6.355929999999999609e+02,9.412020000000000000e+06,-8.637179999999999325e+01
6.651879999999999882e+02,8.684320000000000000e+06,-8.548839999999999861e+01
6.976739999999999782e+02,8.875440000000000000e+06,-8.473009999999999309e+01
7.299270000000000209e+02,8.154630000000000000e+06,-8.634810000000000230e+01
7.653060000000000400e+02,7.845160000000000000e+06,-8.518330000000000268e+01
8.000000000000000000e+02,7.480390000000000000e+06,-8.628520000000000323e+01
8.403360000000000127e+02,7.069400000000000000e+06,-8.693179999999999552e+01
8.771929999999999836e+02,6.856130000000000000e+06,-8.628279999999999461e+01
9.202450000000000045e+02,6.596360000000000000e+06,-8.652519999999999811e+01
9.615380000000000109e+02,6.292740000000000000e+06,-8.682989999999999498e+01
1.006710000000000036e+03,6.028130000000000000e+06,-8.597190000000000509e+01
1.060069999999999936e+03,5.799040000000000000e+06,-8.615850000000000364e+01
1.107009999999999991e+03,5.504440000000000000e+06,-8.654030000000000200e+01
1.158299999999999955e+03,5.215130000000000000e+06,-8.612739999999999441e+01
1.214569999999999936e+03,4.989750000000000000e+06,-8.562050000000000693e+01
