# Wed Jun 28 16:36:11 2023
#  Frecuencia [Hz], Z [Ohm], Fase [deg]
2.000000000000000000e+01,5.806000000000000000e+05,-1.215980000000000061e+00
2.193299999999999983e+01,5.697580000000000000e+05,-1.359459999999999891e+00
2.405000000000000071e+01,5.787870000000000000e+05,-1.550950000000000051e+00
2.637590000000000146e+01,5.696680000000000000e+05,-1.533320000000000016e+00
2.892119999999999891e+01,5.855320000000000000e+05,-1.817949999999999955e+00
3.171249999999999858e+01,5.798790000000000000e+05,-2.112200000000000077e+00
3.478260000000000218e+01,5.822580000000000000e+05,-2.169939999999999980e+00
3.814370000000000260e+01,5.690080000000000000e+05,-2.335739999999999927e+00
4.182350000000000279e+01,5.855740000000000000e+05,-2.497980000000000089e+00
4.586449999999999960e+01,5.805410000000000000e+05,-2.802150000000000141e+00
5.029339999999999833e+01,5.863760000000000000e+05,-2.955369999999999830e+00
5.514710000000000178e+01,5.669320000000000000e+05,-3.279889999999999972e+00
6.048389999999999844e+01,5.798120000000000000e+05,-3.621760000000000090e+00
6.632769999999999300e+01,5.815790000000000000e+05,-3.955979999999999830e+00
7.272729999999999961e+01,5.832250000000000000e+05,-4.220489999999999853e+00
7.976600000000000534e+01,5.694120000000000000e+05,-4.672010000000000218e+00
8.743810000000000571e+01,5.718420000000000000e+05,-5.056250000000000355e+00
9.587730000000000530e+01,5.901030000000000000e+05,-6.003639999999999866e+00
1.051520000000000010e+02,5.888150000000000000e+05,-6.241620000000000168e+00
1.153400000000000034e+02,5.726550000000000000e+05,-6.617119999999999891e+00
1.265289999999999964e+02,5.783720000000000000e+05,-7.308860000000000134e+00
1.386959999999999980e+02,5.734840000000000000e+05,-8.110920000000000130e+00
1.521299999999999955e+02,5.751930000000000000e+05,-9.518929999999999225e+00
1.667589999999999861e+02,5.705680000000000000e+05,-9.725880000000000081e+00
1.828149999999999977e+02,5.683670000000000000e+05,-1.047770000000000046e+01
2.006690000000000111e+02,5.802140000000000000e+05,-1.170790000000000042e+01
2.199410000000000025e+02,5.813500000000000000e+05,-1.298789999999999978e+01
2.413520000000000039e+02,5.654860000000000000e+05,-1.381220000000000070e+01
2.645500000000000114e+02,5.584310000000000000e+05,-1.493759999999999977e+01
2.901349999999999909e+02,5.527610000000000000e+05,-1.611080000000000112e+01
3.184710000000000036e+02,5.588630000000000000e+05,-1.799840000000000018e+01
3.329630000000000223e+02,5.555290000000000000e+05,-1.850329999999999941e+01
3.488369999999999891e+02,5.516070000000000000e+05,-1.960140000000000171e+01
3.654080000000000155e+02,5.497160000000000000e+05,-2.034140000000000015e+01
3.826530000000000200e+02,5.421400000000000000e+05,-2.128920000000000101e+01
4.005339999999999918e+02,5.413500000000000000e+05,-2.230430000000000135e+01
4.195799999999999841e+02,5.355680000000000000e+05,-2.275700000000000145e+01
4.398829999999999814e+02,5.243330000000000000e+05,-2.340800000000000125e+01
4.608290000000000077e+02,5.273510000000000000e+05,-2.487539999999999907e+01
4.823149999999999977e+02,5.176980000000000000e+05,-2.546809999999999974e+01
5.050509999999999877e+02,5.129300000000000000e+05,-2.633139999999999858e+01
5.281689999999999827e+02,5.044200000000000000e+05,-2.725799999999999912e+01
5.545289999999999964e+02,5.037360000000000000e+05,-2.894209999999999994e+01
5.802709999999999582e+02,4.870230000000000000e+05,-2.898329999999999984e+01
6.072870000000000346e+02,4.925510000000000000e+05,-3.089290000000000092e+01
6.355929999999999609e+02,4.875200000000000000e+05,-3.221249999999999858e+01
6.651879999999999882e+02,4.808240000000000000e+05,-3.323519999999999897e+01
6.976739999999999782e+02,4.748540000000000000e+05,-3.439359999999999928e+01
7.299270000000000209e+02,4.678580000000000000e+05,-3.560600000000000165e+01
7.653060000000000400e+02,4.499240000000000000e+05,-3.585220000000000340e+01
8.000000000000000000e+02,4.440100000000000000e+05,-3.725439999999999685e+01
8.403360000000000127e+02,4.337940000000000000e+05,-3.833760000000000190e+01
8.771929999999999836e+02,4.287010000000000000e+05,-3.978240000000000265e+01
9.202450000000000045e+02,4.199030000000000000e+05,-4.109309999999999974e+01
9.615380000000000109e+02,4.118010000000000000e+05,-4.219760000000000133e+01
1.006710000000000036e+03,4.042690000000000000e+05,-4.371009999999999707e+01
1.060069999999999936e+03,3.949600000000000000e+05,-4.544299999999999784e+01
1.107009999999999991e+03,3.898350000000000000e+05,-4.696359999999999957e+01
1.158299999999999955e+03,3.756390000000000000e+05,-4.731260000000000332e+01
1.214569999999999936e+03,3.664880000000000000e+05,-4.894469999999999743e+01
1.276599999999999909e+03,3.554890000000000000e+05,-5.022010000000000218e+01
1.327430000000000064e+03,3.482710000000000000e+05,-5.139090000000000202e+01
1.401869999999999891e+03,3.367990000000000000e+05,-5.263839999999999719e+01
1.456309999999999945e+03,3.277450000000000000e+05,-5.364860000000000184e+01
1.530609999999999900e+03,3.184660000000000000e+05,-5.510210000000000008e+01
1.595740000000000009e+03,3.078760000000000000e+05,-5.582359999999999900e+01
1.685390000000000100e+03,2.988950000000000000e+05,-5.791369999999999862e+01
1.764710000000000036e+03,2.885650000000000000e+05,-5.889889999999999759e+01
1.840490000000000009e+03,2.802700000000000000e+05,-6.002279999999999660e+01
1.935480000000000018e+03,2.688870000000000000e+05,-6.017849999999999966e+01
2.013420000000000073e+03,2.604120000000000000e+05,-6.150650000000000261e+01
2.127659999999999854e+03,2.502420000000000000e+05,-6.319100000000000250e+01
2.205880000000000109e+03,2.417530000000000000e+05,-6.332039999999999935e+01
2.307690000000000055e+03,2.344300000000000000e+05,-6.478889999999999816e+01
2.419349999999999909e+03,2.258880000000000000e+05,-6.591960000000000264e+01
2.542369999999999891e+03,2.168000000000000000e+05,-6.687709999999999866e+01
2.678570000000000164e+03,2.071560000000000000e+05,-6.775870000000000459e+01
2.803739999999999782e+03,1.966320000000000000e+05,-6.788899999999999579e+01
2.912619999999999891e+03,1.921350000000000000e+05,-6.902750000000000341e+01
3.061219999999999800e+03,1.835450000000000000e+05,-6.973959999999999582e+01
3.260869999999999891e+03,1.739770000000000000e+05,-7.066849999999999454e+01
3.409090000000000146e+03,1.676880000000000000e+05,-7.170659999999999457e+01
3.658539999999999964e+03,1.570370000000000000e+05,-7.247759999999999536e+01
3.846150000000000091e+03,1.498180000000000000e+05,-7.298720000000000141e+01
4.166670000000000073e+03,1.403520000000000000e+05,-7.412460000000000093e+01
4.411760000000000218e+03,1.321900000000000000e+05,-7.504479999999999507e+01
4.761899999999999636e+03,1.231380000000000000e+05,-7.593049999999999500e+01
5.172409999999999854e+03,1.140520000000000000e+05,-7.679680000000000462e+01
5.769229999999999563e+03,1.028640000000000000e+05,-7.803560000000000230e+01
6.250000000000000000e+03,9.534700000000000000e+04,-7.883990000000000009e+01
6.976739999999999782e+03,8.594619999999999709e+04,-7.994660000000000366e+01
7.317069999999999709e+03,8.203760000000000582e+04,-8.022709999999999297e+01
7.317069999999999709e+03,8.205869999999999709e+04,-8.026170000000000471e+01
7.500000000000000000e+03,8.016769999999999709e+04,-8.039289999999999736e+01
7.894739999999999782e+03,7.626580000000000291e+04,-8.080360000000000298e+01
8.108109999999999673e+03,7.432860000000000582e+04,-8.094280000000000541e+01
8.333329999999999927e+03,7.239180000000000291e+04,-8.133809999999999718e+01
8.333329999999999927e+03,7.243800000000000000e+04,-8.129120000000000346e+01
8.823530000000000655e+03,6.854550000000000000e+04,-8.173900000000000432e+01
9.090909999999999854e+03,6.654100000000000000e+04,-8.170600000000000307e+01
9.375000000000000000e+03,6.456900000000000000e+04,-8.194259999999999877e+01
9.375000000000000000e+03,6.460819999999999709e+04,-8.188830000000000098e+01
1.000000000000000000e+04,6.062000000000000000e+04,-8.233110000000000639e+01
1.000000000000000000e+04,6.063309999999999854e+04,-8.231149999999999523e+01
1.034479999999999927e+04,5.870209999999999854e+04,-8.251349999999999341e+01
1.111110000000000036e+04,5.480919999999999709e+04,-8.307710000000000150e+01
1.111110000000000036e+04,5.474550000000000000e+04,-8.305190000000000339e+01
1.200000000000000000e+04,5.079509999999999854e+04,-8.326829999999999643e+01
1.200000000000000000e+04,5.079419999999999709e+04,-8.330320000000000391e+01
1.250000000000000000e+04,4.883819999999999709e+04,-8.358729999999999905e+01
1.363639999999999964e+04,4.483569999999999709e+04,-8.385339999999999350e+01
1.428570000000000073e+04,4.285100000000000000e+04,-8.417820000000000391e+01
1.428570000000000073e+04,4.284040000000000146e+04,-8.412080000000000268e+01
1.500000000000000000e+04,4.083890000000000146e+04,-8.430010000000000048e+01
1.666670000000000073e+04,3.683569999999999709e+04,-8.467789999999999395e+01
1.764709999999999854e+04,3.481069999999999709e+04,-8.481600000000000250e+01
1.875000000000000000e+04,3.282169999999999709e+04,-8.498890000000000100e+01
1.875000000000000000e+04,3.280250000000000000e+04,-8.493179999999999552e+01
2.000000000000000000e+04,3.079420000000000073e+04,-8.513209999999999411e+01
2.307690000000000146e+04,2.674550000000000000e+04,-8.548909999999999343e+01
2.307690000000000146e+04,2.675050000000000000e+04,-8.552729999999999677e+01
2.500000000000000000e+04,2.472229999999999927e+04,-8.568930000000000291e+01
2.727270000000000073e+04,2.266609999999999854e+04,-8.591190000000000282e+01
2.727270000000000073e+04,2.266520000000000073e+04,-8.593219999999999459e+01
2.857140000000000146e+04,2.165520000000000073e+04,-8.590529999999999688e+01
3.000000000000000000e+04,2.063720000000000073e+04,-8.597880000000000678e+01
3.157890000000000146e+04,1.962290000000000146e+04,-8.602419999999999334e+01
3.333330000000000291e+04,1.860029999999999927e+04,-8.613670000000000471e+01
3.529409999999999854e+04,1.758820000000000073e+04,-8.613460000000000605e+01
3.750000000000000000e+04,1.655959999999999854e+04,-8.619610000000000127e+01
4.000000000000000000e+04,1.553750000000000000e+04,-8.624769999999999470e+01
4.285709999999999854e+04,1.451920000000000073e+04,-8.628119999999999834e+01
4.615380000000000291e+04,1.349620000000000073e+04,-8.633599999999999852e+01
5.000000000000000000e+04,1.245720000000000073e+04,-8.639860000000000184e+01
5.217390000000000146e+04,1.193950000000000000e+04,-8.635110000000000241e+01
5.714290000000000146e+04,1.090500000000000000e+04,-8.636270000000000380e+01
6.000000000000000000e+04,1.039320000000000073e+04,-8.631759999999999877e+01
6.000000000000000000e+04,1.039520000000000073e+04,-8.632580000000000098e+01
6.666669999999999709e+04,9.421129999999999200e+03,-8.625809999999999889e+01
7.058819999999999709e+04,8.908930000000000291e+03,-8.621200000000000330e+01
7.058819999999999709e+04,8.907209999999999127e+03,-8.623460000000000036e+01
7.500000000000000000e+04,8.393629999999999200e+03,-8.618110000000000070e+01
8.000000000000000000e+04,7.876380000000000109e+03,-8.610580000000000211e+01
9.230769999999999709e+04,6.845180000000000291e+03,-8.591310000000000002e+01
1.000000000000000000e+05,6.327779999999999745e+03,-8.575950000000000273e+01
1.000000000000000000e+05,6.328149999999999636e+03,-8.576290000000000191e+01
1.090910000000000000e+05,5.810199999999999818e+03,-8.561169999999999902e+01
1.142860000000000000e+05,5.550250000000000000e+03,-8.549609999999999843e+01
1.200000000000000000e+05,5.290130000000000109e+03,-8.538660000000000139e+01
1.200000000000000000e+05,5.289850000000000364e+03,-8.540200000000000102e+01
1.333330000000000000e+05,4.772569999999999709e+03,-8.511780000000000257e+01
1.333330000000000000e+05,4.772739999999999782e+03,-8.511390000000000100e+01
1.411760000000000000e+05,4.513640000000000327e+03,-8.492770000000000152e+01
1.500000000000000000e+05,4.257449999999999818e+03,-8.476449999999999818e+01
1.600000000000000000e+05,4.000139999999999873e+03,-8.456040000000000134e+01
1.846150000000000000e+05,3.483750000000000000e+03,-8.406250000000000000e+01
1.846150000000000000e+05,3.484019999999999982e+03,-8.407829999999999870e+01
2.000000000000000000e+05,3.224650000000000091e+03,-8.378369999999999607e+01
