# Wed Jun 28 20:02:27 2023
#  Frecuencia [Hz], Z [Ohm], Fase [deg]
2.000000000000000000e+01,1.664490000000000009e+03,5.717590000000000172e-02
2.193299999999999983e+01,1.663440000000000055e+03,4.947990000000000027e-02
2.405000000000000071e+01,1.663240000000000009e+03,4.872470000000000273e-02
2.637590000000000146e+01,1.662970000000000027e+03,5.007629999999999720e-02
2.892119999999999891e+01,1.661980000000000018e+03,4.510680000000000245e-02
3.171249999999999858e+01,1.662279999999999973e+03,4.325770000000000309e-02
3.478260000000000218e+01,1.662230000000000018e+03,4.296880000000000144e-02
3.814370000000000260e+01,1.661390000000000100e+03,4.287900000000000045e-02
4.182350000000000279e+01,1.661809999999999945e+03,4.675470000000000320e-02
4.586449999999999960e+01,1.661319999999999936e+03,4.290809999999999763e-02
5.029339999999999833e+01,1.661910000000000082e+03,3.628540000000000237e-02
5.514710000000000178e+01,1.660369999999999891e+03,3.062190000000000051e-02
6.048389999999999844e+01,1.660829999999999927e+03,2.740659999999999971e-02
6.632769999999999300e+01,1.660789999999999964e+03,3.008989999999999929e-02
7.272729999999999961e+01,1.660910000000000082e+03,3.124149999999999844e-02
7.976600000000000534e+01,1.659829999999999927e+03,1.788740000000000122e-02
8.743810000000000571e+01,1.660359999999999900e+03,1.795120000000000049e-02
9.587730000000000530e+01,1.659940000000000055e+03,1.683290000000000047e-03
1.051520000000000010e+02,1.659609999999999900e+03,-2.602339999999999862e-03
1.153400000000000034e+02,1.659390000000000100e+03,-2.172340000000000035e-02
1.265289999999999964e+02,1.659150000000000091e+03,-3.248020000000000074e-02
1.386959999999999980e+02,1.659730000000000018e+03,-2.877750000000000100e-02
1.521299999999999955e+02,1.661609999999999900e+03,-4.440329999999999971e-02
1.667589999999999861e+02,1.662130000000000109e+03,-5.050759999999999972e-02
1.828149999999999977e+02,1.663509999999999991e+03,-5.855099999999999888e-02
2.006690000000000111e+02,1.650980000000000018e+03,-6.691709999999999325e-02
2.199410000000000025e+02,1.653890000000000100e+03,-7.878400000000000680e-02
2.413520000000000039e+02,1.660599999999999909e+03,-1.233010000000000009e-02
