# Wed Jun 28 19:13:44 2023
#  Frecuencia [Hz], Z [Ohm], Fase [deg]
2.000000000000000000e+01,2.876809999999999945e+03,4.839550000000000102e-02
2.193299999999999983e+01,2.901809999999999945e+03,5.520459999999999950e-02
2.405000000000000071e+01,2.912300000000000182e+03,3.533200000000000229e-02
2.637590000000000146e+01,2.871369999999999891e+03,3.853450000000000018e-03
2.892119999999999891e+01,2.932650000000000091e+03,4.709019999999999873e-02
3.171249999999999858e+01,2.932280000000000200e+03,-7.107930000000000368e-04
3.478260000000000218e+01,2.931690000000000055e+03,2.383069999999999980e-02
3.814370000000000260e+01,2.877809999999999945e+03,2.785680000000000101e-02
4.182350000000000279e+01,2.879429999999999836e+03,2.436040000000000080e-02
4.586449999999999960e+01,2.893800000000000182e+03,7.797019999999999992e-03
5.029339999999999833e+01,2.900550000000000182e+03,1.364079999999999980e-02
5.514710000000000178e+01,2.883869999999999891e+03,3.210310000000000247e-02
6.048389999999999844e+01,2.900099999999999909e+03,-8.817089999999999650e-03
6.632769999999999300e+01,2.904719999999999800e+03,3.033880000000000084e-03
7.272729999999999961e+01,2.893219999999999800e+03,3.610889999999999933e-02
7.976600000000000534e+01,2.897070000000000164e+03,-5.237139999999999851e-02
8.743810000000000571e+01,2.896230000000000018e+03,-1.497479999999999992e-02
9.587730000000000530e+01,2.861760000000000218e+03,-3.454089999999999938e-02
1.051520000000000010e+02,2.912280000000000200e+03,-3.556279999999999858e-02
1.153400000000000034e+02,2.918909999999999854e+03,-2.584710000000000132e-02
1.265289999999999964e+02,2.899670000000000073e+03,-1.997169999999999935e-03
1.386959999999999980e+02,2.912920000000000073e+03,-5.534459999999999727e-03
1.521299999999999955e+02,2.866750000000000000e+03,-4.362010000000000193e-02
1.667589999999999861e+02,2.897889999999999873e+03,-3.757599999999999829e-02
1.828149999999999977e+02,2.884119999999999891e+03,-5.164130000000000109e-02
2.006690000000000111e+02,2.910369999999999891e+03,-4.627300000000000163e-02
2.199410000000000025e+02,2.906300000000000182e+03,-3.509450000000000069e-02
2.413520000000000039e+02,2.918539999999999964e+03,-7.058960000000000234e-02
2.645500000000000114e+02,2.943030000000000200e+03,-4.948580000000000340e-02
2.901349999999999909e+02,2.921389999999999873e+03,-8.506249999999999922e-02
3.184710000000000036e+02,2.876809999999999945e+03,-1.136130000000000057e-01
3.329630000000000223e+02,2.889440000000000055e+03,-9.193339999999999845e-02
3.488369999999999891e+02,2.895510000000000218e+03,-7.568750000000000477e-02
3.654080000000000155e+02,2.907070000000000164e+03,-9.149169999999999525e-02
3.826530000000000200e+02,2.899340000000000146e+03,-9.285219999999999585e-02
4.005339999999999918e+02,2.896690000000000055e+03,-8.042749999999999899e-02
4.195799999999999841e+02,2.885030000000000200e+03,-1.222509999999999986e-01
4.398829999999999814e+02,2.867840000000000146e+03,-1.170869999999999966e-01
4.608290000000000077e+02,2.878969999999999800e+03,-1.002289999999999986e-01
4.823149999999999977e+02,2.873969999999999800e+03,-1.424950000000000105e-01
5.050509999999999877e+02,2.860010000000000218e+03,-1.568120000000000069e-01
5.281689999999999827e+02,2.861719999999999800e+03,-1.330260000000000054e-01
5.545289999999999964e+02,2.878619999999999891e+03,-1.617800000000000071e-01
5.802709999999999582e+02,2.867409999999999854e+03,-1.471210000000000018e-01
6.072870000000000346e+02,2.855610000000000127e+03,-1.668260000000000021e-01
6.355929999999999609e+02,2.820050000000000182e+03,-1.601899999999999991e-01
6.651879999999999882e+02,2.829110000000000127e+03,-1.865670000000000106e-01
6.976739999999999782e+02,2.847480000000000018e+03,-1.930389999999999884e-01
7.299270000000000209e+02,2.829639999999999873e+03,-1.438840000000000119e-01
7.653060000000000400e+02,2.821320000000000164e+03,-1.949829999999999897e-01
8.000000000000000000e+02,2.793510000000000218e+03,-2.352080000000000004e-01
8.403360000000000127e+02,2.783230000000000018e+03,-2.444250000000000034e-01
8.771929999999999836e+02,2.763730000000000018e+03,-2.244460000000000066e-01
9.202450000000000045e+02,2.760739999999999782e+03,-2.565850000000000075e-01
9.615380000000000109e+02,2.771309999999999945e+03,-2.475489999999999913e-01
1.006710000000000036e+03,2.791400000000000091e+03,-2.730879999999999974e-01
1.060069999999999936e+03,2.771869999999999891e+03,-2.832939999999999903e-01
1.107009999999999991e+03,2.778900000000000091e+03,-2.987349999999999728e-01
1.158299999999999955e+03,2.774969999999999800e+03,-3.045619999999999994e-01
1.214569999999999936e+03,2.766820000000000164e+03,-3.233570000000000055e-01
1.276599999999999909e+03,2.772920000000000073e+03,-3.464820000000000122e-01
1.327430000000000064e+03,2.758829999999999927e+03,-3.498640000000000083e-01
1.401869999999999891e+03,2.768710000000000036e+03,-3.780899999999999817e-01
1.456309999999999945e+03,2.754989999999999782e+03,-3.855999999999999983e-01
1.530609999999999900e+03,2.757230000000000018e+03,-4.215389999999999970e-01
1.595740000000000009e+03,2.746789999999999964e+03,-4.226639999999999842e-01
1.685390000000000100e+03,2.738230000000000018e+03,-4.678720000000000101e-01
1.764710000000000036e+03,2.728659999999999854e+03,-4.686660000000000270e-01
1.840490000000000009e+03,2.733119999999999891e+03,-4.880390000000000006e-01
1.935480000000000018e+03,2.709460000000000036e+03,-5.361909999999999732e-01
2.013420000000000073e+03,2.728300000000000182e+03,-5.211160000000000236e-01
2.127659999999999854e+03,2.733989999999999782e+03,-5.737879999999999647e-01
2.205880000000000109e+03,2.691429999999999836e+03,-5.957740000000000258e-01
2.307690000000000055e+03,2.722289999999999964e+03,-6.179580000000000073e-01
2.419349999999999909e+03,2.711739999999999782e+03,-6.591700000000000337e-01
2.542369999999999891e+03,2.709480000000000018e+03,-6.749460000000000459e-01
2.678570000000000164e+03,2.688449999999999818e+03,-7.274080000000000545e-01
2.803739999999999782e+03,2.673349999999999909e+03,-7.625999999999999446e-01
2.912619999999999891e+03,2.686809999999999945e+03,-7.576589999999999714e-01
3.061219999999999800e+03,2.675769999999999982e+03,-8.244000000000000217e-01
3.260869999999999891e+03,2.650250000000000000e+03,-8.914889999999999759e-01
3.409090000000000146e+03,2.673780000000000200e+03,-9.340220000000000189e-01
3.658539999999999964e+03,2.656150000000000091e+03,-9.722269999999999524e-01
3.846150000000000091e+03,2.650690000000000055e+03,-1.040110000000000090e+00
4.166670000000000073e+03,2.670809999999999945e+03,-1.138260000000000050e+00
4.411760000000000218e+03,2.658190000000000055e+03,-1.189589999999999925e+00
4.761899999999999636e+03,2.645429999999999836e+03,-1.280540000000000012e+00
5.172409999999999854e+03,2.654199999999999818e+03,-1.397669999999999968e+00
5.769229999999999563e+03,2.640670000000000073e+03,-1.543490000000000029e+00
6.250000000000000000e+03,2.627829999999999927e+03,-1.676779999999999937e+00
6.976739999999999782e+03,2.637630000000000109e+03,-1.857029999999999959e+00
7.317069999999999709e+03,2.625059999999999945e+03,-1.958879999999999955e+00
7.317069999999999709e+03,2.628989999999999782e+03,-1.961370000000000058e+00
7.500000000000000000e+03,2.632530000000000200e+03,-2.009230000000000071e+00
7.894739999999999782e+03,2.611699999999999818e+03,-2.114079999999999959e+00
8.108109999999999673e+03,2.593739999999999782e+03,-2.178469999999999906e+00
8.333329999999999927e+03,2.607059999999999945e+03,-2.231990000000000141e+00
8.333329999999999927e+03,2.609699999999999818e+03,-2.225620000000000154e+00
8.823530000000000655e+03,2.611650000000000091e+03,-2.356020000000000003e+00
9.090909999999999854e+03,2.605130000000000109e+03,-2.441089999999999982e+00
9.375000000000000000e+03,2.598570000000000164e+03,-2.538479999999999848e+00
9.375000000000000000e+03,2.595190000000000055e+03,-2.515909999999999869e+00
1.000000000000000000e+04,2.568019999999999982e+03,-2.683320000000000149e+00
1.000000000000000000e+04,2.549980000000000018e+03,-2.701839999999999797e+00
1.034479999999999927e+04,2.535719999999999800e+03,-2.823319999999999830e+00
1.111110000000000036e+04,2.533250000000000000e+03,-3.008189999999999920e+00
1.111110000000000036e+04,2.517059999999999945e+03,-3.021040000000000170e+00
1.200000000000000000e+04,2.525469999999999800e+03,-3.234890000000000043e+00
1.200000000000000000e+04,2.508000000000000000e+03,-3.247739999999999849e+00
1.250000000000000000e+04,2.505769999999999982e+03,-3.369749999999999801e+00
1.363639999999999964e+04,2.478980000000000018e+03,-3.690220000000000056e+00
1.428570000000000073e+04,2.486809999999999945e+03,-3.883539999999999992e+00
1.428570000000000073e+04,2.483000000000000000e+03,-3.866530000000000022e+00
1.500000000000000000e+04,2.483489999999999782e+03,-4.043899999999999828e+00
1.666670000000000073e+04,2.461550000000000182e+03,-4.472660000000000302e+00
1.764709999999999854e+04,2.474389999999999873e+03,-4.754139999999999588e+00
1.875000000000000000e+04,2.474989999999999782e+03,-5.009059999999999846e+00
1.875000000000000000e+04,2.465409999999999854e+03,-5.033660000000000245e+00
2.000000000000000000e+04,2.471250000000000000e+03,-5.349300000000000388e+00
2.307690000000000146e+04,2.461539999999999964e+03,-6.149659999999999904e+00
2.307690000000000146e+04,2.479929999999999836e+03,-6.121570000000000178e+00
2.500000000000000000e+04,2.476719999999999800e+03,-6.634439999999999671e+00
2.727270000000000073e+04,2.465340000000000146e+03,-7.199919999999999654e+00
2.727270000000000073e+04,2.445369999999999891e+03,-7.232359999999999900e+00
2.857140000000000146e+04,2.452460000000000036e+03,-7.548499999999999766e+00
3.000000000000000000e+04,2.442239999999999782e+03,-7.904029999999999667e+00
3.157890000000000146e+04,2.446920000000000073e+03,-8.297510000000000829e+00
3.333330000000000291e+04,2.445829999999999927e+03,-8.725730000000000430e+00
3.529409999999999854e+04,2.445119999999999891e+03,-9.201299999999999812e+00
3.750000000000000000e+04,2.430599999999999909e+03,-9.756169999999999121e+00
4.000000000000000000e+04,2.412840000000000146e+03,-1.037090000000000067e+01
4.285709999999999854e+04,2.397199999999999818e+03,-1.106090000000000018e+01
4.615380000000000291e+04,2.381449999999999818e+03,-1.185500000000000043e+01
5.000000000000000000e+04,2.363489999999999782e+03,-1.273160000000000025e+01
5.217390000000000146e+04,2.342909999999999854e+03,-1.326040000000000063e+01
5.714290000000000146e+04,2.321900000000000091e+03,-1.437930000000000064e+01
6.000000000000000000e+04,2.307130000000000109e+03,-1.500070000000000014e+01
6.000000000000000000e+04,2.311840000000000146e+03,-1.499070000000000036e+01
6.666669999999999709e+04,2.278840000000000146e+03,-1.634789999999999921e+01
7.058819999999999709e+04,2.256960000000000036e+03,-1.721369999999999933e+01
7.058819999999999709e+04,2.253630000000000109e+03,-1.722599999999999909e+01
7.500000000000000000e+04,2.223280000000000200e+03,-1.810259999999999891e+01
8.000000000000000000e+04,2.190760000000000218e+03,-1.907499999999999929e+01
