# Wed Jun 28 16:06:32 2023
#  Frecuencia [Hz], Z [Ohm], Fase [deg]
2.000000000000000000e+01,6.880070000000000000e+06,-1.378659999999999997e+01
2.193299999999999983e+01,7.106430000000000000e+06,-1.506700000000000017e+01
2.405000000000000071e+01,6.812950000000000000e+06,-1.617060000000000031e+01
2.637590000000000146e+01,6.504350000000000000e+06,-1.721039999999999992e+01
2.892119999999999891e+01,6.611240000000000000e+06,-1.950609999999999999e+01
3.171249999999999858e+01,6.405910000000000000e+06,-2.009590000000000032e+01
3.478260000000000218e+01,6.012890000000000000e+06,-2.061199999999999832e+01
3.814370000000000260e+01,6.088510000000000000e+06,-2.188459999999999894e+01
4.182350000000000279e+01,5.925780000000000000e+06,-2.427430000000000021e+01
4.586449999999999960e+01,5.745100000000000000e+06,-2.685869999999999891e+01
5.029339999999999833e+01,5.949150000000000000e+06,-3.132310000000000016e+01
5.514710000000000178e+01,5.699110000000000000e+06,-3.129060000000000130e+01
6.048389999999999844e+01,5.760580000000000000e+06,-3.455190000000000339e+01
6.632769999999999300e+01,5.408530000000000000e+06,-3.596790000000000020e+01
7.272729999999999961e+01,5.392650000000000000e+06,-3.941470000000000340e+01
7.976600000000000534e+01,4.922870000000000000e+06,-3.988750000000000284e+01
8.743810000000000571e+01,4.958600000000000000e+06,-4.418299999999999983e+01
9.587730000000000530e+01,4.702590000000000000e+06,-4.776010000000000133e+01
1.051520000000000010e+02,4.336470000000000000e+06,-4.784389999999999787e+01
1.153400000000000034e+02,4.190800000000000000e+06,-5.023940000000000339e+01
1.265289999999999964e+02,4.042720000000000000e+06,-5.380250000000000199e+01
1.386959999999999980e+02,3.641930000000000000e+06,-5.458489999999999753e+01
1.521299999999999955e+02,3.463560000000000000e+06,-5.708319999999999794e+01
1.667589999999999861e+02,3.256730000000000000e+06,-5.990189999999999770e+01
1.828149999999999977e+02,3.114000000000000000e+06,-6.324179999999999779e+01
2.006690000000000111e+02,2.849980000000000000e+06,-6.459780000000000655e+01
2.199410000000000025e+02,2.610860000000000000e+06,-6.716140000000000043e+01
2.413520000000000039e+02,2.411110000000000000e+06,-6.717100000000000648e+01
2.645500000000000114e+02,2.254280000000000000e+06,-6.944509999999999650e+01
2.901349999999999909e+02,2.065590000000000000e+06,-7.005949999999999989e+01
3.184710000000000036e+02,1.904290000000000000e+06,-7.174649999999999750e+01
3.329630000000000223e+02,1.836300000000000000e+06,-7.245539999999999736e+01
3.488369999999999891e+02,1.761420000000000000e+06,-7.320910000000000650e+01
3.654080000000000155e+02,1.683360000000000000e+06,-7.389170000000000016e+01
3.826530000000000200e+02,1.613870000000000000e+06,-7.397050000000000125e+01
4.005339999999999918e+02,1.552880000000000000e+06,-7.505740000000000123e+01
4.195799999999999841e+02,1.489990000000000000e+06,-7.499819999999999709e+01
4.398829999999999814e+02,1.425330000000000000e+06,-7.659130000000000393e+01
4.608290000000000077e+02,1.364840000000000000e+06,-7.682179999999999609e+01
4.823149999999999977e+02,1.307240000000000000e+06,-7.724710000000000321e+01
5.050509999999999877e+02,1.257150000000000000e+06,-7.757450000000000045e+01
5.281689999999999827e+02,1.200020000000000000e+06,-7.835030000000000427e+01
5.545289999999999964e+02,1.151300000000000000e+06,-7.894970000000000709e+01
5.802709999999999582e+02,1.097050000000000000e+06,-7.852190000000000225e+01
6.072870000000000346e+02,1.049000000000000000e+06,-7.904999999999999716e+01
6.355929999999999609e+02,1.004600000000000000e+06,-8.025809999999999889e+01
6.651879999999999882e+02,9.630450000000000000e+05,-8.027960000000000207e+01
6.976739999999999782e+02,9.222240000000000000e+05,-8.036289999999999623e+01
7.299270000000000209e+02,8.845880000000000000e+05,-8.062520000000000664e+01
7.653060000000000400e+02,8.418480000000000000e+05,-8.077639999999999532e+01
8.000000000000000000e+02,8.058680000000000000e+05,-8.124290000000000589e+01
8.403360000000000127e+02,7.687600000000000000e+05,-8.129359999999999786e+01
8.771929999999999836e+02,7.390290000000000000e+05,-8.167300000000000182e+01
9.202450000000000045e+02,7.051400000000000000e+05,-8.212770000000000437e+01
9.615380000000000109e+02,6.811030000000000000e+05,-8.212619999999999720e+01
1.006710000000000036e+03,6.457080000000000000e+05,-8.240590000000000259e+01
1.060069999999999936e+03,6.157070000000000000e+05,-8.268500000000000227e+01
1.107009999999999991e+03,5.907580000000000000e+05,-8.320099999999999341e+01
1.158299999999999955e+03,5.634190000000000000e+05,-8.362439999999999429e+01
1.214569999999999936e+03,5.399760000000000000e+05,-8.342300000000000182e+01
1.276599999999999909e+03,5.132260000000000000e+05,-8.372419999999999618e+01
