# Wed Jun 28 16:42:01 2023
#  Frecuencia [Hz], Z [Ohm], Fase [deg]
2.000000000000000000e+01,6.721030000000000000e+05,-1.307390000000000052e+00
2.193299999999999983e+01,6.454180000000000000e+05,-1.286389999999999922e+00
2.405000000000000071e+01,6.518200000000000000e+05,-1.560489999999999933e+00
2.637590000000000146e+01,6.544510000000000000e+05,-1.890430000000000055e+00
2.892119999999999891e+01,6.606990000000000000e+05,-2.035709999999999908e+00
3.171249999999999858e+01,6.775420000000000000e+05,-2.279349999999999987e+00
3.478260000000000218e+01,6.787960000000000000e+05,-2.573469999999999924e+00
3.814370000000000260e+01,6.753890000000000000e+05,-2.774719999999999853e+00
4.182350000000000279e+01,6.517860000000000000e+05,-2.779440000000000133e+00
4.586449999999999960e+01,6.494830000000000000e+05,-3.130180000000000184e+00
5.029339999999999833e+01,6.715510000000000000e+05,-3.859919999999999796e+00
5.514710000000000178e+01,6.763330000000000000e+05,-3.845629999999999882e+00
6.048389999999999844e+01,6.832220000000000000e+05,-4.121019999999999683e+00
6.632769999999999300e+01,6.568310000000000000e+05,-4.321209999999999773e+00
7.272729999999999961e+01,6.758070000000000000e+05,-5.105660000000000309e+00
7.976600000000000534e+01,6.504240000000000000e+05,-5.335149999999999615e+00
8.743810000000000571e+01,6.612870000000000000e+05,-5.935190000000000410e+00
9.587730000000000530e+01,6.761910000000000000e+05,-6.457379999999999676e+00
1.051520000000000010e+02,6.596230000000000000e+05,-7.388700000000000045e+00
1.153400000000000034e+02,6.548440000000000000e+05,-7.576839999999999797e+00
1.265289999999999964e+02,6.735910000000000000e+05,-8.404479999999999507e+00
1.386959999999999980e+02,6.752280000000000000e+05,-1.003560000000000052e+01
1.521299999999999955e+02,6.640210000000000000e+05,-1.036749999999999972e+01
1.667589999999999861e+02,6.659820000000000000e+05,-1.133300000000000018e+01
1.828149999999999977e+02,6.601320000000000000e+05,-1.225549999999999962e+01
2.006690000000000111e+02,6.523280000000000000e+05,-1.243350000000000044e+01
2.199410000000000025e+02,6.327370000000000000e+05,-1.414259999999999984e+01
