# Wed Jun 28 18:50:06 2023
#  Frecuencia [Hz], Z [Ohm], Fase [deg]
2.000000000000000000e+01,3.685150000000000000e+07,-7.893300000000000693e+01
2.193299999999999983e+01,3.448540000000000000e+07,-8.067419999999999902e+01
2.405000000000000071e+01,2.961780000000000000e+07,-8.195619999999999550e+01
2.637590000000000146e+01,2.741830000000000000e+07,-8.310290000000000532e+01
2.892119999999999891e+01,2.448310000000000000e+07,-8.421880000000000166e+01
3.171249999999999858e+01,2.217290000000000000e+07,-8.245310000000000628e+01
3.478260000000000218e+01,1.984860000000000000e+07,-8.696269999999999811e+01
3.814370000000000260e+01,1.790580000000000000e+07,-8.642829999999999302e+01
4.182350000000000279e+01,1.655910000000000000e+07,-8.172560000000000002e+01
4.586449999999999960e+01,1.544530000000000000e+07,-8.370560000000000400e+01
5.029339999999999833e+01,1.399990000000000000e+07,-8.867119999999999891e+01
5.514710000000000178e+01,1.327850000000000000e+07,-8.448120000000000118e+01
6.048389999999999844e+01,1.226380000000000000e+07,-8.717789999999999395e+01
6.632769999999999300e+01,1.168530000000000000e+07,-8.520029999999999859e+01
7.272729999999999961e+01,1.039870000000000000e+07,-8.864749999999999375e+01
7.976600000000000534e+01,9.344600000000000000e+06,-8.691479999999999961e+01
8.743810000000000571e+01,8.306240000000000000e+06,-8.551139999999999475e+01
9.587730000000000530e+01,7.760850000000000000e+06,-8.580429999999999779e+01
1.051520000000000010e+02,7.091970000000000000e+06,-8.539969999999999573e+01
1.153400000000000034e+02,6.530970000000000000e+06,-8.685160000000000480e+01
1.265289999999999964e+02,5.841520000000000000e+06,-8.685729999999999507e+01
1.386959999999999980e+02,5.366250000000000000e+06,-8.730299999999999727e+01
1.521299999999999955e+02,4.939800000000000000e+06,-8.775060000000000571e+01
1.667589999999999861e+02,4.433660000000000000e+06,-8.820480000000000587e+01
1.828149999999999977e+02,4.084290000000000000e+06,-8.740030000000000143e+01
2.006690000000000111e+02,3.737780000000000000e+06,-8.788309999999999889e+01
2.199410000000000025e+02,3.393550000000000000e+06,-8.819379999999999598e+01
2.413520000000000039e+02,3.122340000000000000e+06,-8.824519999999999698e+01
2.645500000000000114e+02,2.856980000000000000e+06,-8.811889999999999645e+01
2.901349999999999909e+02,2.607680000000000000e+06,-8.835280000000000200e+01
3.184710000000000036e+02,2.370840000000000000e+06,-8.802530000000000143e+01
