# Wed Jun 28 17:02:53 2023
#  Frecuencia [Hz], Z [Ohm], Fase [deg]
2.000000000000000000e+01,1.060700000000000000e+07,-8.741060000000000230e+01
2.193299999999999983e+01,1.063320000000000000e+07,-8.542069999999999652e+01
2.405000000000000071e+01,9.635080000000000000e+06,-8.641219999999999857e+01
2.637590000000000146e+01,8.897460000000000000e+06,-8.701239999999999952e+01
2.892119999999999891e+01,8.628820000000000000e+06,-8.779590000000000316e+01
3.171249999999999858e+01,7.653290000000000000e+06,-8.851479999999999393e+01
3.478260000000000218e+01,6.264150000000000000e+06,-8.803640000000000043e+01
3.814370000000000260e+01,6.357440000000000000e+06,-8.802039999999999509e+01
4.182350000000000279e+01,6.131350000000000000e+06,-9.093309999999999604e+01
4.586449999999999960e+01,5.399450000000000000e+06,-8.874519999999999698e+01
5.029339999999999833e+01,5.000960000000000000e+06,-9.098029999999999973e+01
5.514710000000000178e+01,4.312050000000000000e+06,-8.755180000000000007e+01
6.048389999999999844e+01,3.892600000000000000e+06,-8.561469999999999914e+01
6.632769999999999300e+01,3.403100000000000000e+06,-8.700469999999999970e+01
7.272729999999999961e+01,3.407650000000000000e+06,-8.748980000000000246e+01
7.976600000000000534e+01,3.006500000000000000e+06,-8.539239999999999498e+01
8.743810000000000571e+01,2.757340000000000000e+06,-8.620740000000000691e+01
9.587730000000000530e+01,2.614350000000000000e+06,-8.484470000000000312e+01
1.051520000000000010e+02,2.268090000000000000e+06,-8.255490000000000350e+01
1.153400000000000034e+02,2.090940000000000000e+06,-8.241209999999999525e+01
1.265289999999999964e+02,1.958320000000000000e+06,-8.477809999999999491e+01
1.386959999999999980e+02,1.792070000000000000e+06,-8.327859999999999729e+01
1.521299999999999955e+02,1.582460000000000000e+06,-8.361159999999999570e+01
1.667589999999999861e+02,1.507050000000000000e+06,-8.280899999999999750e+01
1.828149999999999977e+02,1.355120000000000000e+06,-8.205519999999999925e+01
2.006690000000000111e+02,1.258150000000000000e+06,-8.231010000000000559e+01
