# Wed Jun 28 17:17:51 2023
#  Frecuencia [Hz], Z [Ohm], Fase [deg]
2.000000000000000000e+01,1.209350000000000000e+07,-8.220080000000000098e+01
2.193299999999999983e+01,1.122190000000000000e+07,-8.026340000000000430e+01
2.405000000000000071e+01,9.526330000000000000e+06,-8.458419999999999561e+01
2.637590000000000146e+01,8.883410000000000000e+06,-8.431499999999999773e+01
2.892119999999999891e+01,8.033710000000000000e+06,-8.291270000000000095e+01
3.171249999999999858e+01,7.452160000000000000e+06,-8.469719999999999516e+01
3.478260000000000218e+01,6.563410000000000000e+06,-8.360349999999999682e+01
3.814370000000000260e+01,6.733160000000000000e+06,-8.122390000000000043e+01
4.182350000000000279e+01,6.143440000000000000e+06,-8.518569999999999709e+01
4.586449999999999960e+01,5.342970000000000000e+06,-8.744559999999999889e+01
5.029339999999999833e+01,5.194480000000000000e+06,-8.570820000000000505e+01
5.514710000000000178e+01,4.272880000000000000e+06,-8.524720000000000653e+01
6.048389999999999844e+01,3.908980000000000000e+06,-8.253900000000000148e+01
6.632769999999999300e+01,3.430480000000000000e+06,-8.099699999999999989e+01
7.272729999999999961e+01,3.253450000000000000e+06,-8.686260000000000048e+01
7.976600000000000534e+01,2.966900000000000000e+06,-8.518489999999999895e+01
8.743810000000000571e+01,2.772020000000000000e+06,-8.485200000000000387e+01
9.587730000000000530e+01,2.398110000000000000e+06,-8.356289999999999907e+01
1.051520000000000010e+02,2.246730000000000000e+06,-8.416509999999999536e+01
1.153400000000000034e+02,2.096920000000000000e+06,-8.415139999999999532e+01
1.265289999999999964e+02,1.885970000000000000e+06,-8.460389999999999588e+01
1.386959999999999980e+02,1.728010000000000000e+06,-8.405610000000000070e+01
1.521299999999999955e+02,1.563850000000000000e+06,-8.332370000000000232e+01
1.667589999999999861e+02,1.452580000000000000e+06,-8.287439999999999429e+01
1.828149999999999977e+02,1.331700000000000000e+06,-8.265999999999999659e+01
2.006690000000000111e+02,1.226240000000000000e+06,-8.334610000000000696e+01
2.199410000000000025e+02,1.124070000000000000e+06,-8.289390000000000214e+01
2.413520000000000039e+02,1.023200000000000000e+06,-8.279579999999999984e+01
2.645500000000000114e+02,9.484940000000000000e+05,-8.256829999999999359e+01
2.901349999999999909e+02,8.702070000000000000e+05,-8.140489999999999782e+01
3.184710000000000036e+02,8.019330000000000000e+05,-8.205459999999999354e+01
3.329630000000000223e+02,7.703200000000000000e+05,-8.129370000000000118e+01
3.488369999999999891e+02,7.396390000000000000e+05,-8.123170000000000357e+01
3.654080000000000155e+02,6.905880000000000000e+05,-8.223810000000000286e+01
3.826530000000000200e+02,6.753730000000000000e+05,-8.078919999999999391e+01
4.005339999999999918e+02,6.488320000000000000e+05,-8.037019999999999698e+01
4.195799999999999841e+02,6.279860000000000000e+05,-8.063750000000000284e+01
4.398829999999999814e+02,6.034890000000000000e+05,-8.072280000000000655e+01
4.608290000000000077e+02,5.765870000000000000e+05,-8.025419999999999732e+01
4.823149999999999977e+02,5.551220000000000000e+05,-8.002970000000000539e+01
5.050509999999999877e+02,5.329760000000000000e+05,-7.998189999999999600e+01
5.281689999999999827e+02,5.143500000000000000e+05,-7.997830000000000439e+01
5.545289999999999964e+02,4.928280000000000000e+05,-7.984550000000000125e+01
5.802709999999999582e+02,4.737700000000000000e+05,-7.978350000000000364e+01
6.072870000000000346e+02,4.559930000000000000e+05,-7.946129999999999427e+01
6.355929999999999609e+02,4.379020000000000000e+05,-7.956560000000000343e+01
6.651879999999999882e+02,4.213010000000000000e+05,-7.938030000000000541e+01
6.976739999999999782e+02,4.051910000000000000e+05,-7.966389999999999816e+01
7.299270000000000209e+02,3.873240000000000000e+05,-7.920399999999999352e+01
7.653060000000000400e+02,3.727140000000000000e+05,-7.924030000000000484e+01
8.000000000000000000e+02,3.582500000000000000e+05,-7.924939999999999429e+01
8.403360000000000127e+02,3.442500000000000000e+05,-7.931879999999999598e+01
8.771929999999999836e+02,3.309750000000000000e+05,-7.910259999999999536e+01
9.202450000000000045e+02,3.183180000000000000e+05,-7.910890000000000555e+01
9.615380000000000109e+02,3.056910000000000000e+05,-7.905039999999999623e+01
1.006710000000000036e+03,2.941820000000000000e+05,-7.906749999999999545e+01
1.060069999999999936e+03,2.816800000000000000e+05,-7.910739999999999839e+01
1.107009999999999991e+03,2.711980000000000000e+05,-7.909650000000000603e+01
1.158299999999999955e+03,2.535130000000000000e+05,-7.857940000000000680e+01
1.214569999999999936e+03,2.436110000000000000e+05,-7.856289999999999907e+01
1.276599999999999909e+03,2.340570000000000000e+05,-7.859269999999999357e+01
1.327430000000000064e+03,2.255550000000000000e+05,-7.850369999999999493e+01
1.401869999999999891e+03,2.154110000000000000e+05,-7.834850000000000136e+01
1.456309999999999945e+03,2.082280000000000000e+05,-7.841639999999999588e+01
1.530609999999999900e+03,1.996210000000000000e+05,-7.849960000000000093e+01
1.595740000000000009e+03,1.927970000000000000e+05,-7.848579999999999757e+01
