# Wed Jun 28 17:25:55 2023
#  Frecuencia [Hz], Z [Ohm], Fase [deg]
2.000000000000000000e+01,1.395950000000000000e+08,-8.970489999999999498e+01
2.193299999999999983e+01,1.259150000000000000e+08,-9.201470000000000482e+01
2.405000000000000071e+01,2.058440000000000000e+08,-8.241039999999999566e+01
2.637590000000000146e+01,1.708510000000000000e+08,-9.066509999999999536e+01
2.892119999999999891e+01,9.293830000000000000e+07,-9.207080000000000553e+01
3.171249999999999858e+01,2.075260000000000000e+08,-1.090450000000000017e+02
3.478260000000000218e+01,1.839310000000000000e+08,-3.521640000000000015e+01
3.814370000000000260e+01,7.137090000000000000e+07,-1.113649999999999949e+02
4.182350000000000279e+01,1.308870000000000000e+08,-5.805570000000000164e+01
4.586449999999999960e+01,1.382100000000000000e+08,-1.022270000000000039e+02
5.029339999999999833e+01,5.149970000000000000e+07,-1.139140000000000015e+02
5.514710000000000178e+01,9.582310000000000000e+07,-9.413429999999999609e+01
6.048389999999999844e+01,1.021190000000000000e+08,-6.042530000000000001e+01
6.632769999999999300e+01,5.472510000000000000e+07,-1.285049999999999955e+02
7.272729999999999961e+01,8.197240000000000000e+07,-1.195559999999999974e+02
7.976600000000000534e+01,5.541020000000000000e+07,-8.243120000000000402e+01
8.743810000000000571e+01,3.944330000000000000e+07,-7.644100000000000250e+01
9.587730000000000530e+01,5.744480000000000000e+07,-6.930840000000000600e+01
1.051520000000000010e+02,4.494200000000000000e+07,-7.036790000000000589e+01
1.153400000000000034e+02,3.526960000000000000e+07,-7.813769999999999527e+01
1.265289999999999964e+02,3.833820000000000000e+07,-9.110360000000000014e+01
1.386959999999999980e+02,3.687190000000000000e+07,-8.920910000000000650e+01
1.521299999999999955e+02,2.756840000000000000e+07,-8.359520000000000550e+01
1.667589999999999861e+02,2.513970000000000000e+07,-8.344769999999999754e+01
1.828149999999999977e+02,2.487690000000000000e+07,-8.530100000000000193e+01
2.006690000000000111e+02,2.182970000000000000e+07,-8.786769999999999925e+01
2.199410000000000025e+02,1.950810000000000000e+07,-8.427309999999999945e+01
2.413520000000000039e+02,1.938430000000000000e+07,-8.682810000000000628e+01
2.645500000000000114e+02,1.735170000000000000e+07,-8.637739999999999441e+01
2.901349999999999909e+02,1.699810000000000000e+07,-8.478719999999999857e+01
3.184710000000000036e+02,1.465540000000000000e+07,-8.844780000000000086e+01
3.329630000000000223e+02,1.376020000000000000e+07,-8.882909999999999684e+01
3.488369999999999891e+02,1.323660000000000000e+07,-8.833339999999999748e+01
3.654080000000000155e+02,1.335220000000000000e+07,-8.798199999999999932e+01
3.826530000000000200e+02,1.264620000000000000e+07,-9.048480000000000700e+01
4.005339999999999918e+02,1.158110000000000000e+07,-8.723069999999999879e+01
4.195799999999999841e+02,1.102550000000000000e+07,-8.667980000000000018e+01
4.398829999999999814e+02,1.070180000000000000e+07,-8.874569999999999936e+01
4.608290000000000077e+02,1.038550000000000000e+07,-8.745180000000000575e+01
4.823149999999999977e+02,9.549010000000000000e+06,-8.633350000000000080e+01
5.050509999999999877e+02,9.235760000000000000e+06,-8.801649999999999352e+01
5.281689999999999827e+02,8.698990000000000000e+06,-8.717749999999999488e+01
5.545289999999999964e+02,8.584140000000000000e+06,-8.637730000000000530e+01
5.802709999999999582e+02,8.165580000000000000e+06,-8.835339999999999350e+01
6.072870000000000346e+02,7.846270000000000000e+06,-8.788960000000000150e+01
6.355929999999999609e+02,7.336350000000000000e+06,-8.878940000000000055e+01
6.651879999999999882e+02,7.225620000000000000e+06,-8.648539999999999850e+01
6.976739999999999782e+02,7.197530000000000000e+06,-8.369849999999999568e+01
7.299270000000000209e+02,6.389970000000000000e+06,-8.585960000000000036e+01
7.653060000000000400e+02,6.303390000000000000e+06,-8.682989999999999498e+01
8.000000000000000000e+02,5.961770000000000000e+06,-8.622390000000000043e+01
8.403360000000000127e+02,5.817900000000000000e+06,-8.715240000000000009e+01
8.771929999999999836e+02,5.478240000000000000e+06,-8.701449999999999818e+01
9.202450000000000045e+02,5.218710000000000000e+06,-8.668729999999999336e+01
9.615380000000000109e+02,4.945860000000000000e+06,-8.332089999999999463e+01
1.006710000000000036e+03,4.752920000000000000e+06,-8.694549999999999557e+01
1.060069999999999936e+03,4.577050000000000000e+06,-8.747570000000000334e+01
1.107009999999999991e+03,4.313960000000000000e+06,-8.713020000000000209e+01
1.158299999999999955e+03,4.172300000000000000e+06,-8.731019999999999470e+01
1.214569999999999936e+03,4.003900000000000000e+06,-8.716419999999999391e+01
1.276599999999999909e+03,3.739590000000000000e+06,-8.788750000000000284e+01
1.327430000000000064e+03,3.684910000000000000e+06,-8.696710000000000207e+01
1.401869999999999891e+03,3.451500000000000000e+06,-8.818529999999999802e+01
1.456309999999999945e+03,3.342210000000000000e+06,-8.619219999999999970e+01
1.530609999999999900e+03,3.169080000000000000e+06,-8.825459999999999638e+01
1.595740000000000009e+03,3.050940000000000000e+06,-8.713209999999999411e+01
1.685390000000000100e+03,2.924560000000000000e+06,-8.714459999999999695e+01
1.764710000000000036e+03,2.775220000000000000e+06,-8.752119999999999322e+01
1.840490000000000009e+03,2.728520000000000000e+06,-8.752819999999999823e+01
1.935480000000000018e+03,2.544960000000000000e+06,-8.844320000000000448e+01
2.013420000000000073e+03,2.425420000000000000e+06,-8.737539999999999907e+01
2.127659999999999854e+03,2.315590000000000000e+06,-8.717619999999999436e+01
2.205880000000000109e+03,2.258970000000000000e+06,-8.747280000000000655e+01
2.307690000000000055e+03,2.163280000000000000e+06,-8.665349999999999397e+01
2.419349999999999909e+03,2.061290000000000000e+06,-8.776449999999999818e+01
2.542369999999999891e+03,1.927480000000000000e+06,-8.762500000000000000e+01
2.678570000000000164e+03,1.853500000000000000e+06,-8.816989999999999839e+01
2.803739999999999782e+03,1.663600000000000000e+06,-8.659560000000000457e+01
2.912619999999999891e+03,1.729180000000000000e+06,-8.749609999999999843e+01
3.061219999999999800e+03,1.634400000000000000e+06,-8.758480000000000132e+01
3.260869999999999891e+03,1.545830000000000000e+06,-8.788429999999999609e+01
3.409090000000000146e+03,1.462730000000000000e+06,-8.791570000000000107e+01
3.658539999999999964e+03,1.377630000000000000e+06,-8.813870000000000005e+01
3.846150000000000091e+03,1.305400000000000000e+06,-8.786069999999999425e+01
4.166670000000000073e+03,1.222810000000000000e+06,-8.958320000000000505e+01
4.411760000000000218e+03,1.143590000000000000e+06,-8.847239999999999327e+01
4.761899999999999636e+03,1.059330000000000000e+06,-8.811549999999999727e+01
5.172409999999999854e+03,9.822350000000000000e+05,-8.843240000000000123e+01
5.769229999999999563e+03,8.836490000000000000e+05,-8.870749999999999602e+01
6.250000000000000000e+03,8.173390000000000000e+05,-8.901160000000000139e+01
6.976739999999999782e+03,7.353660000000000000e+05,-8.921040000000000703e+01
7.317069999999999709e+03,6.998390000000000000e+05,-8.918439999999999657e+01
7.317069999999999709e+03,6.985780000000000000e+05,-8.894979999999999620e+01
7.500000000000000000e+03,6.847250000000000000e+05,-8.898480000000000700e+01
7.894739999999999782e+03,6.497760000000000000e+05,-8.907649999999999579e+01
8.108109999999999673e+03,6.311140000000000000e+05,-8.948930000000000007e+01
8.333329999999999927e+03,6.209430000000000000e+05,-9.001479999999999393e+01
8.333329999999999927e+03,6.185940000000000000e+05,-8.848080000000000211e+01
8.823530000000000655e+03,5.853760000000000000e+05,-8.938960000000000150e+01
9.090909999999999854e+03,5.683000000000000000e+05,-8.939709999999999468e+01
9.375000000000000000e+03,5.515180000000000000e+05,-8.949169999999999447e+01
9.375000000000000000e+03,5.518730000000000000e+05,-8.988309999999999889e+01
1.000000000000000000e+04,4.976070000000000000e+05,-8.950159999999999627e+01
1.000000000000000000e+04,4.925130000000000000e+05,-8.927609999999999957e+01
1.034479999999999927e+04,4.990510000000000000e+05,-8.994329999999999359e+01
1.111110000000000036e+04,4.663230000000000000e+05,-8.997700000000000387e+01
1.111110000000000036e+04,4.676960000000000000e+05,-9.030079999999999529e+01
1.200000000000000000e+04,4.317890000000000000e+05,-9.038139999999999930e+01
1.200000000000000000e+04,4.313620000000000000e+05,-9.035819999999999652e+01
1.250000000000000000e+04,4.159520000000000000e+05,-9.055589999999999407e+01
1.363639999999999964e+04,3.817750000000000000e+05,-9.103480000000000416e+01
1.428570000000000073e+04,3.654790000000000000e+05,-9.082920000000000016e+01
1.428570000000000073e+04,3.646280000000000000e+05,-9.088200000000000500e+01
1.500000000000000000e+04,3.445070000000000000e+05,-9.124020000000000152e+01
1.666670000000000073e+04,3.130850000000000000e+05,-9.132040000000000646e+01
1.764709999999999854e+04,2.940390000000000000e+05,-9.202190000000000225e+01
1.875000000000000000e+04,2.803200000000000000e+05,-9.184279999999999688e+01
1.875000000000000000e+04,2.792960000000000000e+05,-9.197490000000000521e+01
2.000000000000000000e+04,2.617600000000000000e+05,-9.224760000000000559e+01
2.307690000000000146e+04,2.259330000000000000e+05,-9.334369999999999834e+01
2.307690000000000146e+04,2.269560000000000000e+05,-9.311100000000000421e+01
2.500000000000000000e+04,2.086350000000000000e+05,-9.373380000000000223e+01
2.727270000000000073e+04,1.938680000000000000e+05,-9.429989999999999384e+01
2.727270000000000073e+04,1.933530000000000000e+05,-9.441150000000000375e+01
2.857140000000000146e+04,1.839320000000000000e+05,-9.473480000000000700e+01
3.000000000000000000e+04,1.754970000000000000e+05,-9.498579999999999757e+01
3.157890000000000146e+04,1.668390000000000000e+05,-9.541219999999999857e+01
3.333330000000000291e+04,1.574370000000000000e+05,-9.582949999999999591e+01
3.529409999999999854e+04,1.490060000000000000e+05,-9.629590000000000316e+01
3.750000000000000000e+04,1.399860000000000000e+05,-9.695220000000000482e+01
4.000000000000000000e+04,1.314590000000000000e+05,-9.753789999999999338e+01
4.285709999999999854e+04,1.222020000000000000e+05,-9.813330000000000553e+01
4.615380000000000291e+04,1.133250000000000000e+05,-9.880970000000000653e+01
5.000000000000000000e+04,1.042090000000000000e+05,-9.966379999999999484e+01
5.217390000000000146e+04,9.981150000000000000e+04,-1.004069999999999965e+02
5.714290000000000146e+04,9.039239999999999418e+04,-1.015699999999999932e+02
6.000000000000000000e+04,8.600019999999999709e+04,-1.021179999999999950e+02
6.000000000000000000e+04,8.596189999999999418e+04,-1.021509999999999962e+02
6.666669999999999709e+04,7.667230000000000291e+04,-1.036560000000000059e+02
7.058819999999999709e+04,7.208750000000000000e+04,-1.044330000000000069e+02
7.058819999999999709e+04,7.209010000000000582e+04,-1.045180000000000007e+02
7.500000000000000000e+04,6.739569999999999709e+04,-1.054090000000000060e+02
8.000000000000000000e+04,6.264359999999999854e+04,-1.063979999999999961e+02
9.230769999999999709e+04,5.306380000000000291e+04,-1.089519999999999982e+02
1.000000000000000000e+05,4.828800000000000000e+04,-1.103619999999999948e+02
1.000000000000000000e+05,4.822740000000000146e+04,-1.103930000000000007e+02
1.090910000000000000e+05,4.324040000000000146e+04,-1.120400000000000063e+02
1.142860000000000000e+05,4.079280000000000291e+04,-1.129309999999999974e+02
1.200000000000000000e+05,3.825680000000000291e+04,-1.138949999999999960e+02
1.200000000000000000e+05,3.828080000000000291e+04,-1.139039999999999964e+02
1.333330000000000000e+05,3.330840000000000146e+04,-1.158580000000000041e+02
1.333330000000000000e+05,3.340519999999999709e+04,-1.160319999999999965e+02
1.411760000000000000e+05,3.091179999999999927e+04,-1.168679999999999950e+02
1.500000000000000000e+05,2.844809999999999854e+04,-1.182549999999999955e+02
1.600000000000000000e+05,2.598890000000000146e+04,-1.197079999999999984e+02
1.846150000000000000e+05,2.101279999999999927e+04,-1.227489999999999952e+02
1.846150000000000000e+05,2.101729999999999927e+04,-1.227189999999999941e+02
2.000000000000000000e+05,1.843750000000000000e+04,-1.243859999999999957e+02
