# Wed Jun 28 18:20:40 2023
#  Frecuencia [Hz], Z [Ohm], Fase [deg]
2.000000000000000000e+01,2.572400000000000000e+08,-9.456910000000000593e+01
2.193299999999999983e+01,2.976700000000000000e+08,-7.770140000000000668e+01
2.405000000000000071e+01,2.075760000000000000e+08,-8.599949999999999761e+01
2.637590000000000146e+01,1.915830000000000000e+08,-8.908159999999999457e+01
2.892119999999999891e+01,3.026730000000000000e+08,-8.857120000000000459e+01
3.171249999999999858e+01,2.452080000000000000e+08,-9.921229999999999905e+01
3.478260000000000218e+01,2.419840000000000000e+08,-5.911180000000000234e+01
3.814370000000000260e+01,1.667280000000000000e+08,-6.158059999999999690e+01
4.182350000000000279e+01,1.987200000000000000e+08,-7.732150000000000034e+01
4.586449999999999960e+01,1.454410000000000000e+08,-9.388700000000000045e+01
5.029339999999999833e+01,8.252850000000000000e+07,-6.034380000000000166e+01
5.514710000000000178e+01,1.089650000000000000e+08,-7.232819999999999538e+01
6.048389999999999844e+01,1.153430000000000000e+08,-6.177839999999999776e+01
6.632769999999999300e+01,9.356410000000000000e+07,-5.788000000000000256e+01
7.272729999999999961e+01,6.679050000000000000e+07,-8.589010000000000389e+01
7.976600000000000534e+01,7.023180000000000000e+07,-8.647499999999999432e+01
8.743810000000000571e+01,5.718860000000000000e+07,-8.890430000000000632e+01
9.587730000000000530e+01,6.048880000000000000e+07,-9.811339999999999861e+01
1.051520000000000010e+02,4.923940000000000000e+07,-7.388179999999999836e+01
1.153400000000000034e+02,5.042110000000000000e+07,-8.281990000000000407e+01
1.265289999999999964e+02,4.555590000000000000e+07,-8.913420000000000698e+01
1.386959999999999980e+02,3.637710000000000000e+07,-9.030620000000000402e+01
1.521299999999999955e+02,3.803230000000000000e+07,-7.844429999999999836e+01
1.667589999999999861e+02,3.393490000000000000e+07,-8.996080000000000609e+01
1.828149999999999977e+02,3.223300000000000000e+07,-9.300109999999999388e+01
2.006690000000000111e+02,2.777080000000000000e+07,-8.631910000000000593e+01
2.199410000000000025e+02,2.592660000000000000e+07,-8.748369999999999891e+01
2.413520000000000039e+02,2.463300000000000000e+07,-8.479680000000000462e+01
2.645500000000000114e+02,2.154500000000000000e+07,-8.512319999999999709e+01
2.901349999999999909e+02,2.047060000000000000e+07,-8.470539999999999736e+01
