# Wed Jun 28 18:03:20 2023
#  Frecuencia [Hz], Z [Ohm], Fase [deg]
2.000000000000000000e+01,4.335900000000000000e+05,-2.207530000000000214e+00
2.193299999999999983e+01,4.279370000000000000e+05,-2.317880000000000162e+00
2.405000000000000071e+01,4.338230000000000000e+05,-2.550990000000000091e+00
2.637590000000000146e+01,4.853380000000000000e+05,-2.736870000000000136e+00
2.892119999999999891e+01,4.326320000000000000e+05,-3.294770000000000199e+00
3.171249999999999858e+01,4.352880000000000000e+05,-3.286119999999999930e+00
3.478260000000000218e+01,4.421370000000000000e+05,-3.891830000000000123e+00
3.814370000000000260e+01,4.434990000000000000e+05,-4.449620000000000353e+00
4.182350000000000279e+01,4.558000000000000000e+05,-4.619989999999999597e+00
4.586449999999999960e+01,4.553530000000000000e+05,-5.149689999999999657e+00
5.029339999999999833e+01,4.508300000000000000e+05,-5.392759999999999998e+00
5.514710000000000178e+01,4.550110000000000000e+05,-6.314639999999999809e+00
6.048389999999999844e+01,4.514610000000000000e+05,-6.947980000000000267e+00
6.632769999999999300e+01,4.484180000000000000e+05,-7.121059999999999945e+00
7.272729999999999961e+01,4.470280000000000000e+05,-7.893580000000000041e+00
7.976600000000000534e+01,4.514020000000000000e+05,-9.012729999999999464e+00
8.743810000000000571e+01,4.397410000000000000e+05,-9.480700000000000571e+00
9.587730000000000530e+01,4.459820000000000000e+05,-1.051399999999999935e+01
1.051520000000000010e+02,4.452610000000000000e+05,-1.147460000000000058e+01
1.153400000000000034e+02,4.452110000000000000e+05,-1.257799999999999940e+01
1.265289999999999964e+02,4.357990000000000000e+05,-1.376570000000000071e+01
1.386959999999999980e+02,4.408370000000000000e+05,-1.486430000000000007e+01
1.521299999999999955e+02,4.381890000000000000e+05,-1.617079999999999984e+01
1.667589999999999861e+02,2.565420000000000000e+06,-4.033570000000000100e+00
1.828149999999999977e+02,2.019350000000000000e+06,-9.579029999999999490e+00
2.006690000000000111e+02,2.790370000000000000e+07,-7.912009999999999366e+01
2.199410000000000025e+02,2.533530000000000000e+07,-7.174110000000000298e+01
2.413520000000000039e+02,2.469360000000000000e+07,-8.632659999999999911e+01
2.645500000000000114e+02,2.246500000000000000e+07,-8.527540000000000475e+01
2.901349999999999909e+02,1.961380000000000000e+07,-8.573779999999999291e+01
3.184710000000000036e+02,1.819010000000000000e+07,-8.602200000000000557e+01
3.329630000000000223e+02,1.746210000000000000e+07,-8.773309999999999320e+01
3.488369999999999891e+02,1.674920000000000000e+07,-8.597880000000000678e+01
3.654080000000000155e+02,1.621880000000000000e+07,-8.668049999999999500e+01
3.826530000000000200e+02,1.615840000000000000e+07,-8.526069999999999993e+01
4.005339999999999918e+02,1.369100000000000000e+07,-8.484980000000000189e+01
4.195799999999999841e+02,1.400130000000000000e+07,-8.786060000000000514e+01
4.398829999999999814e+02,1.333330000000000000e+07,-8.758230000000000359e+01
4.608290000000000077e+02,1.275700000000000000e+07,-8.669580000000000553e+01
4.823149999999999977e+02,1.235840000000000000e+07,-8.670109999999999673e+01
5.050509999999999877e+02,1.190860000000000000e+07,-8.722899999999999920e+01
5.281689999999999827e+02,1.108550000000000000e+07,-8.548470000000000368e+01
5.545289999999999964e+02,1.075230000000000000e+07,-8.612659999999999627e+01
5.802709999999999582e+02,1.005500000000000000e+07,-8.609290000000000020e+01
6.072870000000000346e+02,9.649840000000000000e+06,-8.590800000000000125e+01
6.355929999999999609e+02,9.344300000000000000e+06,-8.629850000000000421e+01
6.651879999999999882e+02,9.036600000000000000e+06,-8.790779999999999461e+01
6.976739999999999782e+02,8.288820000000000000e+06,-8.498220000000000596e+01
7.299270000000000209e+02,8.173560000000000000e+06,-8.618980000000000530e+01
7.653060000000000400e+02,7.843280000000000000e+06,-8.496080000000000609e+01
8.000000000000000000e+02,7.497330000000000000e+06,-8.598189999999999600e+01
8.403360000000000127e+02,7.184920000000000000e+06,-8.568580000000000041e+01
8.771929999999999836e+02,6.847650000000000000e+06,-8.597360000000000468e+01
9.202450000000000045e+02,6.559030000000000000e+06,-8.615659999999999741e+01
9.615380000000000109e+02,6.329710000000000000e+06,-8.647090000000000032e+01
1.006710000000000036e+03,6.059040000000000000e+06,-8.743359999999999843e+01
1.060069999999999936e+03,5.767430000000000000e+06,-8.607460000000000377e+01
1.107009999999999991e+03,5.504070000000000000e+06,-8.613309999999999889e+01
1.158299999999999955e+03,5.278680000000000000e+06,-8.583110000000000639e+01
1.214569999999999936e+03,5.017940000000000000e+06,-8.564960000000000662e+01
1.276599999999999909e+03,4.801150000000000000e+06,-8.605150000000000432e+01
1.327430000000000064e+03,4.621080000000000000e+06,-8.628419999999999845e+01
1.401869999999999891e+03,4.425120000000000000e+06,-8.732189999999999941e+01
1.456309999999999945e+03,4.220280000000000000e+06,-8.599379999999999313e+01
1.530609999999999900e+03,4.031800000000000000e+06,-8.613859999999999673e+01
1.595740000000000009e+03,3.854530000000000000e+06,-8.583960000000000434e+01
1.685390000000000100e+03,3.673490000000000000e+06,-8.669190000000000396e+01
1.764710000000000036e+03,3.502900000000000000e+06,-8.589629999999999654e+01
1.840490000000000009e+03,3.388830000000000000e+06,-8.684950000000000614e+01
1.935480000000000018e+03,3.146500000000000000e+06,-9.201390000000000668e+01
2.013420000000000073e+03,3.104510000000000000e+06,-8.621169999999999334e+01
2.127659999999999854e+03,2.968560000000000000e+06,-8.624949999999999761e+01
2.205880000000000109e+03,2.831940000000000000e+06,-8.644180000000000064e+01
2.307690000000000055e+03,2.799070000000000000e+06,-8.369249999999999545e+01
2.419349999999999909e+03,2.617490000000000000e+06,-8.629949999999999477e+01
2.542369999999999891e+03,2.489660000000000000e+06,-8.624099999999999966e+01
2.678570000000000164e+03,2.374160000000000000e+06,-8.613190000000000168e+01
2.803739999999999782e+03,2.120640000000000000e+06,-8.641920000000000357e+01
2.912619999999999891e+03,2.202370000000000000e+06,-8.633849999999999625e+01
3.061219999999999800e+03,2.082020000000000000e+06,-8.603220000000000312e+01
3.260869999999999891e+03,1.960100000000000000e+06,-8.639830000000000609e+01
3.409090000000000146e+03,1.892500000000000000e+06,-8.654619999999999891e+01
3.658539999999999964e+03,1.752980000000000000e+06,-8.640359999999999729e+01
3.846150000000000091e+03,1.680330000000000000e+06,-8.642570000000000618e+01
4.166670000000000073e+03,1.552640000000000000e+06,-8.621380000000000621e+01
4.411760000000000218e+03,1.463940000000000000e+06,-8.647440000000000282e+01
4.761899999999999636e+03,1.361460000000000000e+06,-8.628830000000000666e+01
5.172409999999999854e+03,1.262360000000000000e+06,-8.635500000000000398e+01
5.769229999999999563e+03,1.129320000000000000e+06,-8.618559999999999377e+01
6.250000000000000000e+03,1.053820000000000000e+06,-8.629250000000000398e+01
6.976739999999999782e+03,9.460310000000000000e+05,-8.616589999999999350e+01
7.317069999999999709e+03,9.035770000000000000e+05,-8.625700000000000500e+01
7.317069999999999709e+03,9.015100000000000000e+05,-8.612909999999999400e+01
7.500000000000000000e+03,8.798270000000000000e+05,-8.594929999999999382e+01
7.894739999999999782e+03,8.376270000000000000e+05,-8.610569999999999879e+01
8.108109999999999673e+03,8.154450000000000000e+05,-8.620669999999999789e+01
8.333329999999999927e+03,8.001890000000000000e+05,-8.604930000000000234e+01
8.333329999999999927e+03,8.006850000000000000e+05,-8.610790000000000077e+01
8.823530000000000655e+03,7.556190000000000000e+05,-8.633820000000000050e+01
9.090909999999999854e+03,7.319380000000000000e+05,-8.660269999999999868e+01
9.375000000000000000e+03,7.125100000000000000e+05,-8.627760000000000673e+01
9.375000000000000000e+03,7.113590000000000000e+05,-8.639140000000000441e+01
1.000000000000000000e+04,6.631320000000000000e+05,-8.358119999999999550e+01
1.000000000000000000e+04,6.869920000000000000e+05,-8.824559999999999604e+01
1.034479999999999927e+04,6.457910000000000000e+05,-8.626449999999999818e+01
1.111110000000000036e+04,6.044500000000000000e+05,-8.630259999999999820e+01
1.111110000000000036e+04,6.053650000000000000e+05,-8.629059999999999775e+01
1.200000000000000000e+04,5.612770000000000000e+05,-8.645269999999999300e+01
1.200000000000000000e+04,5.614530000000000000e+05,-8.641530000000000200e+01
1.250000000000000000e+04,5.391910000000000000e+05,-8.636629999999999541e+01
1.363639999999999964e+04,4.964980000000000000e+05,-8.636769999999999925e+01
1.428570000000000073e+04,4.758230000000000000e+05,-8.637649999999999295e+01
1.428570000000000073e+04,4.749280000000000000e+05,-8.629779999999999518e+01
1.500000000000000000e+04,4.505640000000000000e+05,-8.627840000000000487e+01
1.666670000000000073e+04,4.092440000000000000e+05,-8.636310000000000286e+01
1.764709999999999854e+04,3.865400000000000000e+05,-8.642409999999999570e+01
1.875000000000000000e+04,3.652340000000000000e+05,-8.633339999999999748e+01
1.875000000000000000e+04,3.641010000000000000e+05,-8.622750000000000625e+01
2.000000000000000000e+04,3.430800000000000000e+05,-8.626510000000000389e+01
2.307690000000000146e+04,2.980810000000000000e+05,-8.643659999999999854e+01
2.307690000000000146e+04,2.990710000000000000e+05,-8.652410000000000423e+01
2.500000000000000000e+04,2.758210000000000000e+05,-8.639839999999999520e+01
2.727270000000000073e+04,2.556040000000000000e+05,-8.650379999999999825e+01
2.727270000000000073e+04,2.558360000000000000e+05,-8.648999999999999488e+01
2.857140000000000146e+04,2.444710000000000000e+05,-8.652710000000000434e+01
3.000000000000000000e+04,2.336840000000000000e+05,-8.652249999999999375e+01
3.157890000000000146e+04,2.217180000000000000e+05,-8.652800000000000580e+01
3.333330000000000291e+04,2.109680000000000000e+05,-8.648810000000000286e+01
3.529409999999999854e+04,1.996980000000000000e+05,-8.653109999999999502e+01
3.750000000000000000e+04,1.882350000000000000e+05,-8.656140000000000612e+01
4.000000000000000000e+04,1.769930000000000000e+05,-8.657550000000000523e+01
4.285709999999999854e+04,1.655460000000000000e+05,-8.657370000000000232e+01
4.615380000000000291e+04,1.542270000000000000e+05,-8.666379999999999484e+01
5.000000000000000000e+04,1.428470000000000000e+05,-8.680500000000000682e+01
5.217390000000000146e+04,1.368150000000000000e+05,-8.667069999999999652e+01
5.714290000000000146e+04,1.255950000000000000e+05,-8.674609999999999843e+01
6.000000000000000000e+04,1.195640000000000000e+05,-8.675560000000000116e+01
6.000000000000000000e+04,1.196030000000000000e+05,-8.675339999999999918e+01
6.666669999999999709e+04,1.080660000000000000e+05,-8.676500000000000057e+01
7.058819999999999709e+04,1.022680000000000000e+05,-8.671939999999999316e+01
7.058819999999999709e+04,1.022230000000000000e+05,-8.675409999999999400e+01
