# Wed Jun 28 18:57:54 2023
#  Frecuencia [Hz], Z [Ohm], Fase [deg]
2.000000000000000000e+01,1.062980000000000000e+07,-5.872970000000000113e+01
2.193299999999999983e+01,1.010510000000000000e+07,-6.283389999999999986e+01
2.405000000000000071e+01,9.482230000000000000e+06,-6.634390000000000498e+01
2.637590000000000146e+01,8.586450000000000000e+06,-6.554789999999999850e+01
2.892119999999999891e+01,7.906560000000000000e+06,-6.751170000000000471e+01
3.171249999999999858e+01,7.422570000000000000e+06,-6.917810000000000059e+01
3.478260000000000218e+01,6.670500000000000000e+06,-7.107080000000000553e+01
3.814370000000000260e+01,6.125330000000000000e+06,-7.261339999999999861e+01
4.182350000000000279e+01,5.556150000000000000e+06,-7.244629999999999370e+01
4.586449999999999960e+01,5.261100000000000000e+06,-7.460750000000000171e+01
5.029339999999999833e+01,4.939950000000000000e+06,-7.544180000000000064e+01
5.514710000000000178e+01,4.400040000000000000e+06,-7.634099999999999397e+01
6.048389999999999844e+01,4.044290000000000000e+06,-7.651069999999999993e+01
6.632769999999999300e+01,3.665840000000000000e+06,-7.893880000000000052e+01
7.272729999999999961e+01,3.423980000000000000e+06,-7.857699999999999818e+01
7.976600000000000534e+01,3.093660000000000000e+06,-7.927460000000000662e+01
8.743810000000000571e+01,2.853830000000000000e+06,-8.106000000000000227e+01
9.587730000000000530e+01,2.636680000000000000e+06,-8.194929999999999382e+01
1.051520000000000010e+02,2.392780000000000000e+06,-8.302710000000000434e+01
1.153400000000000034e+02,2.168770000000000000e+06,-8.301630000000000109e+01
1.265289999999999964e+02,1.996890000000000000e+06,-8.287359999999999616e+01
1.386959999999999980e+02,1.813390000000000000e+06,-8.334310000000000684e+01
1.521299999999999955e+02,1.651930000000000000e+06,-8.367430000000000234e+01
1.667589999999999861e+02,1.524840000000000000e+06,-8.454139999999999588e+01
1.828149999999999977e+02,1.387840000000000000e+06,-8.494799999999999329e+01
2.006690000000000111e+02,1.266030000000000000e+06,-8.513439999999999941e+01
2.199410000000000025e+02,1.156580000000000000e+06,-8.563500000000000512e+01
2.413520000000000039e+02,1.053790000000000000e+06,-8.567690000000000339e+01
2.645500000000000114e+02,9.646850000000000000e+05,-8.580910000000000082e+01
2.901349999999999909e+02,8.821470000000000000e+05,-8.616150000000000375e+01
3.184710000000000036e+02,8.025650000000000000e+05,-8.626940000000000452e+01
3.329630000000000223e+02,7.688450000000000000e+05,-8.660320000000000107e+01
3.488369999999999891e+02,7.337780000000000000e+05,-8.667400000000000659e+01
3.654080000000000155e+02,7.015850000000000000e+05,-8.666070000000000562e+01
3.826530000000000200e+02,6.692100000000000000e+05,-8.681539999999999679e+01
4.005339999999999918e+02,6.396810000000000000e+05,-8.680469999999999686e+01
4.195799999999999841e+02,6.115160000000000000e+05,-8.686549999999999727e+01
4.398829999999999814e+02,5.837350000000000000e+05,-8.689029999999999632e+01
4.608290000000000077e+02,5.573270000000000000e+05,-8.693009999999999593e+01
4.823149999999999977e+02,5.327780000000000000e+05,-8.695369999999999777e+01
5.050509999999999877e+02,5.089870000000000000e+05,-8.704949999999999477e+01
5.281689999999999827e+02,4.870730000000000000e+05,-8.703419999999999845e+01
5.545289999999999964e+02,4.643040000000000000e+05,-8.711150000000000659e+01
5.802709999999999582e+02,4.438510000000000000e+05,-8.705230000000000246e+01
6.072870000000000346e+02,4.243190000000000000e+05,-8.704649999999999466e+01
6.355929999999999609e+02,4.056910000000000000e+05,-8.704869999999999663e+01
6.651879999999999882e+02,3.878350000000000000e+05,-8.705070000000000618e+01
6.976739999999999782e+02,3.697820000000000000e+05,-8.705289999999999395e+01
7.299270000000000209e+02,3.536250000000000000e+05,-8.703950000000000387e+01
7.653060000000000400e+02,3.374560000000000000e+05,-8.709310000000000684e+01
8.000000000000000000e+02,3.229230000000000000e+05,-8.702490000000000236e+01
8.403360000000000127e+02,3.076910000000000000e+05,-8.696359999999999957e+01
8.771929999999999836e+02,2.949030000000000000e+05,-8.697589999999999577e+01
9.202450000000000045e+02,2.810870000000000000e+05,-8.691440000000000055e+01
9.615380000000000109e+02,2.689430000000000000e+05,-8.700709999999999411e+01
1.006710000000000036e+03,2.572900000000000000e+05,-8.681199999999999761e+01
1.060069999999999936e+03,2.444670000000000000e+05,-8.676189999999999714e+01
1.107009999999999991e+03,2.342040000000000000e+05,-8.672589999999999577e+01
1.158299999999999955e+03,2.239600000000000000e+05,-8.671240000000000236e+01
1.214569999999999936e+03,2.136770000000000000e+05,-8.659310000000000684e+01
1.276599999999999909e+03,2.034200000000000000e+05,-8.656029999999999802e+01
1.327430000000000064e+03,1.957440000000000000e+05,-8.648810000000000286e+01
1.401869999999999891e+03,1.855890000000000000e+05,-8.637160000000000082e+01
1.456309999999999945e+03,1.785900000000000000e+05,-8.632200000000000273e+01
1.530609999999999900e+03,1.700760000000000000e+05,-8.622769999999999868e+01
1.595740000000000009e+03,1.631910000000000000e+05,-8.614730000000000132e+01
1.685390000000000100e+03,1.546510000000000000e+05,-8.602249999999999375e+01
1.764710000000000036e+03,1.478480000000000000e+05,-8.591370000000000573e+01
1.840490000000000009e+03,1.418870000000000000e+05,-8.578260000000000218e+01
1.935480000000000018e+03,1.350180000000000000e+05,-8.556430000000000291e+01
2.013420000000000073e+03,1.298150000000000000e+05,-8.551699999999999591e+01
2.127659999999999854e+03,1.229420000000000000e+05,-8.536169999999999902e+01
2.205880000000000109e+03,1.186500000000000000e+05,-8.525490000000000634e+01
2.307690000000000055e+03,1.134830000000000000e+05,-8.512090000000000600e+01
2.419349999999999909e+03,1.083950000000000000e+05,-8.493470000000000653e+01
