# Tue Sep 26 18:36:40 2023
#  Tiempo [s], Voltaje [V], Corriente [A]
#   pw=0.1, T = 0.01, nplc=0.5
6.107425689697265625e-02,3.999159999999999937e-01,1.262579999999999997e-09
2.343075275421142578e-01,1.668929999999999961e-05,-1.656529999999999914e-10
3.746526241302490234e-01,3.998800000000000132e-01,1.252820000000000023e-09
5.171842575073242188e-01,1.398679999999999923e-01,1.660589999999999975e-11
6.609108448028564453e-01,3.998399999999999732e-01,1.077500000000000053e-09
8.008632659912109375e-01,2.798749999999999849e-01,5.065080000000000256e-10
9.399042129516601562e-01,3.998450000000000060e-01,1.114949999999999960e-09
1.082742691040039062e+00,4.199149999999999827e-01,1.228989999999999909e-09
1.225660562515258789e+00,3.998229999999999840e-01,1.140300000000000084e-09
1.369015693664550781e+00,5.600929999999999520e-01,2.523359999999999856e-09
1.510602951049804688e+00,3.998639999999999972e-01,1.169069999999999976e-09
1.653120517730712891e+00,7.001519999999999966e-01,4.990099999999999963e-09
1.793006658554077148e+00,3.998570000000000180e-01,1.091270000000000100e-09
1.933030605316162109e+00,8.399990000000000512e-01,8.363759999999999250e-09
2.075861930847167969e+00,3.998610000000000220e-01,9.962799999999999965e-10
2.215903997421264648e+00,9.800309999999999855e-01,1.287530000000000082e-08
2.356202840805053711e+00,3.998709999999999765e-01,1.011609999999999984e-09
2.496069908142089844e+00,1.120100000000000096e+00,1.967689999999999933e-08
2.638167619705200195e+00,3.998140000000000027e-01,9.252790000000000264e-10
2.777631044387817383e+00,1.260229999999999961e+00,2.891880000000000151e-08
2.934179782867431641e+00,3.998519999999999852e-01,9.196040000000000434e-10
3.077361822128295898e+00,1.400230000000000086e+00,3.729070000000000317e-08
3.215797662734985352e+00,3.997660000000000102e-01,9.146929999999999969e-10
3.369733810424804688e+00,1.540310000000000068e+00,5.100889999999999825e-08
3.511087417602539062e+00,3.997609999999999775e-01,9.374019999999999027e-10
3.652122497558593750e+00,1.680039999999999978e+00,6.780069999999999646e-08
3.806661605834960938e+00,3.998039999999999927e-01,8.349780000000000297e-10
3.993408918380737305e+00,1.820140000000000091e+00,8.710889999999999726e-08
4.133990049362182617e+00,3.997519999999999962e-01,8.708240000000000319e-10
4.274425029754638672e+00,1.960250000000000048e+00,1.373429999999999878e-07
4.428973436355590820e+00,3.997660000000000102e-01,5.875349999999999775e-10
4.634963989257812500e+00,2.100490000000000190e+00,1.974329999999999919e-07
4.790452957153320312e+00,3.997760000000000202e-01,1.569389999999999944e-10
4.994684934616088867e+00,2.240559999999999885e+00,2.244830000000000124e-07
5.150770902633666992e+00,3.998110000000000275e-01,1.414779999999999947e-10
5.354697465896606445e+00,2.380300000000000082e+00,2.607430000000000208e-07
5.514187574386596680e+00,3.997899999999999787e-01,9.332899999999999380e-11
5.720034360885620117e+00,2.520360000000000156e+00,3.238449999999999991e-07
5.876974582672119141e+00,3.997760000000000202e-01,1.156570000000000045e-10
6.082060575485229492e+00,2.660429999999999851e+00,3.887849999999999969e-07
6.238712549209594727e+00,3.997899999999999787e-01,1.469019999999999958e-10
6.442263126373291016e+00,2.800539999999999807e+00,4.965150000000000226e-07
6.599147319793701172e+00,3.997640000000000082e-01,1.676080000000000120e-10
6.803158283233642578e+00,2.940640000000000143e+00,5.343899999999999564e-07
6.957067728042602539e+00,3.997680000000000122e-01,1.556870000000000074e-10
7.162411689758300781e+00,3.080729999999999968e+00,6.757560000000000061e-07
7.318877220153808594e+00,3.997970000000000135e-01,1.830339999999999958e-10
7.523441076278686523e+00,3.220530000000000115e+00,7.717520000000000142e-07
7.678664684295654297e+00,3.997399999999999842e-01,1.688240000000000004e-10
7.880002260208129883e+00,3.360730000000000217e+00,9.953749999999999779e-07
