# Tue Sep 26 18:39:37 2023
#  Tiempo [s], Voltaje [V], Corriente [A]
#   pw=0.1, T = 0.01, nplc=0.5
6.040954589843750000e-02,3.997350000000000070e-01,3.187799999999999997e-07
2.359266281127929688e-01,-9.775159999999999427e-05,8.225440000000000341e-13
4.382812976837158203e-01,3.998260000000000147e-01,3.496489999999999832e-07
5.972988605499267578e-01,1.597830000000000084e-01,4.958740000000000104e-08
8.031783103942871094e-01,3.998369999999999980e-01,3.483089999999999990e-07
9.609436988830566406e-01,3.200439999999999952e-01,1.953389999999999997e-07
1.104236364364624023e+00,3.997350000000000070e-01,3.277100000000000142e-07
1.247206687927246094e+00,4.798529999999999740e-01,5.058520000000000486e-07
1.389102697372436523e+00,3.997829999999999995e-01,3.306359999999999968e-07
1.531363010406494141e+00,6.400919999999999943e-01,1.068459999999999974e-06
1.686895370483398438e+00,3.997850000000000015e-01,3.267590000000000211e-07
1.845713376998901367e+00,7.999469999999999636e-01,1.938330000000000126e-06
2.002673864364624023e+00,3.997660000000000102e-01,3.167000000000000235e-07
2.160915374755859375e+00,9.601709999999999967e-01,3.331409999999999839e-06
2.320824146270751953e+00,3.997899999999999787e-01,3.274669999999999769e-07
2.478787183761596680e+00,1.120020000000000016e+00,5.388919999999999897e-06
2.638070583343505859e+00,3.997990000000000155e-01,3.418850000000000204e-07
2.797088384628295898e+00,1.280180000000000096e+00,7.956769999999999376e-06
2.954364061355590820e+00,3.997850000000000015e-01,3.504630000000000062e-07
3.112566947937011719e+00,1.440020000000000078e+00,1.139009999999999959e-05
3.286464452743530273e+00,3.997829999999999995e-01,3.591930000000000057e-07
3.445270776748657227e+00,1.600200000000000067e+00,1.580999999999999940e-05
3.618345260620117188e+00,3.997760000000000202e-01,3.753530000000000127e-07
3.776057720184326172e+00,1.760049999999999892e+00,2.141259999999999892e-05
3.946296691894531250e+00,3.998039999999999927e-01,3.635129999999999808e-07
4.103818655014038086e+00,1.920309999999999961e+00,2.776560000000000060e-05
4.276338815689086914e+00,3.997589999999999755e-01,3.783629999999999848e-07
4.434217214584350586e+00,2.080130000000000035e+00,3.600809999999999834e-05
4.608711719512939453e+00,3.997539999999999982e-01,4.067830000000000235e-07
4.766889572143554688e+00,2.240330000000000155e+00,4.547490000000000061e-05
4.943774461746215820e+00,3.997560000000000002e-01,4.216690000000000153e-07
5.100685834884643555e+00,2.400209999999999955e+00,5.693680000000000008e-05
5.273642063140869141e+00,3.997370000000000090e-01,4.433440000000000026e-07
5.431601762771606445e+00,2.560420000000000140e+00,7.018960000000000303e-05
5.602587223052978516e+00,3.997519999999999962e-01,4.472380000000000241e-07
5.759351491928100586e+00,2.720320000000000071e+00,8.564869999999999873e-05
5.930549144744873047e+00,3.997040000000000037e-01,4.750699999999999785e-07
6.084039688110351562e+00,2.880590000000000206e+00,1.051720000000000020e-04
6.259386539459228516e+00,3.996680000000000232e-01,4.803830000000000473e-07
6.416360616683959961e+00,3.040470000000000006e+00,1.270920000000000090e-04
6.587752342224121094e+00,3.997160000000000157e-01,5.210419999999999616e-07
6.745872020721435547e+00,3.200740000000000141e+00,1.522250000000000003e-04
6.930550813674926758e+00,3.997089999999999810e-01,5.441500000000000121e-07
7.084666490554809570e+00,3.360599999999999810e+00,1.831749999999999936e-04
7.257467269897460938e+00,3.996520000000000072e-01,5.678269999999999931e-07
7.412544250488281250e+00,3.520820000000000061e+00,2.193990000000000046e-04
7.585996150970458984e+00,3.995850000000000235e-01,6.616279999999999739e-07
7.744637250900268555e+00,3.680699999999999861e+00,2.620650000000000193e-04
7.917135477066040039e+00,3.995920000000000027e-01,6.863580000000000107e-07
8.071505308151245117e+00,3.840840000000000032e+00,3.130179999999999768e-04
8.244517564773559570e+00,3.995799999999999907e-01,7.697709999999999649e-07
8.397958278656005859e+00,4.000700000000000145e+00,3.743120000000000171e-04
8.569861412048339844e+00,3.995009999999999950e-01,7.944980000000000248e-07
8.726821422576904297e+00,4.160829999999999806e+00,4.484830000000000088e-04
8.896453380584716797e+00,3.995130000000000070e-01,9.807560000000000506e-07
9.053939342498779297e+00,4.320870000000000211e+00,5.162489999999999831e-04
