# Fri Aug 25 16:26:06 2023
#  Tiempo dinamica [s], Voltaje dinamica [V], Corriente dinamica [A], Tiempo remanente [s], Voltaje remanente [V], Corriente remanente [A]
#  Vmax=3, Vmin=-3, Npos=50, Nneg=50, pw=0.1, hslV=0.4
1.162974834442138672e-01,-4.339220000000000105e-05,-4.015590000000000027e-08,3.058788776397705078e-01,4.000230000000000175e-01,1.433499999999999878e-04
5.093467235565185547e-01,4.000210000000000155e-01,1.433480000000000106e-04,6.344745159149169922e-01,4.000219999999999887e-01,1.433469999999999948e-04
7.569479942321777344e-01,-4.363060000000000202e-05,-4.073889999999999960e-08,9.456698894500732422e-01,4.000190000000000135e-01,1.433499999999999878e-04
1.150455474853515625e+00,4.000190000000000135e-01,1.433489999999999992e-04,1.276159286499023438e+00,4.000219999999999887e-01,1.433489999999999992e-04
