# Tue Sep  5 15:42:10 2023
#  Tiempo [s], Voltaje [V], Corriente [A]
#   pw=0.1, T = 0.01, nplc=0.5
5.864977836608886719e-02,4.000500000000000167e-01,1.677989999999999993e-08
2.789065837860107422e-01,-2.310279999999999842e-05,2.434250000000000150e-10
4.189581871032714844e-01,4.000369999999999759e-01,1.761029999999999987e-08
5.582683086395263672e-01,-1.000510000000000010e-01,-1.506640000000000083e-09
6.995475292205810547e-01,4.000279999999999947e-01,1.813129999999999838e-08
8.410949707031250000e-01,-2.000429999999999986e-01,-3.513089999999999911e-09
9.819006919860839844e-01,4.000270000000000215e-01,1.930699999999999878e-08
1.120744228363037109e+00,-3.000729999999999786e-01,-8.356550000000000472e-09
1.259777784347534180e+00,4.000319999999999987e-01,1.727640000000000044e-08
1.399357080459594727e+00,-4.000879999999999992e-01,-1.638979999999999897e-08
1.538473844528198242e+00,4.000380000000000047e-01,1.865949999999999910e-08
1.681601285934448242e+00,-5.000949999999999562e-01,-2.872170000000000102e-08
1.822453737258911133e+00,4.000290000000000235e-01,1.945750000000000069e-08
1.965163707733154297e+00,-6.001260000000000483e-01,-4.386969999999999875e-08
2.102923631668090820e+00,4.000319999999999987e-01,1.978700000000000043e-08
2.244235754013061523e+00,-7.001410000000000133e-01,-6.803439999999999411e-08
2.386648178100585938e+00,4.000409999999999799e-01,1.923809999999999874e-08
2.526230096817016602e+00,-8.001249999999999751e-01,-8.933610000000000545e-08
2.667490959167480469e+00,4.000480000000000147e-01,1.680300000000000164e-08
2.809283971786499023e+00,-9.001500000000000057e-01,-1.200749999999999949e-07
2.966360092163085938e+00,4.000270000000000215e-01,1.682809999999999900e-08
3.167255163192749023e+00,-1.000140000000000029e+00,-1.578179999999999908e-07
3.324450016021728516e+00,4.000299999999999967e-01,1.512230000000000102e-08
3.527555465698242188e+00,-1.100170000000000092e+00,-2.099390000000000113e-07
3.681645870208740234e+00,4.000340000000000007e-01,1.594959999999999877e-08
3.885537147521972656e+00,-1.200150000000000050e+00,-2.813109999999999969e-07
4.041487932205200195e+00,4.000360000000000027e-01,1.703030000000000063e-08
4.243956089019775391e+00,-1.300140000000000073e+00,-3.505760000000000020e-07
4.400538921356201172e+00,4.000400000000000067e-01,1.771749999999999967e-08
4.601773738861083984e+00,-1.400150000000000006e+00,-4.281670000000000249e-07
4.757288455963134766e+00,4.000580000000000247e-01,1.766279999999999985e-08
4.958668470382690430e+00,-1.500119999999999898e+00,-5.212489999999999581e-07
5.114203929901123047e+00,4.000449999999999839e-01,1.831400000000000107e-08
5.315670013427734375e+00,-1.600100000000000078e+00,-6.173700000000000285e-07
