# Tue Sep  5 16:21:25 2023
#  Tiempo [s], Voltaje [V], Corriente [A]
#   pw=0.1, T = 0.01, nplc=0.5
6.002283096313476562e-02,4.000440000000000107e-01,4.153070000000000011e-09
2.146391868591308594e-01,-3.228190000000000004e-05,5.088930000000000127e-10
3.550806045532226562e-01,4.000270000000000215e-01,3.604349999999999863e-09
4.942858219146728516e-01,9.997720000000000218e-02,7.096289999999999490e-10
6.346621513366699219e-01,4.000279999999999947e-01,3.082859999999999837e-09
7.769148349761962891e-01,1.999690000000000079e-01,1.347229999999999906e-09
9.173269271850585938e-01,4.000389999999999779e-01,3.992439999999999915e-09
1.058610916137695312e+00,2.999930000000000097e-01,2.429849999999999834e-09
1.198581457138061523e+00,4.000429999999999819e-01,3.911270000000000288e-09
1.338433265686035156e+00,4.000420000000000087e-01,4.098840000000000292e-09
1.478698253631591797e+00,4.000369999999999759e-01,4.088190000000000128e-09
1.619699239730834961e+00,5.000449999999999617e-01,6.339739999999999864e-09
1.760145902633666992e+00,4.000429999999999819e-01,3.856209999999999860e-09
1.902317523956298828e+00,6.000879999999999548e-01,8.296280000000000224e-09
2.044045925140380859e+00,4.000650000000000039e-01,2.589909999999999797e-09
2.183570384979248047e+00,7.000950000000000228e-01,1.302619999999999954e-08
2.324639081954956055e+00,4.000670000000000059e-01,2.609910000000000141e-09
2.465705871582031250e+00,8.001260000000000039e-01,1.787490000000000080e-08
2.607185363769531250e+00,4.000739999999999852e-01,1.407250000000000078e-09
2.747303009033203125e+00,9.000909999999999744e-01,2.472480000000000048e-08
2.889222145080566406e+00,4.000580000000000247e-01,1.176550000000000037e-09
3.027985095977783203e+00,1.000110000000000054e+00,3.525050000000000188e-08
3.168340682983398438e+00,4.000619999999999732e-01,1.191769999999999908e-09
3.306150197982788086e+00,1.100100000000000078e+00,4.747920000000000206e-08
3.446912288665771484e+00,4.000699999999999812e-01,1.521240000000000012e-09
3.587205648422241211e+00,1.200120000000000076e+00,5.907480000000000036e-08
3.727575302124023438e+00,4.000630000000000019e-01,1.274849999999999997e-09
3.868559837341308594e+00,1.300089999999999968e+00,7.350520000000000628e-08
4.009772777557373047e+00,4.000540000000000207e-01,8.446810000000000323e-10
4.151284217834472656e+00,1.400069999999999926e+00,1.036030000000000046e-07
4.305841684341430664e+00,4.000380000000000047e-01,4.610379999999999955e-09
4.509800910949707031e+00,1.500029999999999974e+00,1.304389999999999943e-07
4.666627645492553711e+00,4.000420000000000087e-01,5.021609999999999992e-09
4.867629051208496094e+00,1.600030000000000063e+00,1.633009999999999877e-07
5.023597717285156250e+00,4.000319999999999987e-01,4.463110000000000318e-09
5.226700305938720703e+00,1.700020000000000087e+00,1.878919999999999993e-07
5.384033918380737305e+00,4.000270000000000215e-01,4.283130000000000284e-09
5.583322525024414062e+00,1.800030000000000019e+00,2.156179999999999922e-07
5.740172147750854492e+00,4.000420000000000087e-01,2.029859999999999854e-09
5.946124076843261719e+00,1.899980000000000002e+00,2.765690000000000197e-07
6.100538730621337891e+00,4.000400000000000067e-01,2.767210000000000001e-09
6.303390979766845703e+00,2.000000000000000000e+00,3.312600000000000162e-07
6.459982395172119141e+00,4.000369999999999759e-01,2.741619999999999886e-09
6.671195983886718750e+00,2.100020000000000220e+00,3.789149999999999754e-07
6.819773435592651367e+00,4.000440000000000107e-01,1.078590000000000098e-09
7.024851560592651367e+00,2.200009999999999799e+00,4.270509999999999771e-07
7.181096315383911133e+00,4.000380000000000047e-01,1.361219999999999979e-09
7.384933948516845703e+00,2.300240000000000062e+00,5.107129999999999754e-07
7.540355920791625977e+00,4.000369999999999759e-01,2.150250000000000097e-09
7.744129419326782227e+00,2.400119999999999809e+00,5.696500000000000220e-07
