# Tue Sep  5 18:57:08 2023
#  Tiempo [s], Voltaje [V], Corriente [A]
#   pw=0, T = 0, nplc=0.5
3.000974655151367188e-03,4.000690000000000079e-01,3.519690000000000199e-08
3.310108184814453125e-02,-7.486340000000000053e-06,-1.839900000000000026e-09
5.306005477905273438e-02,4.000730000000000119e-01,3.408499999999999717e-08
7.248234748840332031e-02,1.200060000000000016e-01,6.517220000000000372e-09
9.224915504455566406e-02,4.000730000000000119e-01,3.437789999999999975e-08
1.125996112823486328e-01,2.400069999999999981e-01,1.777879999999999903e-08
1.299848556518554688e-01,4.000699999999999812e-01,3.414140000000000289e-08
1.488926410675048828e-01,3.600479999999999792e-01,3.051329999999999967e-08
1.678829193115234375e-01,4.000659999999999772e-01,3.612280000000000103e-08
1.869509220123291016e-01,4.800639999999999907e-01,4.685819999999999934e-08
2.056784629821777344e-01,4.000630000000000019e-01,3.788779999999999732e-08
2.251152992248535156e-01,6.001030000000000530e-01,6.374679999999999746e-08
2.431609630584716797e-01,4.000639999999999752e-01,3.777019999999999764e-08
2.615754604339599609e-01,7.200980000000000159e-01,8.214750000000000155e-08
2.807898521423339844e-01,4.000609999999999999e-01,3.682550000000000110e-08
2.998743057250976562e-01,8.400649999999999507e-01,6.866430000000000162e-08
3.279273509979248047e-01,4.000369999999999759e-01,1.200259999999999989e-08
4.064109325408935547e-01,9.600750000000000117e-01,1.020879999999999941e-07
4.283986091613769531e-01,4.000400000000000067e-01,1.366119999999999993e-08
5.011417865753173828e-01,1.080089999999999995e+00,1.483100000000000092e-07
5.288615226745605469e-01,4.000380000000000047e-01,1.364139999999999965e-08
6.013414859771728516e-01,1.200069999999999970e+00,1.921569999999999915e-07
6.326007843017578125e-01,4.000409999999999799e-01,1.366870000000000017e-08
7.002601623535156250e-01,1.320079999999999920e+00,2.588460000000000138e-07
7.286355495452880859e-01,4.000389999999999779e-01,1.402030000000000048e-08
8.003971576690673828e-01,1.440039999999999987e+00,3.449639999999999912e-07
8.309807777404785156e-01,4.000449999999999839e-01,1.379029999999999941e-08
9.001722335815429688e-01,1.560030000000000028e+00,4.594089999999999814e-07
9.285104274749755859e-01,4.000400000000000067e-01,1.498219999999999899e-08
1.002564430236816406e+00,1.680050000000000043e+00,5.793470000000000327e-07
1.028433322906494141e+00,4.000360000000000027e-01,1.419509999999999951e-08
1.100308418273925781e+00,1.800049999999999928e+00,7.265940000000000012e-07
1.135568857192993164e+00,4.000429999999999819e-01,1.360840000000000028e-08
1.199530124664306641e+00,1.920029999999999903e+00,8.909759999999999971e-07
1.227989196777343750e+00,4.000449999999999839e-01,1.371929999999999997e-08
1.303103446960449219e+00,2.040459999999999940e+00,1.116319999999999927e-06
1.338621139526367188e+00,4.000480000000000147e-01,1.032019999999999999e-08
1.412041425704956055e+00,2.160460000000000047e+00,1.352659999999999938e-06
1.452905416488647461e+00,4.000440000000000107e-01,1.322300000000000035e-08
1.524082422256469727e+00,2.280450000000000088e+00,1.568760000000000079e-06
1.561056137084960938e+00,4.000389999999999779e-01,9.484840000000000512e-09
1.636595487594604492e+00,2.400440000000000129e+00,1.896410000000000025e-06
1.672575712203979492e+00,4.000409999999999799e-01,1.234230000000000028e-08
1.749204635620117188e+00,2.520399999999999974e+00,2.318250000000000208e-06
1.782541275024414062e+00,4.000409999999999799e-01,1.092009999999999996e-08
1.856975317001342773e+00,2.640449999999999964e+00,2.600720000000000063e-06
1.893783569335937500e+00,4.000440000000000107e-01,1.057969999999999977e-08
1.967710494995117188e+00,2.760749999999999815e+00,3.149930000000000096e-06
2.004489898681640625e+00,4.000409999999999799e-01,1.099559999999999954e-08
2.078326940536499023e+00,2.880770000000000053e+00,3.705389999999999856e-06
2.115022420883178711e+00,4.000429999999999819e-01,1.075440000000000000e-08
2.188518285751342773e+00,3.000750000000000028e+00,4.373449999999999606e-06
2.225566387176513672e+00,4.000319999999999987e-01,1.306159999999999965e-08
2.301461935043334961e+00,3.120810000000000084e+00,5.039559999999999739e-06
2.337017059326171875e+00,4.000349999999999739e-01,1.193720000000000051e-08
2.415129899978637695e+00,3.240819999999999812e+00,5.850979999999999841e-06
2.447924613952636719e+00,4.000290000000000235e-01,1.285819999999999929e-08
2.526388168334960938e+00,3.360799999999999788e+00,6.736089999999999909e-06
2.569364547729492188e+00,4.000230000000000175e-01,1.635440000000000052e-08
2.642889738082885742e+00,3.480739999999999945e+00,7.736479999999999830e-06
2.679869174957275391e+00,4.000319999999999987e-01,1.244400000000000045e-08
2.756587743759155273e+00,3.601119999999999877e+00,9.290519999999999947e-06
2.790581464767456055e+00,4.000259999999999927e-01,1.895030000000000062e-08
2.867801189422607422e+00,3.721020000000000216e+00,1.060170000000000050e-05
2.909830570220947266e+00,4.000230000000000175e-01,1.883570000000000104e-08
2.985467672348022461e+00,3.840990000000000126e+00,1.299719999999999984e-05
3.032814025878906250e+00,4.000250000000000195e-01,1.957130000000000003e-08
3.107448577880859375e+00,3.960799999999999876e+00,1.640139999999999852e-05
3.150694131851196289e+00,4.000299999999999967e-01,1.611180000000000138e-08
3.224912643432617188e+00,4.080890000000000128e+00,1.889289999999999999e-05
3.268957853317260742e+00,4.000219999999999887e-01,2.110900000000000062e-08
3.343145132064819336e+00,4.200969999999999871e+00,2.346410000000000122e-05
3.388120889663696289e+00,4.000279999999999947e-01,1.939820000000000028e-08
3.465301990509033203e+00,4.321049999999999613e+00,3.337740000000000336e-05
3.507956027984619141e+00,4.000219999999999887e-01,2.838929999999999998e-08
3.583719253540039062e+00,4.440979999999999706e+00,4.176030000000000063e-05
3.627144098281860352e+00,4.000259999999999927e-01,2.503080000000000004e-08
3.776116132736206055e+00,4.561219999999999608e+00,5.907680000000000331e-05
3.827688217163085938e+00,4.000139999999999807e-01,4.807160000000000014e-08
3.901399374008178711e+00,4.681230000000000224e+00,7.902399999999999420e-05
3.943107604980468750e+00,4.000159999999999827e-01,6.665299999999999472e-08
4.017971038818359375e+00,4.801140000000000185e+00,9.310909999999999933e-05
4.062249660491943359e+00,4.000239999999999907e-01,8.690079999999999422e-08
4.136477708816528320e+00,4.921330000000000204e+00,1.169410000000000040e-04
4.189799308776855469e+00,4.000199999999999867e-01,8.827770000000000174e-08
4.263991117477416992e+00,5.041269999999999918e+00,1.391540000000000030e-04
4.318011999130249023e+00,4.000190000000000135e-01,1.201770000000000047e-07
4.401041030883789062e+00,5.161150000000000126e+00,1.652570000000000070e-04
4.445836305618286133e+00,4.000219999999999887e-01,1.618619999999999971e-07
4.474118947982788086e+00,5.281220000000000248e+00,1.842600000000000010e-04
4.523015260696411133e+00,4.000199999999999867e-01,1.154710000000000021e-07
4.601943969726562500e+00,5.401510000000000034e+00,2.102250000000000006e-04
4.652957439422607422e+00,4.000250000000000195e-01,1.152060000000000060e-07
4.729910850524902344e+00,5.521460000000000257e+00,2.371490000000000024e-04
4.794069528579711914e+00,4.000299999999999967e-01,1.629309999999999917e-07
4.853172063827514648e+00,5.641440000000000232e+00,2.606390000000000096e-04
4.925632238388061523e+00,3.999840000000000062e-01,2.079899999999999983e-07
4.948127985000610352e+00,5.761490000000000222e+00,3.032500000000000256e-04
4.993802785873413086e+00,3.999800000000000022e-01,2.050130000000000108e-07
5.023643016815185547e+00,5.881470000000000198e+00,3.256889999999999915e-04
5.068885564804077148e+00,3.999800000000000022e-01,2.099630000000000121e-07
5.097386598587036133e+00,3.999989999999999934e-01,2.027470000000000089e-07
5.116378784179687500e+00,4.000099999999999767e-01,2.022730000000000008e-07
5.137432575225830078e+00,4.000239999999999907e-01,1.935079999999999881e-07
5.153528451919555664e+00,4.000340000000000007e-01,1.940249999999999920e-07
5.172526121139526367e+00,4.000380000000000047e-01,1.787839999999999947e-07
5.192508220672607422e+00,4.000420000000000087e-01,1.812159999999999996e-07
5.241481065750122070e+00,4.000429999999999819e-01,1.771560000000000016e-07
5.252476692199707031e+00,4.000409999999999799e-01,1.797609999999999908e-07
5.270149707794189453e+00,4.000589999999999979e-01,1.734220000000000027e-07
5.288782596588134766e+00,4.000560000000000227e-01,1.730300000000000082e-07
5.308171987533569336e+00,4.000600000000000267e-01,1.721249999999999878e-07
5.326336145401000977e+00,4.000529999999999919e-01,1.724849999999999990e-07
5.345480680465698242e+00,4.000600000000000267e-01,1.684120000000000128e-07
5.367710590362548828e+00,4.000589999999999979e-01,1.710200000000000054e-07
5.383799552917480469e+00,4.000540000000000207e-01,1.731129999999999964e-07
5.402913093566894531e+00,4.000560000000000227e-01,1.728940000000000128e-07
5.421952962875366211e+00,4.000540000000000207e-01,1.734569999999999894e-07
5.440743684768676758e+00,4.000540000000000207e-01,1.731799999999999930e-07
5.458737134933471680e+00,4.000429999999999819e-01,1.745129999999999957e-07
5.486721992492675781e+00,4.000580000000000247e-01,1.705379999999999883e-07
5.502715349197387695e+00,4.000609999999999999e-01,1.726459999999999963e-07
5.521703958511352539e+00,4.000549999999999939e-01,1.721360000000000003e-07
5.539690494537353516e+00,4.000589999999999979e-01,1.691300000000000064e-07
5.558679819107055664e+00,4.000569999999999959e-01,1.670159999999999915e-07
5.580667734146118164e+00,4.000549999999999939e-01,1.656490000000000032e-07
5.603657007217407227e+00,4.000580000000000247e-01,1.616370000000000067e-07
5.620583295822143555e+00,4.000560000000000227e-01,1.682299999999999917e-07
5.639575242996215820e+00,4.000580000000000247e-01,1.641009999999999949e-07
5.721534252166748047e+00,4.000630000000000019e-01,1.562819999999999961e-07
5.737523555755615234e+00,4.000639999999999752e-01,1.552150000000000038e-07
5.773496389389038086e+00,4.000529999999999919e-01,1.558050000000000111e-07
5.785490989685058594e+00,4.000560000000000227e-01,1.568669999999999977e-07
5.804477691650390625e+00,4.000520000000000187e-01,1.647289999999999923e-07
5.823467493057250977e+00,4.000520000000000187e-01,1.627300000000000020e-07
5.846457481384277344e+00,4.000540000000000207e-01,1.635139999999999910e-07
5.862463712692260742e+00,4.000560000000000227e-01,1.623880000000000112e-07
5.884485960006713867e+00,4.000540000000000207e-01,1.623350000000000041e-07
5.900615930557250977e+00,4.000529999999999919e-01,1.592970000000000003e-07
5.919492483139038086e+00,4.000600000000000267e-01,1.645689999999999962e-07
5.938123226165771484e+00,4.000520000000000187e-01,1.661549999999999946e-07
5.957516193389892578e+00,4.000580000000000247e-01,1.590109999999999936e-07
5.979048013687133789e+00,4.000560000000000227e-01,1.588019999999999949e-07
5.998027086257934570e+00,4.000609999999999999e-01,1.563959999999999930e-07
6.015018939971923828e+00,4.000600000000000267e-01,1.546160000000000128e-07
6.034010648727416992e+00,4.000619999999999732e-01,1.577679999999999871e-07
6.052961826324462891e+00,4.000540000000000207e-01,1.521189999999999872e-07
6.072246789932250977e+00,4.000600000000000267e-01,1.530750000000000125e-07
6.091075420379638672e+00,4.000549999999999939e-01,1.507590000000000068e-07
6.112114667892456055e+00,4.000540000000000207e-01,1.497399999999999896e-07
6.129114866256713867e+00,4.000500000000000167e-01,1.486229999999999935e-07
6.147084951400756836e+00,4.000509999999999899e-01,1.499430000000000080e-07
6.166052818298339844e+00,4.000489999999999879e-01,1.493540000000000019e-07
6.184503078460693359e+00,4.000489999999999879e-01,1.473760000000000089e-07
6.203274250030517578e+00,4.000549999999999939e-01,1.504040000000000013e-07
6.223356008529663086e+00,4.000489999999999879e-01,1.494480000000000026e-07
6.240415811538696289e+00,4.000540000000000207e-01,1.545949999999999890e-07
6.259885072708129883e+00,4.000509999999999899e-01,1.497159999999999888e-07
6.278811454772949219e+00,4.000520000000000187e-01,1.512819999999999911e-07
6.297023773193359375e+00,4.000540000000000207e-01,1.508300000000000079e-07
6.316371917724609375e+00,4.000589999999999979e-01,1.473770000000000100e-07
6.336538076400756836e+00,4.000549999999999939e-01,1.452799999999999880e-07
6.353830337524414062e+00,4.000549999999999939e-01,1.486310000000000026e-07
6.372243642807006836e+00,4.000520000000000187e-01,1.492269999999999902e-07
6.391272783279418945e+00,4.000580000000000247e-01,1.514039999999999970e-07
6.410032272338867188e+00,4.000569999999999959e-01,1.485880000000000068e-07
6.428766489028930664e+00,4.000580000000000247e-01,1.464350000000000007e-07
