# Tue Sep  5 18:39:01 2023
#  Tiempo [s], Voltaje [V], Corriente [A]
#   pw=0, T = 0, nplc=0.5
5.407392024993896484e+00,4.000619999999999732e-01,1.323150000000000039e-07
5.428753852844238281e+00,4.000600000000000267e-01,1.356580000000000094e-07
5.444761514663696289e+00,4.000630000000000019e-01,1.330120000000000002e-07
5.464680433273315430e+00,4.000639999999999752e-01,1.300619999999999903e-07
5.483715057373046875e+00,4.000659999999999772e-01,1.269770000000000126e-07
5.501880168914794922e+00,4.000659999999999772e-01,1.257760000000000008e-07
5.520875930786132812e+00,4.000670000000000059e-01,1.251809999999999878e-07
5.540856599807739258e+00,4.000630000000000019e-01,1.229390000000000131e-07
5.557847976684570312e+00,4.000679999999999792e-01,1.233149999999999895e-07
5.576834201812744141e+00,4.000639999999999752e-01,1.242029999999999906e-07
5.596038341522216797e+00,4.000560000000000227e-01,1.233520000000000050e-07
5.614181756973266602e+00,4.000589999999999979e-01,1.227309999999999890e-07
5.634339332580566406e+00,4.000639999999999752e-01,1.232780000000000005e-07
5.656032800674438477e+00,4.000600000000000267e-01,1.250340000000000064e-07
5.672114372253417969e+00,4.000600000000000267e-01,1.274929999999999889e-07
5.691463708877563477e+00,4.000609999999999999e-01,1.294789999999999910e-07
5.710485696792602539e+00,4.000589999999999979e-01,1.295279999999999936e-07
5.729485988616943359e+00,4.000639999999999752e-01,1.307730000000000024e-07
5.750508546829223633e+00,4.000609999999999999e-01,1.287089999999999914e-07
5.771619081497192383e+00,4.000639999999999752e-01,1.288939999999999894e-07
5.787382364273071289e+00,4.000600000000000267e-01,1.290609999999999935e-07
5.807123661041259766e+00,4.000580000000000247e-01,1.272109999999999868e-07
5.825837373733520508e+00,4.000569999999999959e-01,1.272470000000000012e-07
5.845233201980590820e+00,4.000619999999999732e-01,1.249200000000000095e-07
5.865343809127807617e+00,4.000659999999999772e-01,1.263049999999999918e-07
5.887226819992065430e+00,4.000650000000000039e-01,1.256539999999999948e-07
5.903971195220947266e+00,4.000670000000000059e-01,1.210789999999999952e-07
5.920964956283569336e+00,4.000630000000000019e-01,1.223179999999999972e-07
5.939947128295898438e+00,4.000650000000000039e-01,1.194260000000000002e-07
5.958945989608764648e+00,4.000670000000000059e-01,1.186470000000000036e-07
5.977935552597045898e+00,4.000639999999999752e-01,1.158849999999999951e-07
5.999915122985839844e+00,4.000639999999999752e-01,1.148919999999999941e-07
6.015906095504760742e+00,4.000650000000000039e-01,1.164280000000000020e-07
6.034901142120361328e+00,4.000609999999999999e-01,1.161010000000000018e-07
6.054286003112792969e+00,4.000639999999999752e-01,1.148650000000000032e-07
6.072699069976806641e+00,4.000619999999999732e-01,1.168280000000000056e-07
6.091025590896606445e+00,4.000659999999999772e-01,1.218049999999999978e-07
6.111279964447021484e+00,4.000609999999999999e-01,1.226820000000000129e-07
6.129251956939697266e+00,4.000589999999999979e-01,1.209000000000000040e-07
6.147747516632080078e+00,4.000630000000000019e-01,1.211310000000000012e-07
6.166174411773681641e+00,4.000609999999999999e-01,1.193489999999999922e-07
6.185146093368530273e+00,4.000589999999999979e-01,1.219689999999999985e-07
6.204371929168701172e+00,4.000639999999999752e-01,1.189940000000000000e-07
6.223473310470581055e+00,4.000639999999999752e-01,1.172950000000000058e-07
6.241887331008911133e+00,4.000650000000000039e-01,1.161529999999999946e-07
6.260143518447875977e+00,4.000650000000000039e-01,1.181770000000000000e-07
6.279634237289428711e+00,4.000650000000000039e-01,1.158780000000000004e-07
6.299944400787353516e+00,4.000630000000000019e-01,1.150799999999999955e-07
6.318510293960571289e+00,4.000659999999999772e-01,1.151869999999999977e-07
6.339956521987915039e+00,4.000650000000000039e-01,1.148520000000000017e-07
6.356380462646484375e+00,4.000609999999999999e-01,1.141320000000000058e-07
6.374745368957519531e+00,4.000600000000000267e-01,1.156910000000000001e-07
6.393959999084472656e+00,4.000589999999999979e-01,1.161999999999999950e-07
6.413061857223510742e+00,4.000609999999999999e-01,1.179279999999999956e-07
6.434165477752685547e+00,4.000600000000000267e-01,1.170089999999999991e-07
6.456362724304199219e+00,4.000589999999999979e-01,1.162880000000000021e-07
6.472376823425292969e+00,4.000600000000000267e-01,1.180219999999999963e-07
6.492897272109985352e+00,4.000580000000000247e-01,1.164400000000000024e-07
6.510888814926147461e+00,4.000569999999999959e-01,1.175600000000000018e-07
6.530875205993652344e+00,4.000619999999999732e-01,1.197100000000000045e-07
6.547863960266113281e+00,4.000619999999999732e-01,1.175199999999999962e-07
6.567908525466918945e+00,4.000619999999999732e-01,1.200039999999999938e-07
6.585412502288818359e+00,4.000630000000000019e-01,1.191649999999999954e-07
6.605096578598022461e+00,4.000600000000000267e-01,1.210519999999999910e-07
6.623444080352783203e+00,4.000589999999999979e-01,1.216189999999999987e-07
6.642910718917846680e+00,4.000639999999999752e-01,1.202629999999999963e-07
6.664586544036865234e+00,4.000650000000000039e-01,1.192019999999999976e-07
6.684914588928222656e+00,4.000639999999999752e-01,1.169039999999999991e-07
6.701043128967285156e+00,4.000580000000000247e-01,1.148809999999999949e-07
6.720121622085571289e+00,4.000630000000000019e-01,1.146180000000000010e-07
6.738650798797607422e+00,4.000650000000000039e-01,1.151739999999999962e-07
6.757918596267700195e+00,4.000619999999999732e-01,1.135930000000000034e-07
6.776989459991455078e+00,4.000589999999999979e-01,1.150669999999999940e-07
6.799120426177978516e+00,4.000580000000000247e-01,1.144710000000000064e-07
6.814254045486450195e+00,4.000609999999999999e-01,1.153019999999999958e-07
6.834906339645385742e+00,4.000580000000000247e-01,1.156419999999999975e-07
6.853413820266723633e+00,4.000569999999999959e-01,1.158159999999999963e-07
6.872551679611206055e+00,4.000569999999999959e-01,1.189400000000000049e-07
6.891667127609252930e+00,4.000580000000000247e-01,1.173850000000000019e-07
6.917328596115112305e+00,4.000589999999999979e-01,1.174479999999999940e-07
6.930913209915161133e+00,4.000589999999999979e-01,1.191449999999999992e-07
6.950682401657104492e+00,4.000580000000000247e-01,1.176790000000000044e-07
6.969610929489135742e+00,4.000580000000000247e-01,1.208419999999999911e-07
6.988685369491577148e+00,4.000619999999999732e-01,1.207519999999999950e-07
7.007681608200073242e+00,4.000520000000000187e-01,1.223379999999999934e-07
7.028676509857177734e+00,4.000589999999999979e-01,1.247510000000000032e-07
7.044678449630737305e+00,4.000600000000000267e-01,1.238860000000000017e-07
7.063652515411376953e+00,4.000650000000000039e-01,1.203620000000000027e-07
7.082636833190917969e+00,4.000600000000000267e-01,1.172299999999999982e-07
7.101778030395507812e+00,4.000639999999999752e-01,1.155080000000000044e-07
7.121027469635009766e+00,4.000630000000000019e-01,1.149790000000000001e-07
7.140469789505004883e+00,4.000589999999999979e-01,1.143160000000000027e-07
7.158556461334228516e+00,4.000589999999999979e-01,1.127180000000000039e-07
7.177259683609008789e+00,4.000540000000000207e-01,1.137409999999999992e-07
7.195438146591186523e+00,4.000600000000000267e-01,1.159549999999999951e-07
7.214905261993408203e+00,4.000609999999999999e-01,1.167560000000000034e-07
7.233651638031005859e+00,4.000600000000000267e-01,1.192379999999999987e-07
7.253808259963989258e+00,4.000580000000000247e-01,1.179429999999999994e-07
7.270390510559082031e+00,4.000639999999999752e-01,1.186769999999999979e-07
7.289951086044311523e+00,4.000619999999999732e-01,1.179690000000000024e-07
7.308660984039306641e+00,4.000589999999999979e-01,1.202329999999999888e-07
7.326631546020507812e+00,4.000619999999999732e-01,1.188330000000000027e-07
7.345581054687500000e+00,4.000609999999999999e-01,1.180140000000000005e-07
7.365823030471801758e+00,4.000650000000000039e-01,1.184820000000000018e-07
7.383471727371215820e+00,4.000560000000000227e-01,1.159480000000000004e-07
7.402706146240234375e+00,4.000639999999999752e-01,1.162060000000000018e-07
7.422012090682983398e+00,4.000719999999999832e-01,1.150170000000000035e-07
7.440565109252929688e+00,4.000630000000000019e-01,1.160249999999999950e-07
7.459964513778686523e+00,4.000650000000000039e-01,1.153749999999999991e-07
7.482465028762817383e+00,4.000589999999999979e-01,1.133970000000000062e-07
7.500454664230346680e+00,4.000619999999999732e-01,1.161370000000000029e-07
7.518450021743774414e+00,4.000619999999999732e-01,1.186680000000000009e-07
7.536370038986206055e+00,4.000670000000000059e-01,1.155239999999999960e-07
7.555383920669555664e+00,4.000650000000000039e-01,1.207580000000000018e-07
7.574853658676147461e+00,4.000650000000000039e-01,1.185280000000000010e-07
7.594466209411621094e+00,4.000639999999999752e-01,1.200810000000000017e-07
7.611500263214111328e+00,4.000600000000000267e-01,1.165470000000000046e-07
7.630585908889770508e+00,4.000589999999999979e-01,1.168889999999999954e-07
7.649819850921630859e+00,4.000600000000000267e-01,1.182490000000000023e-07
7.668082714080810547e+00,4.000650000000000039e-01,1.194629999999999892e-07
7.687677145004272461e+00,4.000670000000000059e-01,1.198070000000000087e-07
7.707541227340698242e+00,4.000659999999999772e-01,1.148330000000000066e-07
7.725263118743896484e+00,4.000690000000000079e-01,1.187579999999999971e-07
7.743680477142333984e+00,4.000690000000000079e-01,1.153690000000000056e-07
7.762347221374511719e+00,4.000690000000000079e-01,1.140940000000000024e-07
7.781645774841308594e+00,4.000699999999999812e-01,1.121560000000000019e-07
7.799943923950195312e+00,4.000739999999999852e-01,1.096490000000000047e-07
7.819904804229736328e+00,4.000679999999999792e-01,1.105199999999999997e-07
7.837949991226196289e+00,4.000679999999999792e-01,1.088220000000000066e-07
7.856799602508544922e+00,4.000710000000000099e-01,1.095190000000000028e-07
7.875539064407348633e+00,4.000650000000000039e-01,1.098690000000000027e-07
7.893815994262695312e+00,4.000639999999999752e-01,1.111969999999999997e-07
7.913351535797119141e+00,4.000679999999999792e-01,1.122020000000000011e-07
7.932759284973144531e+00,4.000670000000000059e-01,1.144839999999999947e-07
7.949912548065185547e+00,4.000659999999999772e-01,1.143380000000000012e-07
7.969160795211791992e+00,4.000690000000000079e-01,1.139739999999999987e-07
7.988263130187988281e+00,4.000679999999999792e-01,1.167350000000000060e-07
8.007192850112915039e+00,4.000639999999999752e-01,1.170789999999999991e-07
8.026182174682617188e+00,4.000710000000000099e-01,1.137599999999999943e-07
8.050167560577392578e+00,4.000699999999999812e-01,1.122439999999999958e-07
8.065158367156982422e+00,4.000699999999999812e-01,1.134410000000000031e-07
8.084873199462890625e+00,4.000690000000000079e-01,1.121629999999999966e-07
8.103559732437133789e+00,4.000730000000000119e-01,1.096250000000000039e-07
8.121803045272827148e+00,4.000730000000000119e-01,1.062870000000000041e-07
8.140908956527709961e+00,4.000690000000000079e-01,1.053190000000000049e-07
8.160842895507812500e+00,4.000690000000000079e-01,1.077189999999999999e-07
8.178868532180786133e+00,4.000659999999999772e-01,1.058880000000000016e-07
8.197896480560302734e+00,4.000690000000000079e-01,1.059810000000000012e-07
8.217064380645751953e+00,4.000670000000000059e-01,1.030670000000000057e-07
8.235318422317504883e+00,4.000659999999999772e-01,1.038910000000000003e-07
8.254436731338500977e+00,4.000639999999999752e-01,1.062160000000000030e-07
8.276636600494384766e+00,4.000670000000000059e-01,1.078960000000000021e-07
8.292679548263549805e+00,4.000589999999999979e-01,1.065979999999999994e-07
8.311819076538085938e+00,4.000600000000000267e-01,1.087940000000000013e-07
8.330401659011840820e+00,4.000630000000000019e-01,1.079039999999999980e-07
8.350273847579956055e+00,4.000659999999999772e-01,1.061899999999999999e-07
8.369746446609497070e+00,4.000659999999999772e-01,1.080769999999999956e-07
8.390998125076293945e+00,4.000609999999999999e-01,1.095849999999999983e-07
8.407756090164184570e+00,4.000630000000000019e-01,1.081790000000000054e-07
8.426898241043090820e+00,4.000659999999999772e-01,1.108240000000000003e-07
8.445538520812988281e+00,4.000639999999999752e-01,1.081410000000000020e-07
8.464132547378540039e+00,4.000650000000000039e-01,1.050730000000000039e-07
8.484266519546508789e+00,4.000679999999999792e-01,1.066470000000000020e-07
8.511560440063476562e+00,4.000630000000000019e-01,1.073099999999999994e-07
8.523853778839111328e+00,4.000699999999999812e-01,1.051100000000000062e-07
8.541839599609375000e+00,4.000659999999999772e-01,1.040279999999999969e-07
8.560827970504760742e+00,4.000659999999999772e-01,1.041069999999999938e-07
8.580816268920898438e+00,4.000650000000000039e-01,1.042949999999999952e-07
8.600605726242065430e+00,4.000679999999999792e-01,1.029260000000000046e-07
8.620383977890014648e+00,4.000690000000000079e-01,1.047930000000000040e-07
8.638380289077758789e+00,4.000619999999999732e-01,1.020750000000000058e-07
8.656368732452392578e+00,4.000659999999999772e-01,1.024490000000000064e-07
8.675374984741210938e+00,4.000639999999999752e-01,1.009380000000000003e-07
8.694350719451904297e+00,4.000639999999999752e-01,1.025129999999999995e-07
8.713336467742919922e+00,4.000609999999999999e-01,1.040039999999999961e-07
8.734323740005493164e+00,4.000659999999999772e-01,1.044699999999999951e-07
8.750349998474121094e+00,4.000600000000000267e-01,1.056639999999999991e-07
8.769762992858886719e+00,4.000670000000000059e-01,1.085929999999999984e-07
8.788295030593872070e+00,4.000619999999999732e-01,1.075299999999999974e-07
8.807263135910034180e+00,4.000639999999999752e-01,1.071329999999999972e-07
8.826122760772705078e+00,4.000639999999999752e-01,1.062890000000000063e-07
8.846485853195190430e+00,4.000650000000000039e-01,1.035049999999999994e-07
8.862597703933715820e+00,4.000699999999999812e-01,1.029110000000000008e-07
8.881744623184204102e+00,4.000690000000000079e-01,1.036209999999999986e-07
8.901143789291381836e+00,4.000690000000000079e-01,1.019080000000000017e-07
8.920094251632690430e+00,4.000360000000000027e-01,8.799310000000000461e-08
8.992094278335571289e+00,4.000199999999999867e-01,7.673139999999999582e-08
9.018073558807373047e+00,4.000230000000000175e-01,7.676120000000000579e-08
9.030063867568969727e+00,4.000210000000000155e-01,7.705750000000000031e-08
9.049054861068725586e+00,4.000299999999999967e-01,7.639829999999999663e-08
9.067114591598510742e+00,4.000230000000000175e-01,7.689580000000000489e-08
9.086714506149291992e+00,4.000259999999999927e-01,7.647310000000000468e-08
9.105476856231689453e+00,4.000250000000000195e-01,7.555489999999999848e-08
9.130434989929199219e+00,4.000310000000000255e-01,7.447780000000000269e-08
9.144084453582763672e+00,4.000230000000000175e-01,7.428620000000000513e-08
9.163177967071533203e+00,4.000270000000000215e-01,7.603869999999999386e-08
9.182599782943725586e+00,4.000270000000000215e-01,7.460279999999999885e-08
9.201841354370117188e+00,4.000290000000000235e-01,7.413349999999999345e-08
9.221027135848999023e+00,4.000310000000000255e-01,7.292499999999999953e-08
9.242431879043579102e+00,4.000290000000000235e-01,7.329710000000000324e-08
9.258430242538452148e+00,4.000330000000000275e-01,7.323799999999999711e-08
9.276412725448608398e+00,4.000270000000000215e-01,7.405209999999999908e-08
9.295414447784423828e+00,4.000290000000000235e-01,7.454379999999999812e-08
9.314344644546508789e+00,4.000319999999999987e-01,7.481750000000000142e-08
9.333691120147705078e+00,4.000290000000000235e-01,7.523190000000000281e-08
9.352917671203613281e+00,4.000259999999999927e-01,7.617770000000000589e-08
9.371199846267700195e+00,4.000250000000000195e-01,7.684639999999999387e-08
9.389950990676879883e+00,4.000199999999999867e-01,7.662830000000000597e-08
9.408828973770141602e+00,4.000310000000000255e-01,7.623069999999999981e-08
9.427922725677490234e+00,4.000270000000000215e-01,7.692309999999999879e-08
9.446009397506713867e+00,4.000219999999999887e-01,7.723400000000000192e-08
9.466788768768310547e+00,4.000250000000000195e-01,7.698689999999999437e-08
9.484369277954101562e+00,4.000279999999999947e-01,7.609840000000000597e-08
9.503395557403564453e+00,4.000319999999999987e-01,7.373080000000000268e-08
9.522377014160156250e+00,4.000290000000000235e-01,7.427590000000000404e-08
9.540386199951171875e+00,4.000279999999999947e-01,7.316270000000000172e-08
9.559357643127441406e+00,4.000299999999999967e-01,7.258560000000000379e-08
9.582342386245727539e+00,4.000299999999999967e-01,7.282890000000000438e-08
9.598318338394165039e+00,4.000279999999999947e-01,7.367119999999999598e-08
9.616271734237670898e+00,4.000299999999999967e-01,7.386940000000000632e-08
9.635671138763427734e+00,4.000270000000000215e-01,7.371020000000000050e-08
9.654508590698242188e+00,4.000259999999999927e-01,7.477329999999999366e-08
9.672346115112304688e+00,4.000230000000000175e-01,7.570079999999999981e-08
9.693693161010742188e+00,4.000230000000000175e-01,7.626210000000000365e-08
9.710585355758666992e+00,4.000250000000000195e-01,7.559279999999999646e-08
9.729608774185180664e+00,4.000279999999999947e-01,7.651239999999999895e-08
9.749529600143432617e+00,4.000250000000000195e-01,7.589960000000000289e-08
9.768830299377441406e+00,4.000279999999999947e-01,7.596949999999999745e-08
9.786269187927246094e+00,4.000210000000000155e-01,7.571800000000000343e-08
9.809829235076904297e+00,4.000250000000000195e-01,7.490179999999999378e-08
9.825607776641845703e+00,4.000270000000000215e-01,7.495530000000000151e-08
9.844728708267211914e+00,4.000270000000000215e-01,7.502989999999999875e-08
9.863661766052246094e+00,4.000279999999999947e-01,7.429150000000000055e-08
9.883110284805297852e+00,4.000259999999999927e-01,7.434459999999999988e-08
9.902342557907104492e+00,4.000299999999999967e-01,7.487140000000000431e-08
9.923601388931274414e+00,4.000279999999999947e-01,7.395369999999999868e-08
9.940040588378906250e+00,4.000250000000000195e-01,7.358890000000000589e-08
9.958811759948730469e+00,4.000290000000000235e-01,7.296529999999999494e-08
9.977947235107421875e+00,4.000290000000000235e-01,7.350780000000000128e-08
9.995967149734497070e+00,4.000290000000000235e-01,7.406669999999999446e-08
1.001494860649108887e+01,4.000210000000000155e-01,7.485920000000000636e-08
1.003594279289245605e+01,4.000259999999999927e-01,7.500049999999999717e-08
1.005280637741088867e+01,4.000239999999999907e-01,7.659550000000000583e-08
1.007190060615539551e+01,4.000210000000000155e-01,7.663939999999999738e-08
1.009101366996765137e+01,4.000230000000000175e-01,7.726909999999999407e-08
1.011004614830017090e+01,4.000259999999999927e-01,7.668970000000000412e-08
1.012909555435180664e+01,4.000270000000000215e-01,7.675010000000000114e-08
1.015006661415100098e+01,4.000250000000000195e-01,7.714570000000000503e-08
1.016717076301574707e+01,4.000279999999999947e-01,7.664329999999999650e-08
1.018610477447509766e+01,4.000270000000000215e-01,7.706690000000000567e-08
1.020454072952270508e+01,4.000250000000000195e-01,7.683070000000000518e-08
