Model,DPO3034
Firmware Version,2.16

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.001,
Sample Interval,1e-06,
Record Length,10000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,10
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.5,0.5
Label,,
TIME,CH1,CH2
-1.1400e-04,0.01,0
-1.1300e-04,0.03,0
-1.1200e-04,0.01,0
-1.1100e-04,0.01,0
-1.1000e-04,0.03,0.02
-1.0900e-04,0.01,0.02
-1.0800e-04,-0.03,0.02
-1.0700e-04,-0.01,0.02
-1.0600e-04,0.01,0.04
-1.0500e-04,0.03,0.02
-1.0400e-04,0.01,0
-1.0300e-04,-0.01,0
-1.0200e-04,0.03,0
-1.0100e-04,-0.01,-0.02
-1.0000e-04,0.03,0
-9.9000e-05,-0.01,-0.02
-9.8000e-05,0.03,0
-9.7000e-05,0.03,0
-9.6000e-05,0.01,0
-9.5000e-05,0.01,-0.04
-9.4000e-05,0.01,0.02
-9.3000e-05,0.01,0.02
-9.2000e-05,-0.01,0
-9.1000e-05,0.03,-0.02
-9.0000e-05,0.01,-0.04
-8.9000e-05,0.03,0
-8.8000e-05,0.03,-0.02
-8.7000e-05,0.03,0.02
-8.6000e-05,-0.01,0
-8.5000e-05,-0.01,0
-8.4000e-05,-0.01,0
-8.3000e-05,-0.01,0.04
-8.2000e-05,-0.01,0
-8.1000e-05,0.01,-0.02
-8.0000e-05,0.01,-0.02
-7.9000e-05,0.01,0.02
-7.8000e-05,-0.01,-0.02
-7.7000e-05,0.03,-0.02
-7.6000e-05,0.03,-0.04
-7.5000e-05,0.03,0.02
-7.4000e-05,0.01,0.04
-7.3000e-05,0.03,-0.04
-7.2000e-05,-0.03,0.02
-7.1000e-05,0.01,0
-7.0000e-05,0.01,0
-6.9000e-05,0.01,0.02
-6.8000e-05,0.01,-0.04
-6.7000e-05,0.01,0
-6.6000e-05,-0.01,-0.02
-6.5000e-05,0.01,-0.02
-6.4000e-05,0.01,0
-6.3000e-05,-0.01,0
-6.2000e-05,0.05,0
-6.1000e-05,0.01,0
-6.0000e-05,-0.01,0
-5.9000e-05,0.03,0.02
-5.8000e-05,-0.01,-0.04
-5.7000e-05,0.01,0.04
-5.6000e-05,0.05,-0.02
-5.5000e-05,-0.03,-0.06
-5.4000e-05,0.01,-0.02
-5.3000e-05,-0.01,0.02
-5.2000e-05,0.03,0
-5.1000e-05,0.07,-0.02
-5.0000e-05,-0.03,-0.02
-4.9000e-05,0.01,0
-4.8000e-05,0.01,-0.02
-4.7000e-05,0.01,0
-4.6000e-05,0.01,0.02
-4.5000e-05,0.01,-0.04
-4.4000e-05,0.03,-0.04
-4.3000e-05,0.05,0.02
-4.2000e-05,0.03,0.02
-4.1000e-05,0.03,0
-4.0000e-05,0.03,-0.02
-3.9000e-05,-0.01,-0.02
-3.8000e-05,0.01,0
-3.7000e-05,0.01,0
-3.6000e-05,0.01,-0.02
-3.5000e-05,0.03,0
-3.4000e-05,-0.01,0
-3.3000e-05,-0.01,-0.02
-3.2000e-05,0.03,-0.04
-3.1000e-05,-0.01,0
-3.0000e-05,0.01,-0.02
-2.9000e-05,0.03,-0.02
-2.8000e-05,0.01,0
-2.7000e-05,0.01,0
-2.6000e-05,0.01,0.02
-2.5000e-05,0.01,0
-2.4000e-05,0.03,-0.04
-2.3000e-05,0.03,-0.02
-2.2000e-05,0.01,0
-2.1000e-05,0.03,-0.02
-2.0000e-05,0.01,0.02
-1.9000e-05,0.01,-0.04
-1.8000e-05,-0.01,-0.04
-1.7000e-05,0.05,0
-1.6000e-05,-0.01,0.02
-1.5000e-05,0.01,0
-1.4000e-05,0.03,0
-1.3000e-05,0.01,-0.02
-1.2000e-05,0.01,0.02
-1.1000e-05,0.03,0.02
-1.0000e-05,-0.03,0
-9.0000e-06,0.01,0
-8.0000e-06,0.01,0
-7.0000e-06,0.01,0
-6.0000e-06,0.03,-0.02
-5.0000e-06,0.01,0
-4.0000e-06,0.01,-0.02
-3.0000e-06,0.03,0.02
-2.0000e-06,0.01,-0.02
-1.0000e-06,-0.01,-0.04
-3.3979e-18,2.01,0
1.0000e-06,2.01,0.04
2.0000e-06,2.01,0.02
3.0000e-06,1.99,0
4.0000e-06,2.01,0.02
5.0000e-06,2.03,0.06
6.0000e-06,1.99,0
7.0000e-06,2.03,0.02
8.0000e-06,1.99,0
9.0000e-06,1.99,0.04
1.0000e-05,2.01,0.08
1.1000e-05,2.01,0.06
1.2000e-05,2.03,0.02
1.3000e-05,1.99,0.06
1.4000e-05,1.99,0.08
1.5000e-05,2.01,0.08
1.6000e-05,1.99,0.06
1.7000e-05,1.99,0.06
1.8000e-05,2.01,0.1
1.9000e-05,2.01,0.06
2.0000e-05,2.01,0.04
2.1000e-05,2.01,0.04
2.2000e-05,2.01,0.08
2.3000e-05,1.99,0.08
2.4000e-05,2.01,0.1
2.5000e-05,1.99,0.1
2.6000e-05,1.97,0.02
2.7000e-05,2.05,0.06
2.8000e-05,1.99,0.08
2.9000e-05,2.01,0.08
3.0000e-05,2.01,0.12
3.1000e-05,2.01,0.08
3.2000e-05,2.01,0.12
3.3000e-05,2.03,0.12
3.4000e-05,2.01,0.08
3.5000e-05,2.03,0.14
3.6000e-05,2.03,0.12
3.7000e-05,2.01,0.08
3.8000e-05,2.03,0.08
3.9000e-05,2.01,0.1
4.0000e-05,1.97,0.14
4.1000e-05,1.99,0.1
4.2000e-05,1.97,0.1
4.3000e-05,2.01,0.1
4.4000e-05,1.99,0.08
4.5000e-05,1.99,0.14
4.6000e-05,1.99,0.12
4.7000e-05,2.01,0.12
4.8000e-05,1.97,0.14
4.9000e-05,1.99,0.14
5.0000e-05,2.01,0.1
5.1000e-05,2.01,0.16
5.2000e-05,1.99,0.14
5.3000e-05,2.01,0.1
5.4000e-05,2.01,0.18
5.5000e-05,2.01,0.1
5.6000e-05,2.01,0.1
5.7000e-05,2.01,0.14
5.8000e-05,2.01,0.16
5.9000e-05,2.01,0.16
6.0000e-05,1.97,0.14
6.1000e-05,1.97,0.12
6.2000e-05,2.01,0.16
6.3000e-05,1.99,0.18
6.4000e-05,1.99,0.18
6.5000e-05,1.99,0.14
6.6000e-05,1.99,0.16
6.7000e-05,2.01,0.16
6.8000e-05,1.99,0.2
6.9000e-05,2.01,0.18
7.0000e-05,2.03,0.16
7.1000e-05,1.99,0.22
7.2000e-05,2.01,0.2
7.3000e-05,2.01,0.2
7.4000e-05,1.99,0.2
7.5000e-05,2.01,0.18
7.6000e-05,2.01,0.22
7.7000e-05,2.01,0.16
7.8000e-05,1.99,0.2
7.9000e-05,2.01,0.22
8.0000e-05,1.99,0.18
8.1000e-05,1.99,0.18
8.2000e-05,1.99,0.22
8.3000e-05,1.97,0.22
8.4000e-05,1.97,0.18
8.5000e-05,2.03,0.24
8.6000e-05,2.01,0.2
8.7000e-05,1.99,0.22
8.8000e-05,2.01,0.22
8.9000e-05,1.99,0.26
9.0000e-05,1.97,0.2
9.1000e-05,1.99,0.22
9.2000e-05,2.01,0.24
9.3000e-05,2.01,0.24
9.4000e-05,1.99,0.24
9.5000e-05,2.01,0.24
9.6000e-05,1.99,0.26
9.7000e-05,2.01,0.26
9.8000e-05,1.99,0.24
9.9000e-05,1.99,0.28
1.0000e-04,1.99,0.24
1.0100e-04,1.99,0.26
1.0200e-04,1.95,0.26
1.0300e-04,2.01,0.22
1.0400e-04,2.01,0.24
1.0500e-04,2.01,0.24
1.0600e-04,2.01,0.26
1.0700e-04,2.01,0.24
1.0800e-04,1.99,0.26
1.0900e-04,2.01,0.26
1.1000e-04,2.01,0.28
1.1100e-04,2.01,0.26
1.1200e-04,1.99,0.28
1.1300e-04,2.01,0.26
1.1400e-04,1.97,0.26
1.1500e-04,2.01,0.26
1.1600e-04,1.99,0.28
1.1700e-04,1.99,0.3
1.1800e-04,2.01,0.3
1.1900e-04,1.99,0.28
1.2000e-04,1.99,0.28
1.2100e-04,2.01,0.28
1.2200e-04,1.99,0.3
1.2300e-04,1.99,0.28
1.2400e-04,1.99,0.28
1.2500e-04,1.97,0.32
1.2600e-04,2.01,0.3
1.2700e-04,2.01,0.28
1.2800e-04,2.03,0.28
1.2900e-04,2.01,0.32
1.3000e-04,1.99,0.32
1.3100e-04,1.99,0.34
1.3200e-04,2.01,0.32
1.3300e-04,1.99,0.32
1.3400e-04,1.97,0.32
1.3500e-04,2.01,0.28
1.3600e-04,2.01,0.34
1.3700e-04,1.99,0.32
1.3800e-04,1.99,0.34
1.3900e-04,1.97,0.32
1.4000e-04,2.01,0.32
1.4100e-04,1.99,0.28
1.4200e-04,2.01,0.3
1.4300e-04,2.03,0.32
1.4400e-04,1.99,0.3
1.4500e-04,1.99,0.32
1.4600e-04,1.93,0.34
1.4700e-04,1.97,0.38
1.4800e-04,2.05,0.32
1.4900e-04,1.97,0.32
1.5000e-04,2.01,0.36
1.5100e-04,2.01,0.36
1.5200e-04,2.01,0.32
1.5300e-04,2.01,0.34
1.5400e-04,2.01,0.36
1.5500e-04,2.01,0.34
1.5600e-04,2.01,0.32
1.5700e-04,1.99,0.36
1.5800e-04,2.01,0.36
1.5900e-04,1.97,0.34
1.6000e-04,2.03,0.38
1.6100e-04,1.99,0.34
1.6200e-04,2.01,0.36
1.6300e-04,1.99,0.36
1.6400e-04,2.01,0.38
1.6500e-04,2.01,0.36
1.6600e-04,1.99,0.38
1.6700e-04,2.01,0.32
1.6800e-04,2.03,0.38
1.6900e-04,2.01,0.42
1.7000e-04,1.99,0.38
1.7100e-04,1.99,0.36
1.7200e-04,2.01,0.38
1.7300e-04,2.01,0.38
1.7400e-04,1.99,0.4
1.7500e-04,1.99,0.36
1.7600e-04,1.97,0.44
1.7700e-04,2.01,0.44
1.7800e-04,1.99,0.38
1.7900e-04,2.01,0.34
1.8000e-04,1.97,0.42
1.8100e-04,2.01,0.42
1.8200e-04,1.99,0.42
1.8300e-04,2.01,0.38
1.8400e-04,1.99,0.4
1.8500e-04,1.99,0.42
1.8600e-04,1.97,0.36
1.8700e-04,2.05,0.4
1.8800e-04,1.99,0.42
1.8900e-04,1.99,0.38
1.9000e-04,2.01,0.38
1.9100e-04,2.01,0.48
1.9200e-04,2.01,0.44
1.9300e-04,1.97,0.4
1.9400e-04,2.03,0.42
1.9500e-04,1.99,0.42
1.9600e-04,2.01,0.46
1.9700e-04,1.99,0.42
1.9800e-04,2.01,0.42
1.9900e-04,2.01,0.44
2.0000e-04,1.99,0.44
2.0100e-04,1.99,0.44
2.0200e-04,1.99,0.44
2.0300e-04,2.01,0.48
2.0400e-04,1.99,0.48
2.0500e-04,2.03,0.5
2.0600e-04,2.01,0.48
2.0700e-04,1.99,0.48
2.0800e-04,2.03,0.44
2.0900e-04,2.01,0.48
2.1000e-04,2.01,0.44
2.1100e-04,1.99,0.48
2.1200e-04,2.01,0.44
2.1300e-04,2.01,0.46
2.1400e-04,1.97,0.44
2.1500e-04,2.01,0.48
2.1600e-04,2.01,0.46
2.1700e-04,2.03,0.46
2.1800e-04,1.99,0.46
2.1900e-04,2.01,0.46
2.2000e-04,2.01,0.5
2.2100e-04,2.01,0.5
2.2200e-04,2.01,0.5
2.2300e-04,1.99,0.44
2.2400e-04,1.99,0.46
2.2500e-04,2.01,0.44
2.2600e-04,2.01,0.44
2.2700e-04,2.01,0.5
2.2800e-04,1.99,0.5
2.2900e-04,2.03,0.48
2.3000e-04,1.95,0.46
2.3100e-04,1.97,0.5
2.3200e-04,2.01,0.52
2.3300e-04,2.03,0.5
2.3400e-04,2.01,0.5
2.3500e-04,2.03,0.52
2.3600e-04,2.03,0.52
2.3700e-04,2.01,0.52
2.3800e-04,1.99,0.48
2.3900e-04,2.01,0.5
2.4000e-04,1.99,0.5
2.4100e-04,2.01,0.52
2.4200e-04,1.97,0.52
2.4300e-04,2.03,0.52
2.4400e-04,2.01,0.52
2.4500e-04,1.97,0.52
2.4600e-04,2.01,0.54
2.4700e-04,2.05,0.54
2.4800e-04,2.03,0.48
2.4900e-04,1.97,0.52
2.5000e-04,1.99,0.56
2.5100e-04,2.03,0.56
2.5200e-04,2.03,0.54
2.5300e-04,2.01,0.54
2.5400e-04,1.99,0.54
2.5500e-04,1.95,0.52
2.5600e-04,2.01,0.48
2.5700e-04,2.03,0.56
2.5800e-04,1.99,0.54
2.5900e-04,1.99,0.52
2.6000e-04,1.97,0.54
2.6100e-04,2.01,0.56
2.6200e-04,2.01,0.54
2.6300e-04,2.01,0.54
2.6400e-04,2.01,0.56
2.6500e-04,1.95,0.56
2.6600e-04,2.01,0.58
2.6700e-04,2.01,0.54
2.6800e-04,2.01,0.58
2.6900e-04,2.01,0.54
2.7000e-04,2.01,0.56
2.7100e-04,1.99,0.54
2.7200e-04,2.01,0.58
2.7300e-04,2.01,0.6
2.7400e-04,2.01,0.54
2.7500e-04,2.03,0.52
2.7600e-04,2.03,0.56
2.7700e-04,1.99,0.54
2.7800e-04,1.99,0.54
2.7900e-04,1.97,0.58
2.8000e-04,2.01,0.6
2.8100e-04,1.99,0.58
2.8200e-04,1.99,0.56
2.8300e-04,2.01,0.58
2.8400e-04,1.99,0.58
2.8500e-04,2.01,0.6
2.8600e-04,2.01,0.6
2.8700e-04,1.99,0.6
2.8800e-04,2.01,0.64
2.8900e-04,2.01,0.56
2.9000e-04,1.99,0.6
2.9100e-04,2.03,0.58
2.9200e-04,2.01,0.54
2.9300e-04,2.03,0.58
2.9400e-04,2.03,0.6
2.9500e-04,2.01,0.6
2.9600e-04,2.01,0.58
2.9700e-04,2.01,0.6
2.9800e-04,2.01,0.64
2.9900e-04,1.99,0.62
3.0000e-04,2.01,0.6
3.0100e-04,1.99,0.6
3.0200e-04,1.97,0.68
3.0300e-04,1.99,0.64
3.0400e-04,2.03,0.6
3.0500e-04,1.99,0.6
3.0600e-04,1.99,0.62
3.0700e-04,2.01,0.64
3.0800e-04,2.01,0.6
3.0900e-04,2.01,0.58
3.1000e-04,1.99,0.64
3.1100e-04,1.97,0.64
3.1200e-04,2.01,0.6
3.1300e-04,1.97,0.54
3.1400e-04,2.01,0.64
3.1500e-04,1.99,0.64
3.1600e-04,2.01,0.62
3.1700e-04,2.01,0.66
3.1800e-04,1.99,0.6
3.1900e-04,2.01,0.66
3.2000e-04,2.01,0.66
3.2100e-04,1.99,0.64
3.2200e-04,2.01,0.64
3.2300e-04,1.99,0.62
3.2400e-04,1.99,0.66
3.2500e-04,1.99,0.66
3.2600e-04,1.99,0.64
3.2700e-04,1.97,0.62
3.2800e-04,2.01,0.62
3.2900e-04,2.01,0.64
3.3000e-04,1.99,0.66
3.3100e-04,2.01,0.64
3.3200e-04,2.01,0.68
3.3300e-04,1.99,0.68
3.3400e-04,1.99,0.7
3.3500e-04,2.01,0.68
3.3600e-04,1.99,0.64
3.3700e-04,2.01,0.68
3.3800e-04,2.01,0.7
3.3900e-04,2.01,0.66
3.4000e-04,1.97,0.66
3.4100e-04,2.01,0.64
3.4200e-04,2.01,0.7
3.4300e-04,2.03,0.68
3.4400e-04,1.99,0.66
3.4500e-04,1.99,0.64
3.4600e-04,1.99,0.66
3.4700e-04,2.03,0.64
3.4800e-04,2.01,0.66
3.4900e-04,1.99,0.66
3.5000e-04,2.01,0.68
3.5100e-04,1.97,0.7
3.5200e-04,1.97,0.66
3.5300e-04,2.01,0.7
3.5400e-04,2.01,0.7
3.5500e-04,2.01,0.68
3.5600e-04,1.99,0.68
3.5700e-04,1.99,0.68
3.5800e-04,1.99,0.7
3.5900e-04,2.01,0.7
3.6000e-04,1.95,0.66
3.6100e-04,2.01,0.68
3.6200e-04,1.99,0.68
3.6300e-04,2.01,0.68
3.6400e-04,2.01,0.66
3.6500e-04,1.99,0.68
3.6600e-04,1.99,0.68
3.6700e-04,1.99,0.7
3.6800e-04,1.97,0.7
3.6900e-04,2.01,0.74
3.7000e-04,1.99,0.68
3.7100e-04,2.01,0.68
3.7200e-04,2.01,0.72
3.7300e-04,2.01,0.72
3.7400e-04,2.01,0.76
3.7500e-04,2.01,0.74
3.7600e-04,1.99,0.7
3.7700e-04,2.01,0.74
3.7800e-04,2.03,0.7
3.7900e-04,1.99,0.74
3.8000e-04,1.99,0.7
3.8100e-04,1.97,0.72
3.8200e-04,1.99,0.72
3.8300e-04,1.99,0.74
3.8400e-04,1.99,0.72
3.8500e-04,2.01,0.72
3.8600e-04,1.97,0.74
3.8700e-04,2.01,0.76
3.8800e-04,2.01,0.72
3.8900e-04,2.05,0.72
3.9000e-04,2.03,0.76
3.9100e-04,1.99,0.78
3.9200e-04,2.01,0.74
3.9300e-04,2.03,0.76
3.9400e-04,2.05,0.74
3.9500e-04,2.01,0.74
3.9600e-04,2.03,0.72
3.9700e-04,1.99,0.72
3.9800e-04,2.05,0.74
3.9900e-04,2.01,0.72
4.0000e-04,2.01,0.74
4.0100e-04,1.99,0.72
4.0200e-04,1.99,0.76
4.0300e-04,2.01,0.76
4.0400e-04,2.01,0.76
4.0500e-04,1.99,0.76
4.0600e-04,1.99,0.74
4.0700e-04,1.99,0.74
4.0800e-04,2.01,0.74
4.0900e-04,1.99,0.78
4.1000e-04,1.99,0.76
4.1100e-04,2.01,0.72
4.1200e-04,2.03,0.78
4.1300e-04,1.99,0.76
4.1400e-04,2.01,0.76
4.1500e-04,2.01,0.76
4.1600e-04,1.97,0.76
4.1700e-04,1.99,0.78
4.1800e-04,2.01,0.78
4.1900e-04,2.03,0.72
4.2000e-04,1.99,0.76
4.2100e-04,1.97,0.74
4.2200e-04,2.01,0.78
4.2300e-04,1.99,0.78
4.2400e-04,2.01,0.84
4.2500e-04,2.03,0.78
4.2600e-04,1.99,0.78
4.2700e-04,2.03,0.78
4.2800e-04,2.03,0.8
4.2900e-04,2.01,0.78
4.3000e-04,1.99,0.76
4.3100e-04,2.01,0.82
4.3200e-04,1.99,0.8
4.3300e-04,2.01,0.76
4.3400e-04,1.99,0.78
4.3500e-04,2.01,0.76
4.3600e-04,1.99,0.8
4.3700e-04,1.99,0.8
4.3800e-04,2.01,0.8
4.3900e-04,1.99,0.8
4.4000e-04,2.01,0.8
4.4100e-04,1.99,0.8
4.4200e-04,1.99,0.8
4.4300e-04,1.97,0.78
4.4400e-04,1.99,0.76
4.4500e-04,2.03,0.8
4.4600e-04,2.03,0.76
4.4700e-04,1.99,0.82
4.4800e-04,2.01,0.8
4.4900e-04,2.01,0.82
4.5000e-04,1.99,0.8
4.5100e-04,1.99,0.82
4.5200e-04,1.97,0.8
4.5300e-04,2.01,0.78
4.5400e-04,2.03,0.82
4.5500e-04,1.97,0.82
4.5600e-04,2.01,0.82
4.5700e-04,2.01,0.82
4.5800e-04,1.99,0.82
4.5900e-04,2.03,0.8
4.6000e-04,2.01,0.8
4.6100e-04,2.01,0.68
4.6200e-04,2.01,0.8
4.6300e-04,1.99,0.8
4.6400e-04,2.01,0.82
4.6500e-04,1.99,0.8
4.6600e-04,1.99,0.84
4.6700e-04,2.03,0.82
4.6800e-04,2.03,0.88
4.6900e-04,1.95,0.84
4.7000e-04,2.01,0.86
4.7100e-04,2.01,0.8
4.7200e-04,2.01,0.8
4.7300e-04,2.01,0.84
4.7400e-04,2.01,0.82
4.7500e-04,1.99,0.8
4.7600e-04,1.99,0.84
4.7700e-04,1.99,0.82
4.7800e-04,1.99,0.84
4.7900e-04,2.01,0.84
4.8000e-04,2.01,0.84
4.8100e-04,1.99,0.82
4.8200e-04,2.01,0.82
4.8300e-04,1.99,0.84
4.8400e-04,1.97,0.88
4.8500e-04,2.01,0.82
4.8600e-04,1.97,0.82
4.8700e-04,1.99,0.84
4.8800e-04,2.03,0.92
4.8900e-04,2.01,0.88
4.9000e-04,1.95,0.9
4.9100e-04,2.03,0.86
4.9200e-04,1.97,0.82
4.9300e-04,2.01,0.84
4.9400e-04,1.99,0.86
4.9500e-04,2.03,0.82
4.9600e-04,1.97,0.82
4.9700e-04,2.01,0.84
4.9800e-04,1.99,0.86
4.9900e-04,2.01,0.84
5.0000e-04,2.01,0.86
5.0100e-04,2.01,0.9
5.0200e-04,2.01,0.88
5.0300e-04,2.01,0.84
5.0400e-04,1.99,0.84
5.0500e-04,1.99,0.88
5.0600e-04,2.01,0.86
5.0700e-04,2.01,0.86
5.0800e-04,1.99,0.88
5.0900e-04,2.01,0.88
5.1000e-04,2.01,0.86
5.1100e-04,1.99,0.9
5.1200e-04,2.01,0.86
5.1300e-04,1.99,0.86
5.1400e-04,1.97,0.86
5.1500e-04,2.01,0.88
5.1600e-04,2.03,0.9
5.1700e-04,2.01,0.9
5.1800e-04,2.01,0.86
5.1900e-04,1.99,0.78
5.2000e-04,1.99,0.88
5.2100e-04,1.99,0.84
5.2200e-04,1.99,0.86
5.2300e-04,1.99,0.88
5.2400e-04,1.99,0.9
5.2500e-04,1.99,0.86
5.2600e-04,1.99,0.84
5.2700e-04,1.97,0.86
5.2800e-04,2.01,0.9
5.2900e-04,2.01,0.86
5.3000e-04,1.99,0.86
5.3100e-04,2.01,0.9
5.3200e-04,2.03,0.88
5.3300e-04,1.99,0.9
5.3400e-04,1.99,0.9
5.3500e-04,2.01,0.9
5.3600e-04,2.01,0.9
5.3700e-04,1.99,0.9
5.3800e-04,2.01,0.9
5.3900e-04,2.01,0.92
5.4000e-04,2.01,0.88
5.4100e-04,1.99,0.88
5.4200e-04,2.01,0.9
5.4300e-04,2.01,0.88
5.4400e-04,1.99,0.86
5.4500e-04,1.97,0.9
5.4600e-04,2.03,0.92
5.4700e-04,2.01,0.94
5.4800e-04,1.99,0.98
5.4900e-04,2.01,0.94
5.5000e-04,1.99,0.92
5.5100e-04,1.99,0.9
5.5200e-04,2.01,0.88
5.5300e-04,1.99,0.92
5.5400e-04,1.99,0.9
5.5500e-04,2.03,0.9
5.5600e-04,2.01,0.92
5.5700e-04,1.99,0.9
5.5800e-04,2.01,0.9
5.5900e-04,2.01,0.9
5.6000e-04,2.01,0.92
5.6100e-04,1.99,0.92
5.6200e-04,1.99,0.92
5.6300e-04,1.99,0.92
5.6400e-04,1.99,0.92
5.6500e-04,1.99,0.92
5.6600e-04,1.95,0.92
5.6700e-04,1.97,0.94
5.6800e-04,2.01,0.94
5.6900e-04,1.99,0.92
5.7000e-04,1.95,0.9
5.7100e-04,2.01,0.92
5.7200e-04,1.99,0.92
5.7300e-04,2.01,0.94
5.7400e-04,2.01,0.94
5.7500e-04,2.01,0.92
5.7600e-04,1.99,0.92
5.7700e-04,2.01,0.9
5.7800e-04,1.97,0.92
5.7900e-04,1.99,0.92
5.8000e-04,2.03,0.96
5.8100e-04,1.99,0.92
5.8200e-04,1.99,0.92
5.8300e-04,1.97,0.94
5.8400e-04,2.03,0.96
5.8500e-04,1.99,0.96
5.8600e-04,2.03,0.96
5.8700e-04,1.99,0.96
5.8800e-04,2.01,0.92
5.8900e-04,2.01,0.96
5.9000e-04,2.01,0.94
5.9100e-04,1.97,0.96
5.9200e-04,1.97,0.94
5.9300e-04,2.01,0.92
5.9400e-04,2.03,0.92
5.9500e-04,1.99,0.94
5.9600e-04,2.01,0.94
5.9700e-04,2.01,0.94
5.9800e-04,2.01,0.92
5.9900e-04,1.99,0.92
6.0000e-04,1.99,0.96
6.0100e-04,2.01,0.94
6.0200e-04,2.01,0.98
6.0300e-04,1.99,0.94
6.0400e-04,2.01,0.96
6.0500e-04,2.03,0.94
6.0600e-04,2.03,0.96
6.0700e-04,2.03,0.92
6.0800e-04,1.99,0.9
6.0900e-04,1.99,0.96
6.1000e-04,1.97,0.92
6.1100e-04,2.01,0.92
6.1200e-04,2.05,0.98
6.1300e-04,2.03,0.94
6.1400e-04,1.99,0.92
6.1500e-04,2.01,0.98
6.1600e-04,1.99,1
6.1700e-04,1.99,0.94
6.1800e-04,2.01,0.94
6.1900e-04,1.99,0.94
6.2000e-04,1.97,0.98
6.2100e-04,1.99,0.96
6.2200e-04,1.99,1
6.2300e-04,2.01,0.96
6.2400e-04,1.97,0.96
6.2500e-04,2.03,0.98
6.2600e-04,2.01,0.98
6.2700e-04,2.01,0.98
6.2800e-04,1.99,0.96
6.2900e-04,2.01,0.96
6.3000e-04,2.01,0.96
6.3100e-04,2.01,0.96
6.3200e-04,2.01,0.92
6.3300e-04,2.01,0.94
6.3400e-04,2.01,0.98
6.3500e-04,1.99,0.94
6.3600e-04,2.03,0.98
6.3700e-04,2.05,0.98
6.3800e-04,2.01,0.98
6.3900e-04,1.99,0.96
6.4000e-04,1.99,1
6.4100e-04,2.03,0.96
6.4200e-04,2.01,0.98
6.4300e-04,2.01,0.96
6.4400e-04,2.03,0.98
6.4500e-04,2.01,1.02
6.4600e-04,1.99,0.98
6.4700e-04,1.99,0.96
6.4800e-04,2.01,0.98
6.4900e-04,1.99,1
6.5000e-04,1.99,1
6.5100e-04,1.99,0.96
6.5200e-04,1.97,0.96
6.5300e-04,1.99,1.02
6.5400e-04,2.01,0.98
6.5500e-04,2.01,1
6.5600e-04,1.97,0.96
6.5700e-04,2.01,0.98
6.5800e-04,1.99,0.96
6.5900e-04,2.01,0.96
6.6000e-04,2.01,1.02
6.6100e-04,1.97,1.02
6.6200e-04,1.97,1
6.6300e-04,1.99,0.96
6.6400e-04,2.01,1
6.6500e-04,2.01,0.98
6.6600e-04,1.99,0.94
6.6700e-04,1.97,1
6.6800e-04,2.01,0.98
6.6900e-04,2.01,1
6.7000e-04,2.01,1.02
6.7100e-04,1.99,1
6.7200e-04,2.01,1
6.7300e-04,2.01,1
6.7400e-04,2.03,1
6.7500e-04,2.01,1.02
6.7600e-04,2.01,0.96
6.7700e-04,2.01,0.96
6.7800e-04,2.01,0.98
6.7900e-04,1.99,1
6.8000e-04,2.01,1
6.8100e-04,1.99,0.98
6.8200e-04,2.01,1.02
6.8300e-04,2.01,1.02
6.8400e-04,2.03,1.02
6.8500e-04,1.99,1.02
6.8600e-04,1.99,1.02
6.8700e-04,2.01,0.98
6.8800e-04,2.03,1.02
6.8900e-04,2.01,0.98
6.9000e-04,1.99,1
6.9100e-04,2.01,1.04
6.9200e-04,2.01,0.98
6.9300e-04,2.01,1
6.9400e-04,2.01,1
6.9500e-04,1.99,1
6.9600e-04,2.01,0.98
6.9700e-04,2.05,1
6.9800e-04,1.99,1.04
6.9900e-04,1.99,0.98
7.0000e-04,2.01,0.98
7.0100e-04,1.99,1.02
7.0200e-04,1.99,1.02
7.0300e-04,1.97,0.98
7.0400e-04,2.03,0.98
7.0500e-04,1.99,1.02
7.0600e-04,1.99,1.06
7.0700e-04,2.03,1.04
7.0800e-04,2.01,1.02
7.0900e-04,1.99,1
7.1000e-04,2.01,1.02
7.1100e-04,1.99,1.02
7.1200e-04,2.01,1.02
7.1300e-04,2.01,1
7.1400e-04,1.99,1.02
7.1500e-04,2.03,1.02
7.1600e-04,1.99,1.04
7.1700e-04,2.01,1.02
7.1800e-04,2.01,1
7.1900e-04,1.99,1.04
7.2000e-04,1.99,1.04
7.2100e-04,2.01,1
7.2200e-04,1.99,1.04
7.2300e-04,1.99,1.04
7.2400e-04,2.01,1.02
7.2500e-04,2.01,1.02
7.2600e-04,1.99,0.98
7.2700e-04,2.01,1.02
7.2800e-04,1.99,1.02
7.2900e-04,2.01,1.06
7.3000e-04,2.01,1.02
7.3100e-04,1.99,1.04
7.3200e-04,2.03,1.02
7.3300e-04,2.03,1.06
7.3400e-04,2.01,1.02
7.3500e-04,1.99,1
7.3600e-04,1.99,1.04
7.3700e-04,2.01,1.02
7.3800e-04,2.03,1.06
7.3900e-04,1.99,1.04
7.4000e-04,2.03,1.04
7.4100e-04,2.01,1.06
7.4200e-04,1.99,1.06
7.4300e-04,2.01,1.04
7.4400e-04,1.95,1.08
7.4500e-04,2.01,1.06
7.4600e-04,2.01,1.06
7.4700e-04,1.99,1.04
